;t0;t0;t0;t0;;t1;t1;t1;t1;;t3;t3;t3;t3;;t4;t4;t4;t4;;t5;t5;t5;t5;;t6;t6;t6;t6;;t9;t9;t9;t9;;
;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;
g3059;0.36;0.89;0.35;0.82;g3059;0.26;0.67;0.4;0.31;g3059;-0.12;-0.27;-0.53;0.22;g3059;-0.51;-0.6;-0.79;-0.01;g3059;-0.43;-0.18;-0.27;-0.2;g3059;-0.34;-0.09;-0.3;-0.26;g3059;0.41;0.42;0.31;-0.28
g3104;0;-0.27;1.56;-0.73;g3104;-0.02;0.32;1.03;0.45;g3104;0.08;-0.23;-0.13;0.01;g3104;0.04;0.69;0.12;-1.12;g3104;0.1;-0.08;0.1;-0.66;g3104;0.03;0.95;-0.35;-0.4;g3104;0.06;-0.21;0;0.23
g3115;-0.16;-0.21;0.13;-0.08;g3115;0;-0.18;-0.58;-0.56;g3115;0;0.35;-0.13;0.06;g3115;0.13;-0.47;-0.1;-0.02;g3115;-0.09;0.08;0.22;0.12;g3115;0.27;-0.25;0.02;-0.03;g3115;0.15;0.21;0.08;0.25
g3145;0.35;0.18;-0.45;-0.19;g3145;-0.13;-0.11;-0.08;-0.21;g3145;0.13;0.24;-0.14;0.63;g3145;0.22;0.43;-0.09;-0.01;g3145;-0.07;0.19;-0.12;-0.25;g3145;-0.06;0.19;-0.06;0.21;g3145;0.04;0.15;0.55;0.12
g3170;0.73;-0.26;-0.11;1.82;g3170;0.09;-0.01;-0.94;0.2;g3170;-0.12;-0.41;-0.3;-0.1;g3170;-0.04;-0.06;-0.05;-0.39;g3170;0;-0.32;-0.13;-0.64;g3170;0.21;0.13;0.23;-0.28;g3170;-0.3;0.18;0.48;-0.7
g3171;0.28;-0.33;-0.15;0.73;g3171;0.2;-0.23;0.03;-0.46;g3171;-0.31;-0.35;-0.44;-0.4;g3171;-0.09;0.45;-0.06;0.18;g3171;0;-0.38;-0.18;-0.06;g3171;0.2;0.78;-0.02;-0.18;g3171;0.26;-0.33;-0.24;0.02
g3185;4;-0.27;0.81;0.25;g3185;3.32;0.11;-0.71;-0.62;g3185;-0.58;-0.56;0.65;0.02;g3185;-0.68;0.51;-0.35;0.1;g3185;-0.57;-0.52;0.18;-0.15;g3185;-0.42;0.24;-0.06;-0.02;g3185;-0.39;-0.15;0;-0.09
g3206;0;-0.22;-0.06;-0.77;g3206;-0.21;-0.36;-0.29;-0.26;g3206;-0.09;0.51;-0.3;0.27;g3206;0.07;0.76;0.15;0.07;g3206;-0.19;0.51;0.24;0.29;g3206;-0.04;-0.27;0.1;0.19;g3206;-0.09;0.12;0.47;0.18
g3362;-0.09;0.25;0.62;-0.21;g3362;0.14;0.21;0;-0.23;g3362;-0.41;-0.28;-0.52;-0.43;g3362;0.13;0.2;-0.07;0.07;g3362;-0.02;-0.45;-0.52;0.2;g3362;0.2;-0.36;-0.4;-0.25;g3362;0.14;-0.13;0;0.01
g3382;0.23;-0.29;0.23;0.35;g3382;-0.04;-0.03;-0.08;-0.25;g3382;-0.26;0.15;-0.09;-0.5;g3382;0.4;-0.08;0.02;0.25;g3382;-0.06;-0.17;0.05;-0.02;g3382;0.38;0.22;-0.08;-0.21;g3382;-0.14;0.01;0.12;0.15
g3397;-0.01;-0.5;0.51;0.52;g3397;0.3;0.67;0.81;-0.04;g3397;0.04;-0.25;0.46;0.4;g3397;0.03;0.29;0.25;0.11;g3397;0.14;-0.32;0.16;0;g3397;-0.21;-0.23;-0.44;0.17;g3397;-0.07;-0.46;0;-0.37
g3409;0.17;-0.45;-0.35;-1.2;g3409;-0.19;-0.22;-0.14;-0.23;g3409;-0.09;0.21;-0.18;0.25;g3409;0.13;0.63;0.24;0.57;g3409;0.29;0.39;-0.55;0.45;g3409;0.03;0.58;-0.56;0.39;g3409;-0.04;0.23;0;-0.1
g3464;-0.31;-0.22;-0.66;0.65;g3464;0.22;-0.28;-0.52;-0.16;g3464;0.3;-0.05;0.1;0.35;g3464;-0.41;0.69;0.44;0.4;g3464;0.53;-0.18;-0.24;0.18;g3464;-0.2;0.01;0.3;0.12;g3464;0.22;-0.15;0.3;-0.23
g3585;0.21;0.37;-0.62;-0.71;g3585;-0.33;0.43;0.25;-0.52;g3585;-0.14;0.52;-0.15;0.98;g3585;-0.06;0.3;0.04;0.54;g3585;-0.2;0.46;-0.34;0.39;g3585;0.05;-0.09;-0.25;0.32;g3585;0;0.05;0.36;-0.11
g3590;0.05;0.28;-0.26;0.6;g3590;-0.02;0.32;-0.29;0.08;g3590;-0.2;-0.06;-0.24;-0.35;g3590;-0.28;-0.35;-0.1;-0.13;g3590;0.2;-0.12;0.01;0.08;g3590;-0.1;0.17;-0.06;-0.43;g3590;0.44;0;0.67;-0.04
g3618;0.12;-0.18;-0.21;0.46;g3618;0.06;0.21;-0.21;-0.04;g3618;-0.12;0.83;0;-0.09;g3618;0.08;-0.42;0.19;0.06;g3618;0;0.14;-0.01;-0.01;g3618;0.14;-0.25;0.04;0.06;g3618;0.18;-0.11;0.61;-0.37
g3662;-0.2;-1.18;0.21;0.16;g3662;0.19;-0.52;0.54;-0.03;g3662;0.12;0.41;0.12;0.15;g3662;0;0.16;-0.04;0.15;g3662;0.38;-0.21;-0.31;0.07;g3662;-0.01;0.15;-0.58;0.32;g3662;-0.08;-0.84;-0.28;0.07
g3687;1.87;-0.94;0.01;1.47;g3687;0.39;-0.47;0.25;0.24;g3687;-0.16;-0.74;0.21;-0.03;g3687;-0.38;-0.09;0.16;-0.62;g3687;-0.14;-0.53;-0.15;-0.52;g3687;-0.17;-0.26;-0.22;-0.22;g3687;-0.31;0.12;-0.77;-0.65
g3787;-0.24;0.36;0.41;0.3;g3787;-0.34;0.41;-0.04;-0.04;g3787;-0.02;0.16;-0.31;0.24;g3787;0.21;-0.17;-0.12;0.26;g3787;0.19;0.23;-0.19;-0.29;g3787;0.15;-0.34;-0.08;0.12;g3787;-0.08;0.33;-0.19;-0.04
g3794;0.1;-0.52;0.8;0.23;g3794;0.49;0.49;-0.11;0.08;g3794;0.32;-0.11;0.38;-0.14;g3794;0.04;-0.38;0.56;0.21;g3794;0.16;-0.1;0.42;0.03;g3794;0.03;0;0.49;0.23;g3794;0.2;0.14;-3.28;-0.19
g3819;0.17;0.89;-0.04;-0.44;g3819;-0.44;0.64;0.13;0.17;g3819;-0.18;0.23;0.11;-0.19;g3819;0.17;-0.07;0.02;0.23;g3819;-0.05;0.3;-0.34;0.23;g3819;0.41;0;-0.05;-0.26;g3819;0.06;0.35;0.34;0.33
g3835;-0.07;0.23;-0.71;0.25;g3835;-0.47;0.21;-0.12;-0.1;g3835;-0.28;0.14;0.02;-0.33;g3835;0.12;0.04;-0.19;-0.08;g3835;-0.26;0.13;0.13;0.02;g3835;0.43;-0.11;0.19;-0.23;g3835;0.06;0.09;-0.07;0.17
g3860;-0.59;-0.8;-0.43;-0.95;g3860;0.5;-1.39;-0.9;0.18;g3860;0.02;-0.57;0.04;-0.22;g3860;-0.15;-0.35;-0.03;-0.34;g3860;-0.7;-0.05;-0.09;-0.51;g3860;0.22;-0.05;-0.22;-0.88;g3860;0.02;-0.08;0.36;0.66
g3867;0.19;0.21;-0.14;0.02;g3867;0.07;0.09;0.02;0.13;g3867;0.1;0.14;0.1;-0.08;g3867;0.21;0.05;-0.02;0.2;g3867;0.05;0.21;-0.45;0.04;g3867;0.39;-0.26;0.06;0.36;g3867;-0.38;0.35;0.42;-0.28
g3884;0.07;0.06;-0.2;0.51;g3884;0;0.13;-0.44;-0.37;g3884;-0.46;0.06;0.23;-0.37;g3884;0.01;-0.49;-0.13;0.03;g3884;-0.06;0.21;-0.08;-0.15;g3884;0.12;-0.06;0.01;-0.23;g3884;0.2;0.35;-0.48;0.03
g3918;-0.18;0.93;0.17;0.02;g3918;0.27;0.41;0.06;-0.03;g3918;0.6;0.39;0.19;-0.15;g3918;-0.18;-0.34;0.33;-0.04;g3918;0.11;0.27;0.44;0.16;g3918;-0.38;-0.16;0.46;0.09;g3918;0.11;0.25;-0.03;0.12
g3927;0.09;0;0.25;0.76;g3927;0.14;0.37;-0.08;0;g3927;0.09;-0.03;-0.25;0.19;g3927;0.32;0.13;0.07;0.2;g3927;0.02;-0.1;-0.2;-0.16;g3927;-0.17;0.35;0.15;-0.2;g3927;-0.28;0.29;-0.01;-0.47
g4012;0.05;-0.69;-0.43;0.16;g4012;0.01;-0.28;-0.4;-0.46;g4012;0.23;0.95;0.42;0.1;g4012;0.36;0.24;0.42;0.19;g4012;0.38;0.7;0.41;0.25;g4012;0.36;-0.22;0.68;0.29;g4012;-0.09;-0.43;-1.08;0.01
g4013;-0.03;-0.4;0.03;0.69;g4013;0.18;0.06;0.1;0.01;g4013;0;-0.47;-0.28;-0.2;g4013;-0.01;0.13;0.21;0.25;g4013;0.23;-0.42;-0.17;-0.12;g4013;0.04;0.42;-0.18;-0.04;g4013;0;-0.15;0.15;-0.37
g4073;-0.05;-0.22;0.64;1.28;g4073;0.09;0.01;-0.23;-0.05;g4073;0.24;0.17;-0.23;0.06;g4073;-0.03;0.28;-0.15;-0.11;g4073;0.25;-0.06;-0.23;-0.26;g4073;-0.05;-0.04;0.01;-0.09;g4073;-0.26;-0.22;-0.07;-0.36
g4150;0.05;0.31;0.1;-0.28;g4150;-0.54;0.12;-0.11;-0.34;g4150;0.2;-0.32;-0.46;0.12;g4150;-0.04;0.02;-0.03;0.02;g4150;-0.32;-0.03;-0.2;0.03;g4150;-0.11;-0.32;0.11;-0.26;g4150;0.43;0.24;-0.02;0.53
g4173;0.03;-0.47;0.11;0.79;g4173;0.46;-0.33;-0.54;-0.45;g4173;0.25;0.28;-0.25;-0.39;g4173;0.47;-0.56;-0.46;-0.17;g4173;-0.01;0.3;-0.04;-0.12;g4173;0.17;-0.21;0.13;-0.08;g4173;0;0.34;0.42;0.06
g4271;0;-0.02;0.09;0.47;g4271;0.16;0.13;-0.03;-0.2;g4271;-0.29;-0.06;0.09;-0.36;g4271;-0.09;0.02;-0.38;-0.08;g4271;-0.05;-0.26;-0.35;0.17;g4271;0.2;-0.12;-0.29;-0.36;g4271;-0.03;0;0.19;0.08
g4311;0.32;0.8;-0.07;-0.33;g4311;-0.44;0.45;0.32;-0.26;g4311;-0.27;0.69;-0.02;0.54;g4311;0.14;-0.04;0.26;0.58;g4311;0.13;0.36;0.31;0.24;g4311;0.24;0.03;0.2;0.05;g4311;-0.4;-0.07;-0.33;0.09
g4349;0.12;-0.54;1.23;0;g4349;-0.17;0.02;-0.27;0.46;g4349;0.07;-0.03;0.5;-0.23;g4349;0.35;0.24;-0.04;-0.02;g4349;-0.01;0.18;0.01;0.03;g4349;0.33;0.47;0.07;0.13;g4349;-0.1;-0.01;-0.75;-0.2
g4475;-0.96;-0.41;-0.52;-1.5;g4475;-0.52;0;0.28;-0.73;g4475;0.65;-0.04;0.69;0.12;g4475;0.32;0.06;0.02;0.51;g4475;0.19;-0.72;-0.13;0.79;g4475;0.05;0.04;-0.42;1.02;g4475;-0.44;-0.63;0.37;0.1
g4522;-0.09;0.14;-0.68;-0.35;g4522;0.52;0.14;0.14;-0.26;g4522;-0.35;-0.12;-0.2;0.32;g4522;-0.01;-0.07;-0.14;0.16;g4522;-0.25;-0.01;0.04;0.22;g4522;0.05;0.11;0.29;0.13;g4522;-0.09;-0.05;0.49;-1.22
g4527;-0.02;0.46;-0.41;-0.32;g4527;-0.08;0.31;0.49;0.05;g4527;0.05;0.01;-0.05;0.34;g4527;-0.14;-0.04;-0.05;0.15;g4527;0.12;0;-0.43;0.02;g4527;0.18;0.01;0.09;0.09;g4527;-0.02;0.34;-0.02;0.11
g4533;0.5;1.22;-0.55;0.73;g4533;1.12;0.71;-0.27;-0.65;g4533;0.01;-0.19;0.5;-0.17;g4533;0;-0.51;-0.03;-0.5;g4533;-0.07;-0.3;0.5;-0.78;g4533;-0.01;-0.86;0.42;-0.29;g4533;-0.15;0.35;-0.13;0.11
g4595;-0.16;-0.72;-0.36;-0.98;g4595;-0.36;-0.98;-0.58;0.17;g4595;-0.15;-0.05;-0.31;0.2;g4595;-0.25;0.67;0.04;0.2;g4595;0.11;0.53;-0.32;0.03;g4595;0.44;0.59;-0.06;0.25;g4595;-0.13;-0.09;1.26;-0.03
g4622;-0.07;0.25;-0.93;-0.07;g4622;0.67;0.37;0.25;-0.38;g4622;0.02;0.57;0.05;0.55;g4622;-0.14;-0.21;0.41;0.64;g4622;-0.22;0.02;0.17;0.56;g4622;-0.05;-0.35;0.37;0.31;g4622;-0.37;0.18;0.34;-0.53
g4631;0.17;0;-0.43;-0.54;g4631;0;0.42;0.44;-0.29;g4631;-0.59;0;-0.13;0.09;g4631;0.11;0;-0.51;0.8;g4631;-0.09;0.4;-0.35;0.89;g4631;0.19;0;0.1;0.03;g4631;0.28;0;-0.08;0.05
g4693;0.16;0.29;0.36;-0.11;g4693;0.42;0.44;-0.09;0.04;g4693;0.3;0.15;-0.47;-0.07;g4693;0;-0.4;-0.15;-0.29;g4693;-0.02;0.08;-0.04;-0.67;g4693;0.02;0.12;0.12;-0.08;g4693;-0.04;0.26;0.03;0.41
g4697;0.46;0.23;-0.26;-0.97;g4697;0;0.51;0.28;-0.36;g4697;0.05;-0.07;0.01;0.46;g4697;0.16;0.19;0.1;0.23;g4697;-0.06;-0.07;-0.13;0.22;g4697;-0.08;0.16;0.01;0.29;g4697;-0.19;0.18;0.19;0.47
g4768;0.04;0.12;-0.13;0.24;g4768;-0.11;0.14;-0.19;0.13;g4768;-0.15;0.17;-0.17;-0.21;g4768;-0.06;1.15;-0.13;-0.21;g4768;0.13;0.24;0.16;-0.02;g4768;0.2;0.12;0.4;0.48;g4768;-0.04;-0.03;-0.15;-0.05
g4799;0.04;0.38;0.58;0.22;g4799;0.09;0.43;0.53;-0.13;g4799;0.12;-0.23;-0.32;0.11;g4799;0.07;-0.01;-0.32;-0.07;g4799;-0.08;-0.04;-0.45;-0.01;g4799;0;-0.02;-0.17;-0.28;g4799;-0.12;0.02;0.25;-0.05
g4803;0.1;0;-0.14;-0.48;g4803;-0.18;0;-0.48;0.1;g4803;0.23;0;0.06;-0.31;g4803;0.31;0;0.16;0.06;g4803;0.5;0;-0.15;0.2;g4803;0.24;0;-0.01;0.16;g4803;-0.23;0;-0.38;-0.16
g4863;-0.17;-0.05;-0.36;-0.41;g4863;-0.43;-0.05;-0.3;0.12;g4863;-0.03;0.15;0.05;0.13;g4863;-0.03;0.15;0.11;0.18;g4863;0.05;0.27;-0.39;-0.1;g4863;0.18;-0.26;-0.07;0.18;g4863;0.11;-0.12;0.71;-0.1
g4885;-0.61;-0.45;-0.49;-0.7;g4885;-0.28;-0.75;-0.58;-0.08;g4885;-0.07;0.1;-0.36;-0.08;g4885;-0.21;0.53;0.05;-0.2;g4885;0.46;0.2;0.15;-0.1;g4885;0.01;0.08;0.83;-0.2;g4885;0.03;-0.13;-0.41;0.38
g4899;0.24;0;-0.21;-0.36;g4899;-1.01;0;0.66;0.04;g4899;0.08;0;0.2;0.21;g4899;0.16;0;0.02;0.36;g4899;-0.24;0;-0.15;0.04;g4899;0.26;0;-0.02;0.29;g4899;0.13;0;-0.1;0.16
g4983;0.07;-0.03;1.69;-0.77;g4983;-0.02;0.19;1.12;0.14;g4983;0.02;-0.54;1.04;-0.14;g4983;0.02;0.32;-0.25;-0.37;g4983;-0.18;-0.08;0.27;-0.41;g4983;0.02;0.5;-0.4;0.06;g4983;-0.26;-0.08;-0.29;0.1
g4984;-0.32;0.04;0.2;-0.14;g4984;-0.42;0.01;-0.2;-0.29;g4984;0.2;-0.06;-0.17;0.08;g4984;0.52;0.36;0.27;0.02;g4984;0.2;-0.05;0.29;-0.26;g4984;-0.18;-0.29;0.14;-0.06;g4984;-0.25;0.32;0.34;0.13
g5004;0.28;0.23;0.15;0.7;g5004;-0.22;0.32;-0.15;-0.14;g5004;0;0.12;0.21;0.5;g5004;-0.16;0.29;-0.22;0.29;g5004;0.16;0;-0.37;0.27;g5004;0.11;0.21;-0.04;0.53;g5004;0.13;-0.09;-0.03;-0.24
g5216;-0.33;0.04;0.36;0.04;g5216;-0.11;-0.15;0.25;-0.17;g5216;0.12;0.5;-0.53;-0.41;g5216;0.37;0.06;-0.17;0.17;g5216;0.15;0.53;0.03;0.25;g5216;0.51;-0.22;-0.23;0.11;g5216;-0.21;-0.1;-0.3;-0.15
g5227;0.52;-0.03;-0.2;0.46;g5227;-0.07;0.24;-0.2;-0.03;g5227;0.07;0.08;-0.63;0.28;g5227;0.13;0.03;0.1;0.28;g5227;-0.1;-0.09;-0.02;-0.15;g5227;-0.25;-0.2;0.09;-0.03;g5227;-0.25;-0.05;0.44;-0.19
g5260;0.21;-0.18;1.7;0;g5260;-0.05;0.15;2.41;-0.22;g5260;-0.27;0.18;1.07;-0.12;g5260;-0.14;0.39;0.38;-0.02;g5260;-0.43;-0.24;-0.41;0.17;g5260;-0.04;0;-0.32;0;g5260;0.7;-0.1;-0.74;0.17
g5269;0.32;0.6;-0.01;-0.95;g5269;0;0.54;0.33;-0.13;g5269;0;-0.18;-0.19;0.21;g5269;-0.1;0.44;0.07;0.32;g5269;-0.19;-0.47;0.19;0.34;g5269;0.18;0.41;0.66;0.12;g5269;0.02;-0.31;-0.71;0.53
g5477;0.17;0.1;-0.07;0.13;g5477;-0.01;0.12;0.18;-0.13;g5477;-0.15;0.33;-0.01;0.23;g5477;-0.04;-0.42;0.44;0.71;g5477;0;0.46;-0.28;0.37;g5477;0.1;0.19;-0.12;-0.26;g5477;0.04;0.35;0;-0.3
g5498;-0.03;-0.17;-0.38;-0.28;g5498;0.54;-0.09;0.18;-0.1;g5498;0.21;-0.27;-0.08;-0.06;g5498;0.07;0.3;-0.46;0.34;g5498;0.31;-0.11;-0.69;0.04;g5498;0.1;0.4;-0.4;0.11;g5498;-0.3;-0.43;0.06;-0.1
g5526;0.11;0.19;0.59;-0.3;g5526;-0.19;-0.06;0.51;-0.09;g5526;0.08;0.35;0.03;-0.23;g5526;0.25;0.22;0.25;0.22;g5526;0.53;0.41;0.18;-0.03;g5526;0.27;-0.22;-0.21;0.16;g5526;-0.16;0.16;0.2;0.14
g5575;0.25;0.15;0.19;0.04;g5575;-0.21;0.13;0.26;-0.33;g5575;-0.02;-0.11;0.01;-0.14;g5575;0.28;0.33;-0.25;0.24;g5575;-0.26;0.24;-0.45;0.15;g5575;0.15;0.22;-0.07;-0.52;g5575;-0.16;0.1;-0.07;0.27
g5589;-0.03;0.1;-0.48;-1.3;g5589;-0.74;0.29;0.22;0.01;g5589;0.06;-0.11;0.3;0.2;g5589;0.11;-0.81;0.06;0.93;g5589;0.06;0.02;0.06;0.61;g5589;0.29;0.18;-0.12;-0.71;g5589;0.44;-0.04;0.3;0.5
g5628;0.11;0.06;-0.2;0.15;g5628;-0.21;-0.09;-0.53;-0.18;g5628;-0.08;0.97;-0.03;-0.32;g5628;0.11;0.25;-0.29;-0.26;g5628;-0.23;1.04;-0.24;0.25;g5628;0.35;-0.42;-0.37;-0.03;g5628;0.1;0.03;0.89;0.09
g5635;0.17;-0.19;1.18;0.29;g5635;0.23;0.47;0.86;0.19;g5635;-0.04;0.06;-0.12;0.23;g5635;-0.17;0.09;0.07;0.54;g5635;0.1;0.16;-0.21;0.09;g5635;0.04;-0.04;0.05;0.14;g5635;-0.13;-0.2;-0.62;-0.64
g5645;-0.04;0.46;0.41;-0.16;g5645;0.11;-0.02;0.6;0.17;g5645;0.06;-0.03;0.03;0.35;g5645;0.11;0.14;-0.03;0.03;g5645;-0.15;-0.3;0.05;-0.05;g5645;0.17;0.16;-0.11;0.16;g5645;-0.26;-0.08;0;-0.08
g5653;-0.23;1.14;0.36;0.41;g5653;0.04;1.15;-0.74;-0.09;g5653;0.13;0.31;-0.03;-0.09;g5653;0.2;0.33;0.05;0.13;g5653;0.4;0.25;-0.3;-0.09;g5653;0.1;0.22;-0.64;-0.02;g5653;-0.25;0.34;0.54;-0.27
g5676;0.19;0.2;0.22;0.26;g5676;-0.32;0.01;-0.12;-0.37;g5676;0;0.07;0.2;-0.25;g5676;0;-0.4;0;-0.11;g5676;-0.05;0.27;0.18;0.15;g5676;0.22;0.07;-0.07;-0.17;g5676;0.25;0.08;-0.08;0.03
g5689;0;0.31;0.12;0.6;g5689;0;0.2;0.32;0.35;g5689;0.04;-0.21;0.02;0.34;g5689;0.26;0;-2.1;-0.35;g5689;0.13;-0.27;-0.88;-0.13;g5689;0.12;0;0.02;-0.04;g5689;-0.24;0.06;1.36;0.11
g5753;0.02;0.27;-0.21;0.34;g5753;0.12;0.08;-0.16;-0.15;g5753;0.41;-0.31;-0.21;0.37;g5753;0.11;-0.5;-0.14;0.15;g5753;0.09;0.15;-0.07;-0.06;g5753;-0.17;0.05;0.04;0.25;g5753;-0.21;0.33;0.45;-0.19
g5807;0;0.51;0.02;-0.44;g5807;-0.18;0.38;0.1;-0.12;g5807;-0.24;-0.17;0.01;0.24;g5807;-0.03;-0.41;-0.15;0.28;g5807;0.13;-0.21;-0.23;0.1;g5807;0.31;-0.51;-0.11;0.02;g5807;-0.09;0.35;0.51;-0.06
g5824;0.15;-0.29;0.53;-1.06;g5824;0.33;-0.05;-0.06;-0.27;g5824;-0.13;-0.13;0.37;-0.07;g5824;-0.15;0.1;-0.31;-0.33;g5824;0.02;-0.19;0.16;-0.51;g5824;0.09;0.12;-0.36;-0.34;g5824;0.03;-0.25;0.57;0.36
g5886;0.11;-0.55;0.45;0.88;g5886;0.25;0.1;-0.32;-0.4;g5886;0.11;0.26;0.12;-0.28;g5886;-0.04;-0.48;-0.17;-0.18;g5886;-0.09;0.16;-0.08;-0.19;g5886;0.14;0.1;0.16;-0.19;g5886;0.03;-0.09;0.4;-0.23
g5924;0.27;-0.6;-0.55;0.34;g5924;-0.01;-0.41;-0.31;-0.21;g5924;0.16;-0.19;-0.13;-0.34;g5924;0.16;0.34;-0.18;-0.32;g5924;-0.04;0.08;-0.53;-0.21;g5924;0.46;-0.07;-0.18;0.21;g5924;-0.37;0.06;1.11;0.08
g5927;0.15;0.25;-0.35;-0.26;g5927;-0.13;0.57;-0.21;-0.3;g5927;-0.12;-0.02;-0.07;0.62;g5927;-0.2;-0.04;0.01;0.59;g5927;-0.17;0.06;-0.42;0.28;g5927;-0.18;0.4;-0.16;0.22;g5927;-0.13;0.22;1.06;-0.3




;c0;c0;c0;c0;c0;c0;c0;;c1;c1;c1;c1;c1;c1;c1;;c2;c2;c2;c2;c2;c2;c2;;c3;c3;c3;c3;c3;c3;c3;;
;t0;t1;t3;t4;t5;t6;t9;;t0;t1;t3;t4;t5;t6;t9;;t0;t1;t3;t4;t5;t6;t9;;t0;t1;t3;t4;t5;t6;t9;;
g1;-0.11;0.1;0.06;0.04;-0.26;0.04;-0.2;g1;0;0;-0.58;0.23;-0.23;0.08;-0.32;g1;0.83;-0.01;-0.62;0.14;-0.58;-0.05;0.23;g1;0.14;0.17;0.35;0.03;-0.08;-0.13;-0.1
g74;-0.35;0.1;0.39;0.17;-0.18;-0.21;-0.08;g74;0;1.02;-0.65;-0.01;-1.11;-0.31;-0.11;g74;-1.04;0.29;0.67;-0.06;-0.5;-0.49;0.32;g74;0.1;-0.34;-0.27;0.29;0.69;0.08;0.01
g90;0.09;-0.53;-0.07;0.2;-0.19;0.03;0.32;g90;0;0.68;-0.68;0.45;-0.47;0.82;-1.01;g90;0.02;0.55;0.18;1.1;0;0.44;0;g90;-0.08;0.36;-0.82;-0.79;-0.9;-0.24;0.33
g106;0.1;-0.06;0;-0.19;-0.25;0.13;-0.19;g106;-0.32;0;-0.3;0.11;-1.4;0.69;-0.58;g106;0.92;0.7;0.58;-0.06;-0.25;0.32;-0.5;g106;0.26;-0.22;0.2;-0.26;-0.2;-0.46;-0.34
g111;-1.22;0.1;0.2;0.28;0.3;0.42;0.21;g111;-0.13;-0.31;0;0.65;-0.77;0.72;-0.63;g111;0.08;0.13;-0.15;-0.05;-0.46;0.15;0.68;g111;-0.33;-0.35;-0.47;-0.32;-0.11;-0.14;0.17
g127;-0.26;-0.04;-0.2;-0.01;0.03;-0.01;0.41;g127;-0.85;-0.31;-0.3;0.73;-0.68;0.42;-0.11;g127;0.24;-0.65;0.06;0.51;-0.12;-0.33;0.32;g127;-0.82;-0.17;-0.11;-0.76;-0.54;-0.31;0.41
g142;-0.07;-0.46;0.16;0.58;-0.07;0.45;-0.07;g142;0;-1.87;-0.38;0.47;0.18;1.08;0.15;g142;-0.35;-0.74;-0.43;0.03;-0.51;0;1.15;g142;-1.11;-0.58;0.37;-0.13;0.08;0.19;0.23
g312;0.06;-0.28;-0.28;-0.26;-0.24;0;0.17;g312;-0.01;0.35;0.25;-0.25;0.34;-0.29;0.35;g312;-0.18;-0.29;-0.13;0.53;-0.66;0.21;-1.76;g312;-0.87;-0.17;-0.12;0.62;0.52;-0.28;-0.01
g363;-0.08;-0.73;-0.42;0.08;0.08;-0.05;-0.2;g363;0;-0.42;0.11;0.47;0.25;0.34;-0.42;g363;-0.25;-1.57;-0.27;0.59;0.31;0.57;-0.39;g363;-0.29;-0.2;-0.44;-0.1;-0.27;-0.29;0.37
g384;0.06;-0.75;-0.37;0.11;-0.24;0.11;0.23;g384;0.5;0.48;-0.48;0;-0.28;0;0;g384;-0.13;-0.33;-0.09;0.32;-0.53;0.15;0.45;g384;1.77;-0.43;-0.03;0.23;0.53;-0.29;0.11
g426;-0.03;-0.72;-0.09;0.12;-0.07;0;0.29;g426;0.73;0.71;0.19;-0.15;0.13;-0.34;0.27;g426;0.36;-0.31;-0.06;0.1;-0.37;0.06;0.32;g426;-0.06;-0.31;-0.27;0.34;0.17;-0.34;0.26
g439;-0.16;-0.02;0.42;-0.07;-0.59;-0.12;-0.07;g439;-0.59;-0.36;-0.32;0.56;-0.48;0.6;-0.32;g439;0;0;0;0;0;0;0;g439;1.2;-0.63;0.43;-0.01;0.09;0.4;0.07
g449;-0.17;0.17;0.34;0.06;0.21;-0.18;-0.22;g449;0.08;0.13;-0.25;-0.25;-0.23;-0.16;0.5;g449;-0.99;-0.11;-0.67;-0.37;-0.23;0.17;0.77;g449;-0.46;-0.04;-0.08;0.01;0.12;-0.05;0.19
g460;-0.13;-0.27;-0.03;0.15;-0.2;-0.02;0.13;g460;0.02;-0.16;-0.06;-0.09;0.15;-0.42;0.18;g460;0.01;0.48;-0.21;-0.53;0.08;-0.23;0.41;g460;-0.17;0.01;-0.24;-0.36;-0.17;-0.34;0.38
g473;-0.07;-0.55;-0.45;0.02;0.21;0.41;-0.41;g473;0.11;-0.45;0.17;0.72;0.08;0.35;-0.47;g473;-0.83;-0.24;-0.5;-0.35;-0.16;0.23;0.38;g473;-0.39;-0.83;0.07;0.42;0.29;0.42;-1.22
g589;-0.24;-0.12;-0.03;0.17;-0.02;-0.41;-0.13;g589;-0.42;-0.96;-0.19;-0.03;-0.59;-0.29;0.07;g589;-0.4;0.22;-0.67;-0.48;0.14;0.02;0.23;g589;-0.33;-0.02;-0.07;-0.45;-0.33;-0.17;0.35
g674;0.34;-0.75;-0.23;0.14;-0.06;0.25;0.05;g674;1.04;0.71;0.09;0.15;0.14;-0.07;0.48;g674;-0.25;0.5;0.21;0.18;-0.07;-0.08;0.09;g674;-0.89;-0.09;0.71;0.85;0.77;0.18;-0.02
g730;-0.09;-0.01;0.07;-0.24;0.51;-0.38;-0.15;g730;0;0;0;0;0;0;0;g730;-0.48;0.18;-0.17;0.07;0.24;0.51;-0.42;g730;0.32;-0.24;0.28;0.26;0.2;0.15;-0.05
