;t1;t1;t1;t1;;t2;t2;t2;t2;;t3;t3;t3;t3;;t5;t5;t5;t5;;t7;t7;t7;t7;;t8;t8;t8;t8;;t10;t10;t10;t10;;
;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;
g3464;0.22;-0.28;-0.52;-0.16;g3464;0.11;-0.11;-0.21;0.18;g3464;0.3;-0.05;0.1;0.35;g3464;0.53;-0.18;-0.24;0.18;g3464;0.14;-0.23;-0.11;-0.18;g3464;-0.38;-0.19;0.07;-0.37;g3464;-0.29;0.02;-0.25;0.11
g3503;-0.78;0.84;0;-0.23;g3503;-0.53;0.75;0.33;-0.18;g3503;-0.29;0.28;0.12;0.22;g3503;0.06;0.2;0.05;0.5;g3503;0.28;0.1;0.05;0.07;g3503;0.19;-0.68;0.01;0.09;g3503;-0.19;-0.5;-0.81;0.29
g3507;-0.14;-0.93;0.13;0.63;g3507;0.28;-0.71;-0.21;0.07;g3507;0.13;-0.43;-0.34;-0.12;g3507;-0.03;-0.6;-0.8;-0.78;g3507;-0.44;-0.97;-2.13;-0.15;g3507;-0.59;-0.95;-0.63;0.22;g3507;-0.03;-0.37;0.88;-0.5
g3519;0.32;0;0.29;-0.05;g3519;0.28;0;0.25;0.07;g3519;-0.99;0;0.48;0.12;g3519;0.12;0;0.04;0.25;g3519;0.13;0;0.19;-0.1;g3519;0.01;0;0;-0.21;g3519;0.1;0;0.17;0.13
g3527;0.55;0.24;-0.01;0.27;g3527;0.33;0.07;0.67;0.01;g3527;-0.02;0.04;0.41;-0.22;g3527;0.14;-0.2;-0.05;-0.08;g3527;0.38;-0.04;-0.02;-0.03;g3527;-0.05;-0.32;-0.58;-0.06;g3527;-0.15;-0.36;0.4;0.09
g3546;0.83;-0.12;0.12;0.23;g3546;0.67;-0.05;-0.47;0.07;g3546;-0.3;0.03;-0.35;-0.47;g3546;-0.06;0.08;-0.65;-0.43;g3546;-0.14;-0.12;-0.35;-0.22;g3546;-0.01;-0.56;-0.02;-0.11;g3546;0.02;-0.4;0.41;0.13
g3548;-0.58;0.54;0.16;-0.22;g3548;-0.18;0.44;0.57;-0.1;g3548;0;0.31;0;-0.29;g3548;-0.16;0.42;-0.25;0.24;g3548;0.01;0.32;-0.14;0.13;g3548;0.27;-0.46;0.11;0.21;g3548;0.06;-0.56;0;0.11
g3583;0.13;0.31;-0.48;-0.15;g3583;-0.04;-0.1;-0.46;-0.19;g3583;-0.01;-0.2;-0.28;0.22;g3583;0.01;-0.23;0.2;-0.06;g3583;-0.08;0.06;0.39;-0.08;g3583;0.05;-0.16;0.05;-0.08;g3583;0.47;-0.14;-0.01;-0.04
g3588;-0.19;-0.76;-0.01;0.02;g3588;0.07;-0.69;-0.07;0.15;g3588;0.15;0.28;0.17;-0.09;g3588;-0.01;-0.34;0.17;0.24;g3588;0.14;0.03;-0.32;0.04;g3588;0.26;0.15;0;0.03;g3588;-0.04;0.35;-0.31;0.04
g3605;0.03;-0.06;0.27;0.45;g3605;0.38;-0.02;-0.61;0.13;g3605;0;-0.02;0.26;0.07;g3605;0.52;-0.14;0.01;-0.05;g3605;0.02;-0.27;-0.63;-0.2;g3605;-0.06;0.16;0.12;-0.13;g3605;-0.12;0.05;-0.32;-0.2
g3619;0.43;0.12;-0.05;-0.11;g3619;-0.01;0.18;-0.48;0.03;g3619;-0.16;0.46;0.12;-0.07;g3619;0.08;0.27;-0.33;-0.26;g3619;-0.12;0.02;0.03;-0.09;g3619;-0.09;-0.16;0.21;0.47;g3619;0.93;-0.14;0.11;-0.3
g3621;0.14;0.34;0.09;0.32;g3621;0.35;-0.3;-0.2;0.26;g3621;0.12;-0.18;0;-0.02;g3621;0.25;-0.35;-0.42;-0.5;g3621;-0.21;0.47;0.24;0.63;g3621;-0.3;0.15;0;0.39;g3621;0.43;0.16;-0.29;-0.75
g3627;-0.06;0.61;0.26;-0.02;g3627;0.2;0.22;0.95;-0.12;g3627;-0.16;-0.52;0.69;-0.08;g3627;0;-0.38;-0.01;-0.1;g3627;-0.43;-0.29;-0.55;0.07;g3627;-0.31;-0.01;-0.2;0.09;g3627;1.09;-0.31;0.02;0.03
g3644;0.12;-0.02;-0.05;-0.04;g3644;-0.02;-0.16;0.07;-0.29;g3644;0.01;-0.04;0.22;-0.04;g3644;0;-0.36;0.4;0.02;g3644;0.17;-0.64;0.21;0.09;g3644;-0.08;0.14;-0.39;0.37;g3644;-0.34;-0.1;-0.11;-0.06
g3673;-0.52;-0.09;0.06;0.08;g3673;-0.18;0.51;-0.06;-0.24;g3673;-0.04;0.34;0.1;-0.22;g3673;-0.05;0.12;0.13;0.13;g3673;0.35;-0.09;0.29;0.06;g3673;0.08;-0.18;0.02;0.08;g3673;-0.2;-0.42;-0.47;0.08
g3683;-0.54;-0.46;0;-0.35;g3683;-0.22;-0.27;-0.76;0.08;g3683;-0.29;0.01;0.19;0.08;g3683;-0.36;0.38;0.62;0.11;g3683;0.01;0.32;0.3;0.33;g3683;0.42;0.35;0.51;0.56;g3683;0.3;-0.38;0.27;-0.25
g3690;0.72;0.02;0.43;-0.46;g3690;-0.15;0.66;0.02;-0.21;g3690;-0.61;0.01;0.06;0.41;g3690;-0.27;0.05;0.01;0.31;g3690;-0.13;-0.01;-0.09;0.17;g3690;0.01;0.14;-0.24;0.14;g3690;-0.27;-0.2;-0.59;-0.21
g3760;0.15;0.33;-0.49;0.07;g3760;0.07;-0.14;-0.05;0.33;g3760;0.19;-0.25;0.12;-0.22;g3760;0.18;-0.25;-0.1;-0.14;g3760;-0.27;-0.43;0.36;0.07;g3760;0.08;0.29;-0.23;0.09;g3760;-0.06;-0.02;0.14;-0.04
g3761;0.58;-1.33;0.77;0.58;g3761;0.85;-1.09;-0.42;0.3;g3761;0.5;-0.51;-0.6;0.16;g3761;-0.1;-0.66;-0.92;-1.17;g3761;-0.11;-0.84;-0.81;-0.57;g3761;-0.06;-1.15;-0.07;0.18;g3761;0.5;-0.79;-0.31;-0.65
g3787;-0.34;0.41;-0.04;-0.04;g3787;-0.15;0.31;0.02;0;g3787;-0.02;0.16;-0.31;0.24;g3787;0.19;0.23;-0.19;-0.29;g3787;0.33;0.2;0.06;0.04;g3787;-0.07;0;0.53;0.18;g3787;0.35;-0.29;-0.54;-0.12
g3803;0.18;-0.02;0.28;0.24;g3803;0.01;-0.23;-0.42;0.12;g3803;0.18;-0.15;-0.28;-0.1;g3803;-0.2;-0.03;0.04;-0.36;g3803;-0.26;-0.43;0.51;-0.09;g3803;-0.01;0.16;-0.11;0.07;g3803;0.11;0.17;0.35;-0.09
g3810;-0.15;0.14;0.13;1.32;g3810;-0.21;-0.21;-0.32;-0.45;g3810;0;0.04;-0.38;-0.45;g3810;-0.04;0.03;0;0.06;g3810;-0.06;0.34;0.14;0.13;g3810;0.1;-0.82;0.15;0.17;g3810;-0.09;-0.33;-0.07;0.18
g3816;0;0.45;1.09;-0.2;g3816;-0.18;0.25;0.2;0.05;g3816;0.08;0.13;-0.22;0.25;g3816;-0.14;-0.21;-0.39;0.46;g3816;0.19;-0.29;0.29;0.15;g3816;-0.01;-0.11;0.13;0.29;g3816;-0.08;0.37;-0.11;-0.29
g3834;0;0.73;0.11;-0.33;g3834;0.11;0.48;1.08;-0.12;g3834;0.03;-0.03;0.36;0.21;g3834;-0.25;-0.2;-0.33;0.3;g3834;-0.1;0.04;-0.19;0.49;g3834;-0.16;-0.66;-0.57;0.15;g3834;0.27;0.09;0.83;-0.17
g3885;-0.83;-0.43;0.03;-0.52;g3885;-0.55;-0.16;0;-0.41;g3885;-0.5;0.33;0.09;-0.41;g3885;0.08;0.48;0.01;0.37;g3885;0.15;0.09;-0.4;0.36;g3885;0.25;0.5;0.01;0.39;g3885;-0.06;-0.2;-0.02;0.25
g3891;0.06;-0.56;-0.03;-0.16;g3891;0.25;-0.45;0.37;-0.32;g3891;0.06;-0.43;0.36;-0.5;g3891;-0.26;-0.32;-0.05;-0.12;g3891;-0.16;-0.14;-0.21;0.18;g3891;-0.07;0.19;0.51;0.27;g3891;-0.05;-0.2;-1.35;-0.24
g3896;0.04;0.77;-0.65;-0.26;g3896;-0.45;0.39;0;0.03;g3896;-0.11;0.15;-0.16;0.38;g3896;-0.15;0.16;0.45;-0.02;g3896;-0.13;0.03;0.34;0.27;g3896;0.11;-0.24;0.18;-0.09;g3896;0.3;0;0.37;-0.35
g3899;-0.05;0.37;0.53;-0.05;g3899;0;0.38;0.04;0.13;g3899;0;0.05;-0.32;0.13;g3899;-0.16;-0.08;-0.55;-0.13;g3899;-0.05;-0.08;-0.25;-0.24;g3899;0.07;-0.3;0.15;-0.13;g3899;0.28;-0.17;0.2;0.04
g3908;-0.18;-0.01;0.16;0.19;g3908;-0.01;-0.11;0.56;-0.35;g3908;0;-0.2;0.2;0.02;g3908;-0.26;0.49;0.01;-0.37;g3908;-0.22;0.24;0.12;0.28;g3908;0.02;0.28;-0.04;0.34;g3908;-0.01;0.25;-0.02;-0.5
g3979;0.07;-0.32;-0.69;-0.12;g3979;0.07;-0.31;0.21;-0.07;g3979;-0.08;0.22;0.26;-0.66;g3979;-0.02;-0.09;-0.12;-0.44;g3979;0.13;-0.14;-0.43;0.09;g3979;-0.24;-0.28;0.02;-0.27;g3979;-0.12;-0.19;-0.01;0.03
g3988;-0.73;1.08;0.33;-0.43;g3988;-0.36;0.68;0.08;-0.39;g3988;-0.38;0.61;-0.04;0.16;g3988;-0.14;0.38;-0.11;0.5;g3988;0.36;0.25;0.28;0.63;g3988;0.18;-0.7;-0.12;0.47;g3988;0.06;-0.56;0.13;-0.19
g3989;-0.29;-0.09;-0.12;-0.18;g3989;-0.02;0.47;0.13;0.02;g3989;-0.11;0.67;0.3;-0.18;g3989;-0.17;0.45;0.72;-0.2;g3989;0;0.32;0.68;-0.06;g3989;-0.06;-0.24;-0.21;0.4;g3989;-0.15;-0.67;-0.08;-0.07
g4001;0;0.13;0.21;-0.01;g4001;0.06;0.26;-0.3;-0.04;g4001;0.1;0.01;-0.18;-0.19;g4001;-0.34;0.15;-0.42;0.03;g4001;-0.08;0.25;0.16;-0.08;g4001;0.27;-0.09;0.25;-0.11;g4001;0.15;-0.3;-0.14;0.04
g4008;0.24;-0.08;-0.58;-0.11;g4008;0.29;0.16;-0.39;-0.15;g4008;0.03;0.19;-0.12;0.36;g4008;-0.2;0.34;0.24;0.01;g4008;-0.06;0.06;0.49;-0.01;g4008;-0.12;-0.92;-0.36;0.05;g4008;-0.2;-0.28;0.19;-0.15
g4068;0.28;-0.17;0.96;-0.42;g4068;0.02;-0.32;0.33;0;g4068;-0.04;0.27;-0.13;0.08;g4068;-0.17;-0.27;-0.88;-0.11;g4068;-0.41;-0.23;-0.21;0.12;g4068;0.17;0.21;0.04;0.15;g4068;-0.05;0.21;0.23;0.04
g4115;0;-0.17;0.07;0.09;g4115;0;-0.38;0.11;-0.14;g4115;0.07;-0.09;0.58;0.11;g4115;-0.04;-0.05;-0.02;-0.34;g4115;0.23;0.32;-0.59;0.2;g4115;-0.07;0.22;0.72;0.47;g4115;-0.21;-0.41;-0.39;0.11
g4324;0;-0.4;-0.84;0;g4324;0;-0.33;-0.03;0;g4324;0;0.07;0.04;0;g4324;0;0.11;-0.32;0;g4324;0;0.11;-0.58;0;g4324;0;-0.11;0.6;0;g4324;0;-0.11;-0.2;0
g4339;0;-0.08;-0.42;0;g4339;0;-0.1;0.36;0;g4339;0;0.93;-0.09;0;g4339;0;0.11;-0.45;0;g4339;0;0.09;-0.13;0;g4339;0;-0.11;-0.38;0;g4339;0;0.01;0.12;0
g4500;0.3;-0.09;-0.76;-0.17;g4500;0.21;0.53;-0.24;-0.03;g4500;-0.3;-0.34;0.3;-0.62;g4500;0.14;-0.4;-0.41;-0.54;g4500;-0.12;0.04;-0.63;0.03;g4500;-0.01;0.52;0.29;0.05;g4500;0.17;-0.03;0.28;-0.03
g4524;0;0.34;0.61;-0.42;g4524;0;-0.1;0.71;0.34;g4524;0.3;0;0.4;-0.03;g4524;0.47;0;-0.04;0.33;g4524;0.1;0;-0.52;0.04;g4524;-0.07;-0.13;-0.26;-0.03;g4524;-0.38;-0.13;0.1;0.35
g4528;-0.39;0.7;0.55;-0.02;g4528;-0.99;0.55;-0.15;-0.02;g4528;-0.51;0;-0.04;0.28;g4528;0.24;0;-0.1;0.73;g4528;0.26;0;0.29;0.19;g4528;0.28;-0.15;-0.07;-0.22;g4528;0.11;-0.22;-0.21;0.18
g4550;0;-0.51;0.19;0;g4550;-0.07;0.08;-0.4;0.47;g4550;0;-0.27;0.16;-0.21;g4550;0.15;-0.07;0.08;-0.27;g4550;-0.21;-0.47;-0.1;0.19;g4550;0.16;0.51;0.29;-0.01;g4550;-0.17;0.28;0.08;0.16
g4581;-0.38;-0.91;0.54;0.4;g4581;0.03;-1.1;-0.44;0.32;g4581;0.24;-1;-0.28;0.32;g4581;0.19;-0.82;-0.32;-0.55;g4581;0.29;-0.66;0.09;-0.51;g4581;0.25;-1;-0.41;-0.09;g4581;0.1;-1;-0.16;-0.03
g4624;0.65;0;0.45;0.16;g4624;-0.04;0;-0.35;0.12;g4624;-0.04;0;0.35;0.83;g4624;-0.36;0;-0.02;0.3;g4624;-0.2;0;-0.94;-0.12;g4624;-0.38;0;0.38;-0.2;g4624;-0.35;0;0.02;-0.08
g4684;-0.04;0;0.14;-0.46;g4684;0.19;0;0.18;-0.38;g4684;0.3;0;0.12;-0.3;g4684;0.8;0;-0.06;-0.1;g4684;0.4;0;-0.16;0.49;g4684;-0.11;0;-0.41;0.31;g4684;-0.87;0;-0.22;-0.04
g4719;0.09;-0.26;-0.03;-0.06;g4719;0.16;-0.45;-0.39;-0.39;g4719;0.2;-0.42;-0.49;-0.14;g4719;0.24;-0.03;-0.34;-0.17;g4719;-0.01;0.07;-0.17;0.21;g4719;-0.02;-0.61;0.02;0.14;g4719;-0.21;-0.25;0.3;0
g4722;0.01;-0.09;-0.34;-0.12;g4722;0.15;-0.24;-0.68;0.13;g4722;0.34;0.57;-0.12;-0.03;g4722;-0.07;0.14;-0.21;-0.18;g4722;-0.14;-0.4;-0.07;-0.18;g4722;-0.01;1.23;0.22;0;g4722;0.16;-0.2;0.22;-0.26
g4834;-0.54;-0.58;-0.01;-0.3;g4834;0.16;-0.31;-0.63;-0.22;g4834;-0.02;-0.11;-0.65;-0.02;g4834;-0.54;0.14;-0.02;-0.18;g4834;0.14;0.11;0.23;0.04;g4834;0.09;-0.74;0.05;0.08;g4834;-0.05;-0.3;0.1;0.2
g4874;-0.24;0.11;-0.35;-0.25;g4874;-0.05;0.37;-0.33;-0.27;g4874;0.01;0.4;-0.02;0.26;g4874;0.01;0.31;0.03;0.17;g4874;0.09;-0.65;0.1;0.23;g4874;-0.04;-0.92;0.09;0.27;g4874;-0.3;-0.29;0.06;0.14
g4898;-0.17;-0.43;0.5;-0.6;g4898;0.17;-0.64;-0.52;-0.5;g4898;0.03;0.24;-0.71;-0.17;g4898;-0.21;-0.12;-0.23;0.01;g4898;-0.07;0.3;-0.37;0.25;g4898;0.07;-0.29;-0.09;0.25;g4898;-0.07;0.58;0.41;0.27
g4927;-0.23;0;-0.38;0.2;g4927;-0.02;0;-0.52;-0.01;g4927;0.17;0;-0.1;-0.34;g4927;-0.2;0;-0.25;-0.09;g4927;-0.22;0;-0.05;0.14;g4927;0.07;0;0.11;0.09;g4927;0.01;0;-0.05;0.05
g5020;-0.45;-0.7;-0.23;0.7;g5020;-0.19;-0.47;-0.31;-0.61;g5020;-0.5;0.2;-0.13;-0.65;g5020;-0.19;0.48;-0.07;-0.12;g5020;-0.01;0.29;0.05;0.24;g5020;0.11;0.34;0.13;0.41;g5020;-0.02;0.16;0.2;-0.1
g5022;-0.04;1.01;0.54;-0.17;g5022;0.6;0.93;1.42;-0.14;g5022;0.51;0.18;0.78;-0.01;g5022;-0.01;-0.25;-0.67;0.56;g5022;-0.29;-0.05;0;0.14;g5022;-0.37;-0.3;-0.17;0.05;g5022;0.18;0;0.73;0.09
g5049;-0.14;0;-0.18;0.16;g5049;0.5;0;-0.13;0.08;g5049;0.37;0;-0.14;0.05;g5049;-0.18;0;-0.53;-0.25;g5049;-0.13;0;-0.32;-0.16;g5049;-0.13;0;-0.11;-0.18;g5049;0.04;0;0.43;-0.04
g5051;-0.49;0;0;-0.25;g5051;0.56;0;0;-0.13;g5051;0.14;0;0;-0.31;g5051;-0.08;0;0;-0.31;g5051;-0.3;0;0;0.07;g5051;0.14;0;0;0.28;g5051;0.01;0;0;-0.18
g5055;-0.43;1.03;0.38;-0.24;g5055;-0.28;0.6;0.01;-0.09;g5055;-0.22;0.22;-0.13;0.52;g5055;0.2;0.21;-0.06;0.24;g5055;0.25;0.19;0.27;0.24;g5055;0.51;-0.27;0.14;-0.09;g5055;0;-0.68;-0.24;-0.04
g5089;0.32;-0.37;0.51;0;g5089;0.05;-0.41;0.04;-0.32;g5089;0.37;-0.31;-0.31;-0.16;g5089;-0.05;-0.22;-0.33;-0.49;g5089;-0.17;0.09;-0.37;-0.01;g5089;0.17;0;-0.32;0.35;g5089;-0.08;-0.23;0.16;-0.2
g5141;0;0;-1.15;-0.47;g5141;-0.94;0;-0.77;-0.54;g5141;-0.61;0;0.02;-1.04;g5141;0.9;0;0.3;0.1;g5141;0.38;0;0.08;0.8;g5141;0.04;0;-0.1;0.34;g5141;-0.52;0;0.06;0.28
g5152;0.13;-0.3;-0.76;-0.39;g5152;-0.42;-0.05;-2.13;0.15;g5152;0.09;0.08;-1.32;-0.15;g5152;0;0.24;0.26;-0.11;g5152;0.26;0.21;-0.81;0.11;g5152;0.13;-0.8;0.39;-0.15;g5152;-0.52;-0.26;0.71;0.49
g5173;-0.18;0.02;-1.4;-0.02;g5173;-0.07;-0.01;-0.91;-0.02;g5173;-0.2;-0.24;0.32;-0.11;g5173;0.51;-0.16;0.03;-0.36;g5173;0.02;-0.12;0.35;-0.04;g5173;0.09;0.02;0.55;-0.07;g5173;-0.2;-0.07;0.26;-0.23
g5182;0.12;0.34;-0.32;-0.18;g5182;0.4;0.26;-0.08;-0.14;g5182;0.13;-0.4;0.12;0.02;g5182;0.07;-0.41;0.02;-0.2;g5182;0;-0.22;-0.33;0.11;g5182;0.09;-0.16;0.02;0;g5182;0.31;-0.08;0.26;-0.24
g5221;-0.54;0.59;0.36;-0.32;g5221;-0.03;0.22;0.02;-0.07;g5221;0.22;-0.25;-0.36;0.6;g5221;0;-0.51;-0.15;0.31;g5221;0.05;0.16;0.13;0;g5221;0.16;-0.29;0.04;-0.1;g5221;0.24;-0.06;0.23;-0.12
g5257;0.07;-0.95;-0.1;-0.09;g5257;0.43;-0.63;-0.93;-0.18;g5257;-0.03;-0.06;-0.29;-0.53;g5257;-0.3;0.21;-0.65;-0.51;g5257;-0.41;-0.04;-0.17;0.02;g5257;0.07;1.27;0.12;0.31;g5257;0.04;0.12;0.59;-0.09
g5452;-0.15;-0.34;-0.48;0.16;g5452;0.18;-0.14;-0.77;-0.31;g5452;0.02;-0.07;-0.66;-0.01;g5452;-0.21;0.15;-0.09;-0.23;g5452;-0.06;0.2;0.01;0.04;g5452;0.17;-0.42;0.38;0.08;g5452;0.14;-0.47;0.26;-0.26
g5487;0.09;-0.28;-0.07;0.21;g5487;-0.03;-0.39;0.23;0.2;g5487;0.34;-0.22;-0.18;0.25;g5487;0.34;0.06;0.14;0.37;g5487;-0.27;0.31;0.32;0.27;g5487;-0.13;0.78;0.19;-0.13;g5487;-0.23;0.2;-0.01;-0.03
g5581;0;-0.59;0;-0.28;g5581;-0.19;-0.47;-0.39;0.03;g5581;0.19;-0.18;-0.58;-0.32;g5581;0.12;-0.06;-0.14;0.02;g5581;0.28;-0.09;-0.08;0.09;g5581;0.29;0.44;-0.05;0.02;g5581;-0.54;-0.02;0.23;0.14
g5842;0.24;0.14;0.53;-0.07;g5842;0.5;0.04;0.45;-0.21;g5842;0;-0.06;-0.42;-0.25;g5842;0.11;-0.06;0.06;0.29;g5842;-0.08;-0.22;-0.5;0.01;g5842;-0.15;0.2;-0.34;-0.09;g5842;-0.08;0.38;0.37;0.05
g5921;-0.31;0.51;0.25;-0.14;g5921;-0.67;0.16;0.74;-0.26;g5921;-0.29;-0.09;0.18;0.32;g5921;-0.2;-0.05;0.24;0.36;g5921;-0.14;0.03;-0.02;0.32;g5921;-0.01;-0.35;-0.37;0.02;g5921;0.07;-0.3;-0.1;-0.09
g5928;-0.12;0.58;-0.49;-0.02;g5928;-0.46;0.43;0.16;-0.05;g5928;0;0.11;-0.17;0.21;g5928;0.04;0.18;-0.39;0.16;g5928;0.09;0.15;-0.22;0.16;g5928;0.29;-0.17;-0.13;-0.02;g5928;0;-0.13;0.2;0.21
g5947;0.19;0.22;0.5;-0.19;g5947;0.42;0.03;0.59;-0.21;g5947;0.06;0.03;0.37;0.25;g5947;0.15;-0.1;0.08;-0.1;g5947;-0.1;-0.12;0.23;-0.23;g5947;-0.15;0;-0.28;0.51;g5947;-0.34;0;-0.28;0.24
g6098;-0.25;0.62;0.32;-0.36;g6098;0.32;0.35;0.06;-0.13;g6098;0.32;0.26;-0.34;-0.09;g6098;0;0.29;0.1;0.36;g6098;0.03;0.3;-0.21;0.19;g6098;-0.06;-1.24;0.09;0.17;g6098;-0.16;-0.46;0.38;0.09




;c0;c0;c0;c0;c0;c0;c0;;c1;c1;c1;c1;c1;c1;c1;;c2;c2;c2;c2;c2;c2;c2;;c3;c3;c3;c3;c3;c3;c3;;
;t1;t2;t3;t5;t7;t8;t10;;t1;t2;t3;t5;t7;t8;t10;;t1;t2;t3;t5;t7;t8;t10;;t1;t2;t3;t5;t7;t8;t10;;
g18;-0.29;-0.07;-0.22;-0.07;0.2;0.11;-0.33;g18;-0.42;-0.28;-0.15;-0.12;0;0.13;-0.07;g18;-0.18;0.46;0.1;-0.75;-0.01;-0.32;-0.18;g18;0.02;-0.36;-0.11;-0.2;0.29;-0.34;0.23
g61;-0.16;0.09;-0.1;-0.37;0;0.05;-0.23;g61;0.41;0.43;0.22;0.2;0.21;-0.34;0.11;g61;0.09;0.09;-0.17;-0.17;-0.43;0.04;-0.11;g61;-0.37;-0.18;-0.09;-0.16;-0.09;0.46;0.02
g160;0.58;0.17;0.01;-0.23;-0.58;0.12;0.38;g160;0;0;0;0;0;0;0;g160;1.61;0.85;-0.11;0.07;-0.14;-0.11;-0.33;g160;0.37;0.38;0.44;-0.6;-0.22;-0.02;-0.43
g263;-0.4;0.16;-0.22;-0.08;0.22;-0.05;-0.12;g263;0;0;0;0;0;0;0;g263;-1.09;-0.23;-0.49;-0.48;-0.12;-0.24;0.34;g263;-0.4;-0.25;-0.51;-0.25;0.2;0.69;-0.29
g349;-0.14;0.01;0;-0.06;0.19;-0.21;-0.26;g349;0;0;0;0;0;0;0;g349;-0.07;0.04;-0.34;-0.09;0.1;0.06;-0.17;g349;0.06;0.14;0.12;-0.12;-0.26;-0.22;-0.03
g409;-0.2;0.22;-0.4;-0.07;0.29;-0.13;-0.09;g409;-0.4;-0.04;-0.26;-0.26;-0.69;0.24;0.16;g409;0.64;0.01;-0.38;0.04;0.04;0.12;-0.34;g409;-0.07;0.03;-0.27;-0.47;0.25;0.46;0.03
g475;-0.46;-0.29;-0.48;-0.42;0.18;-0.05;0.39;g475;0.4;0.3;-0.2;-0.33;-0.33;-0.04;0.06;g475;-1;-0.34;-0.32;-0.55;-0.29;-0.12;0.38;g475;-0.15;0.13;0.32;-0.1;-0.11;-0.17;0.04
g509;-0.12;0.31;0.16;-0.06;-0.05;-0.02;-0.06;g509;0.13;0;0;0;0;0;0;g509;0.14;0.73;0.3;-0.12;-0.22;-0.25;0.24;g509;1.06;-0.1;0.27;0.13;-0.12;-0.19;-0.13
g525;0.13;-0.02;-0.25;-0.02;0.1;0.09;-0.13;g525;0.31;-0.03;-0.03;0.09;0.02;0.37;0.39;g525;0.63;0.24;0.48;1.5;-0.52;-0.42;-0.52;g525;0.37;-0.1;-0.09;0.09;-0.12;-0.03;-0.2
g625;1.01;0.93;0.07;-0.42;-0.34;-0.37;-0.46;g625;0.52;-0.21;0.59;-0.37;-0.59;0.1;0.17;g625;-0.14;-0.25;-0.31;-0.21;0.04;-0.09;0.39;g625;-0.23;-0.14;-0.25;0.02;0.05;-0.05;0.02
g733;0.51;-0.05;0.12;0.18;0.03;0.03;0.05;g733;0;0;0;0;0;0;0;g733;-0.44;0.51;0.2;-0.22;-0.16;-0.16;0.15;g733;0.08;0.05;-0.44;0.1;-0.08;-0.18;0.14
g802;0.39;-0.01;0.12;0.3;-0.03;0.04;-0.03;g802;-0.29;-0.31;-0.11;-0.47;-0.34;0.2;0.22;g802;-0.16;0.34;0.27;0.05;-0.33;-0.26;-0.14;g802;0.11;1.23;-0.36;-0.27;0.05;-0.04;0.19
g806;-0.55;-0.1;0.04;-0.15;0.43;-0.15;0.33;g806;0.03;0.75;0.12;-0.14;-0.24;-0.05;0.19;g806;-0.68;-0.28;-0.11;0.26;0.24;0.1;0.13;g806;-0.12;-0.04;0.12;-0.04;-0.07;0.06;-0.05
g839;0.33;0.18;0.25;0;0.14;0.13;0.08;g839;-0.04;0.05;-0.24;-0.5;0.23;-0.22;-0.17;g839;-0.21;0.04;-0.21;0.12;-0.11;0.01;0;g839;0.25;-0.12;-0.34;-0.24;-0.18;0.03;0.01
g976;0;0.17;-0.28;-0.55;0;0.4;0.38;g976;0.22;-0.12;-0.12;0.17;0.35;-0.25;0.55;g976;-0.99;1.71;0.42;-0.71;-1.24;-1.55;2.16;g976;-0.18;0.09;0;0;0.01;-0.18;-0.14
g983;0.42;0.4;-0.17;-0.17;-0.07;-0.3;0.19;g983;-0.23;-0.26;1.52;-0.71;0.66;-0.32;0.73;g983;-0.91;-0.7;0.04;0.19;0.23;0.1;0.03;g983;-0.11;-0.16;-0.11;-0.26;0.01;-0.07;-0.3
g1014;0;0.1;-0.06;-0.33;-0.04;0.04;-0.1;g1014;0.19;-0.36;-0.09;-0.48;-0.69;0.11;0.21;g1014;0.44;0.38;0.19;0.18;0.05;-0.18;-0.18;g1014;-0.13;-0.18;0.03;-0.02;-0.06;0.23;-0.18
g1086;0.4;-0.33;-0.72;0.25;0.37;0.29;-0.11;g1086;-0.99;-0.72;-0.13;0.5;0.19;0.28;-0.26;g1086;-1.05;-0.94;0.05;0.57;0.48;0.42;-0.06;g1086;-0.19;0.08;0.2;0.29;0.13;0.04;0.02
g1091;-0.42;-0.08;0.31;0.31;0.04;0.06;0.32;g1091;-0.36;0.06;0.37;0.08;0.08;-0.36;-0.06;g1091;-0.1;0.44;0.28;-0.03;-0.39;-0.05;-0.05;g1091;-0.25;-0.48;-0.57;0.28;0.41;0.21;0.52
g1149;-0.49;0;-0.13;-0.15;0.15;0.2;-0.06;g1149;0.64;0.61;-0.01;0.24;0.33;-0.65;-0.53;g1149;-0.12;-0.12;0;0.04;0.2;-0.08;-0.03;g1149;-0.29;0.02;-0.17;0.16;-0.02;0.09;-0.02
g1174;0;0.17;-0.21;-0.29;-0.09;0.35;0.15;g1174;0.3;0.27;-0.02;0.12;0.13;1.08;-0.91;g1174;-0.25;-0.26;-0.04;-0.17;-0.12;-0.16;0.2;g1174;0.17;-0.14;-0.12;-0.38;-0.18;0.03;-0.02
g1190;0.05;-0.17;0.18;-0.11;-0.23;0.33;0.54;g1190;0.37;0.12;-0.43;-0.45;0.02;0.23;-0.05;g1190;0.25;-0.05;0.03;-0.06;0.12;0.12;0.04;g1190;-0.06;-0.25;-0.01;-0.21;0.3;0.16;-0.25
