;t0;t0;t0;t0;t0;t0;;t1;t1;t1;t1;t1;t1;;t2;t2;t2;t2;t2;t2;;t3;t3;t3;t3;t3;t3;;
;c0;c1;c2;c5;c7;c9;;c0;c1;c2;c5;c7;c9;;c0;c1;c2;c5;c7;c9;;c0;c1;c2;c5;c7;c9;;
g264;19341.21;25086.31;35846.48;40421.81;9140.7;19560.86;g264;41326.54;14844.81;45147.91;26693.18;40916.17;43139.42;g264;42647.16;6234.17;9670.31;29828.76;7490.67;4502.01;g264;9047.19;5531.88;9084.77;3524.02;41781.18;28531.84
g268;41244.12;37556.2;28011.13;2175.61;18583.49;22902.83;g268;26178.35;48147.05;32240.86;50000;42301.14;21606.11;g268;11295.79;10681.04;48816.21;48816.21;48816.21;39147.79;g268;49673.74;12144.89;48996.3;48996.3;48996.3;24035.62
g269;28485.05;12842.62;47695.2;38784.69;28591.67;38732.1;g269;36623.4;317.99;36623.4;38260.5;33831.6;27716.58;g269;7999.32;355.33;8182.86;32371.28;8975.35;8349.63;g269;50000;1591.21;32930.97;39226.99;30218.73;17653.1
g270;15089.92;16599.34;31874.42;0;3619.77;1578.55;g270;15089.92;16599.34;12950.13;43646.02;3619.77;7354.15;g270;15089.92;16599.34;33493.75;32526.27;3619.77;45364.6;g270;3832.72;4510.18;42486.02;17990.18;11479.82;46612.17
g273;15628;22081.67;3074.37;5573.12;43022.4;35626.93;g273;29740.06;22081.67;3074.37;44627.44;28926.76;29159.1;g273;31266.2;22081.67;3074.37;42820.54;23755.21;47004.94;g273;8965.49;48070.33;13043.6;20429.68;5242.9;5102.98
g274;25624.28;19643.34;19643.34;19643.34;16428.16;23094.69;g274;43783.93;27449;27086.62;13536.38;5664.27;10694.08;g274;40707.1;32160.26;4578.31;36496.15;13776.03;43344.63;g274;1569.51;19643.34;19643.34;19643.34;4549.05;37867.38
g281;28132.33;47059.98;47059.98;7117.38;47059.98;35953.84;g281;2700.17;40852.61;38172.46;32968.4;41765.45;41765.45;g281;30002.15;44168.29;17828.41;50000;39458.79;23375.01;g281;36681.65;17756.78;1553.79;7648.58;16419.75;16419.75
g285;1868.86;0;38743.03;23079.68;24735.94;173.6;g285;26590.97;28714.8;5097.85;11973.17;9343.74;9343.74;g285;21551.27;19005.86;25996.87;9958.42;40083.19;40083.19;g285;36919.85;40492.89;37666.95;7775.35;20453.04;20453.04
g286;35594.54;22670.16;35594.54;16154.9;36055.23;35594.54;g286;27518.58;31394.2;26364.75;11523.13;37362.01;17486.36;g286;37055.29;24824.76;25702.39;11523.13;45513.06;2067.64;g286;35594.54;47762.63;35594.54;17295.18;16093.33;35594.54
g287;11710.48;27394.27;25050.13;28083.29;10040.94;1938.23;g287;20107.48;29302.37;46665.84;33218.95;44949.68;6120.27;g287;44160.84;47595.03;7971.22;21553.06;38830.89;9795.09;g287;19725.71;21671.38;20428.95;43008.45;12005.39;42342.62
g288;47792.07;50000;34957.91;43571.38;31713.58;0;g288;34969.82;23265.82;36116.16;20853.34;29221.43;50000;g288;5193.76;26168.74;26168.74;24435.67;28592.39;50000;g288;3523.8;18338.22;44348.63;26219.58;5963.72;45652.78
g293;50000;37337.86;4769.1;50000;11750.14;6679.2;g293;48219.33;30500.24;11377.86;43705.66;13843.13;32218.73;g293;13534.98;38394.54;2030.45;32199.87;40545.51;27613.17;g293;6804.99;0;37037.45;5933.73;21580.68;34357.18
g294;35758.26;14255.99;980.36;44644.84;30938.24;20703.87;g294;35758.26;14255.99;29984.38;25287.72;30938.24;40118.52;g294;35758.26;14255.99;45969.39;3277.24;30938.24;43654.29;g294;49061.78;20991.41;46367.99;18011.94;3677.3;42344.83
g295;17564.71;38155.5;1499.17;30925.38;1499.17;34423.13;g295;43987.13;41556.85;33075.8;34725.82;20820.53;49358.9;g295;11826.15;18783.48;12773.99;6092.84;1499.17;43487.16;g295;10949.79;13424.3;3980.08;21291.87;46867.88;0
g297;35594.54;23298.41;35594.54;0;44879.98;35594.54;g297;20846.3;39969.22;19061.74;39969.22;39969.22;12975.69;g297;3375.97;28052.99;14882.59;28052.99;28052.99;4719.27;g297;35594.54;48207.4;35594.54;7230.88;47858.18;35594.54
g298;48091.23;4094.32;41476.4;22001.02;38005.13;15842.63;g298;30847.44;31394.2;8875.31;11523.13;21329.93;38260.92;g298;40765.06;31394.2;23711.36;11110.58;1468.56;10470.03;g298;17647.91;50000;36515.1;47560.79;34466.44;16488.51
g300;48283.88;13438.74;23460.72;49410.97;42062.78;16638.37;g300;11584.23;42306.9;2260.81;22905.85;36468.27;37597.4;g300;48283.88;11311;27578.27;49410.97;45886.06;16638.37;g300;821.79;4103.1;2966.68;24998.33;32875.68;32534.75
g303;26911.14;15190.16;11947.69;37895.12;30520.01;12235.51;g303;34867.8;38967.23;32982.04;47642.93;26179.57;11627.89;g303;35827.69;15692.18;16126.78;16126.78;16126.78;31732.01;g303;35259.51;31229.62;42632.71;42632.71;42984.37;0
g304;35789.56;1076.42;11931.2;38872.75;35779.95;30716.89;g304;31763.31;32515.91;4615.84;30347.42;8823.55;18991.7;g304;0;162.77;39898.38;27139.36;27035.55;10766.35;g304;4882.93;32399.31;24774.7;4834.24;31183.01;18814.88
g309;30278.38;13716.68;3894.83;17178.61;8696.37;12105.85;g309;41780.42;29141.96;24990.29;11564.54;21846.8;17078.88;g309;41195.86;36389.63;16224.52;49435.78;16224.52;2372.32;g309;20759.93;46185.56;47810.43;47810.43;47810.43;47152.13
g310;20424.54;0;10474.97;201.68;30048.31;0;g310;30832.84;21592.41;9270.04;28786.8;16971.64;41018.73;g310;408.94;37626.65;15437.14;15437.14;46653.55;15437.14;g310;0;34863.77;35509.05;28786.8;33356.36;41018.73
g312;1092.64;33487.14;30847.71;23509.42;21097.27;39839.37;g312;30979.7;26109.1;47687.09;48844.08;48844.08;48844.08;g312;13740.81;3983.01;49003.92;16869.22;0;32215.64;g312;42270.19;12746.15;41538.42;33699.54;17901.65;29948.57
g313;22142.18;18952.77;34390.8;33970.61;18697.51;47570.41;g313;39054.8;18994.43;39003.29;49491.4;6548.84;47580.04;g313;8182.86;26899.53;8182.86;25958.15;46525.92;6530.28;g313;45078.68;6141.87;36196.89;32302.38;4289.57;36561.39
g316;4993.63;37410.09;14880.8;48954.83;26326.15;28784.29;g316;4993.63;37410.09;17017.49;17017.49;26326.15;0;g316;4993.63;37410.09;17017.49;17017.49;26326.15;25260.55;g316;50000;31869.8;46785.02;40790.34;48187.14;50000
g321;33844.74;38015.55;49525.74;25881.07;38519.48;46395.72;g321;12205.86;34566.6;17017.49;17017.49;12205.86;12205.86;g321;28747.55;22345.16;17017.49;17017.49;19664.52;47706.35;g321;17722.79;30133.54;39844.39;35419.03;17722.79;17722.79
g322;35789.56;34715.09;22832.07;38872.75;35779.95;8459.71;g322;41107.06;41107.06;41107.06;41107.06;36244.52;35148;g322;294.46;294.46;294.46;294.46;18253.49;22470.58;g322;44676.58;27895.92;15545.18;11461.11;36466.48;7233.63
g333;35203.73;45940.93;32002.18;21670.94;16181.72;49694.65;g333;15205.89;6711;31805.22;31805.22;49760.47;31805.22;g333;0;12322.37;31805.22;31805.22;45893.25;31805.22;g333;33541.05;5018.61;33766.8;12631.06;5071.78;14888.65
g335;7508.21;10130.62;10130.62;37339.4;17892.2;7469.32;g335;47562.69;8966.42;41352.03;33857.71;29068.43;37180.41;g335;0;27508.66;13233.98;25420.14;32.7;0;g335;14855.4;28323.71;10116.02;17314.2;30558.51;40514.37
g336;38465.31;37668.13;37668.13;1175.56;37668.13;46674.86;g336;17234.94;47444.89;18042.93;16550.97;40746.62;11301.04;g336;6707.93;29265.34;3332.96;5416.64;16187.93;4671.63;g336;12760.98;40686.84;6383.42;9480.78;20576.23;13893.6
g337;13218.17;30325.25;15828.16;20857.64;8458.07;19261.48;g337;7509.37;39068.15;29175.3;24043.62;26494.05;4211.3;g337;16861.26;22113.51;15828.16;2656.12;29768.33;17955.29;g337;37085.55;47396.28;15828.16;20857.64;19151.14;15163.86
g338;7230.62;1070.76;25995;7230.62;33700.25;44121.55;g338;21826.35;40248.7;40248.7;15004.57;40248.7;40248.7;g338;32622.43;40248.7;40248.7;50000;40248.7;40248.7;g338;9548.09;40248.7;40248.7;7230.62;40248.7;40248.7
g339;48639.91;8500.98;37674.82;46416.63;48660.89;42661.29;g339;29288.8;5985.87;3765.99;37931.59;10889.48;33226.41;g339;32452.37;22506.8;9810.15;13162.78;40279.72;38697.15;g339;9921.72;38817.7;24965.04;24063.44;13614.62;49083.92
g341;22808.77;7625.13;3811.08;18974.8;21029.54;20668.18;g341;12556.82;27219.36;11931.44;6485.2;23345.09;27219.36;g341;35080.17;25929.18;42395.58;3160.76;8381.19;27219.36;g341;46823.77;24175.02;22108.04;40242.82;0;36816.52
g342;40410.44;22393.17;22393.17;22393.17;15449.79;36746.14;g342;19373.13;18605.16;35318.78;27219.94;15283.65;46986.23;g342;18126.15;12571.67;40804.24;989.18;41432.94;11858.4;g342;16729.7;22393.17;22393.17;22393.17;2129.88;31284.86
g344;12608.93;26258.31;36567.56;27761.05;27761.05;33223.65;g344;20572.66;26217.56;30326.33;36207.56;36207.56;35763.53;g344;7707.02;44762.18;40641.66;2382.21;2382.21;46348.06;g344;23780.21;21064.48;2711.43;30720.28;28203.12;47698.87
g347;35789.56;11143.28;46711.39;38872.75;35779.95;15958.24;g347;9800.46;40447.21;4834.06;2265.37;14756.66;44684.73;g347;9488.2;7530.59;4834.06;2265.37;6400.1;9425.6;g347;16428.5;4886.05;4834.06;2265.37;14756.66;15490.76
g348;19520.05;9938.91;8108.18;8699.65;19608.28;36007;g348;13875.12;33666.49;23771.23;7836.46;13809.66;23657.9;g348;13623.21;26234.45;0;25277.89;6288.99;43318.5;g348;19195.09;33666.49;34908.23;0;33269.41;48642.83
g349;27423.68;12522.97;48579.99;38243.62;35630.85;45576.18;g349;12205.86;20473.09;4812.17;17328.6;12205.86;12205.86;g349;15616.53;33154.43;33154.43;33154.43;25376.88;29351.06;g349;17722.79;46924.57;6325.63;30498.45;17722.79;17722.79
g351;39408.21;21201.42;0;10740.38;1366.64;48646.7;g351;27748.43;5411.73;6227.04;28786.8;19134.72;41018.73;g351;48758.12;0;7326.16;713.46;4301.35;10621.7;g351;18349.94;45813.52;47845.37;28786.8;47158.35;41018.73
g352;0;38726.45;2246.52;46488.95;43128.92;27937.18;g352;36623.4;46502.84;36623.4;43938.68;49282;29834.42;g352;8182.86;2283.05;8182.86;26478.9;18035.66;43046.8;g352;42846.86;48094.82;3069.37;38569.24;9628.11;3997.34
g355;45100.13;45100.13;26044.89;25585.85;4012.48;45100.13;g355;43823.93;43823.93;44682.79;16029.21;32763.75;43823.93;g355;26193.85;34341.13;30459.17;17892.49;35220.56;10958.19;g355;27490.22;27490.22;28067.4;21168.84;13699.73;27490.22
g357;1530.65;29727.11;29727.11;29727.11;43840.63;44997.51;g357;15946.18;30855.62;10978.25;22768.65;5838.75;20905.29;g357;920.05;47172.13;35145.84;6791.16;50000;30529.58;g357;27431.9;29727.11;29727.11;29727.11;6551.89;49222.62
g358;30411.68;7560.71;26306.11;940.89;14358.15;40904.52;g358;50000;40036.7;19456.21;34711.85;37916.27;40036.7;g358;32252.56;40036.7;18013.83;35329.28;47739.17;40036.7;g358;46639.66;6450.92;16597.18;3280.15;48709.16;19446.7
g359;50000;50000;17535.35;12347.41;27377.23;43969.08;g359;38650.67;40528.61;50000;38650.67;18544.11;38650.67;g359;38650.67;17036.97;0;38650.67;46238.18;38650.67;g359;38650.67;45227.38;48253.29;38650.67;34153.89;38650.67
g360;38726.53;38757.43;9796.69;0;38757.43;9510.41;g360;14394.75;30863.76;21939.43;39161.37;13337.24;48546.74;g360;50000;47959.73;45764.7;32997.17;26128.94;19610.22;g360;5169.03;19287.43;47109.6;8285.06;27857.05;27247.53
g363;516.99;10130.62;10130.62;42377.33;39303.05;3384.25;g363;13473.84;39006.85;39006.85;48785.3;39006.85;39006.85;g363;26497.19;36605.98;40745.76;28032.27;39006.85;39006.85;g363;34935.24;39006.85;39006.85;17656.05;39006.85;39006.85
g364;47094.76;2921.29;48004.14;18370.69;33046.12;4661.52;g364;1634.62;44373.2;41366.74;28956.6;10472.97;40009.39;g364;5170.37;13857.45;77.25;2829.17;17473.06;40593.24;g364;26535.55;47246.84;26717.19;29159.04;0;12340.31
g365;28746;38304.64;27150.92;14225.98;43788.39;24964.84;g365;48441.36;19389.07;36823.04;48441.36;41598.46;48441.36;g365;48441.36;49758.59;49452.45;48441.36;44512.93;48441.36;g365;48441.36;43093.48;33304.96;48441.36;12146.56;48441.36
g369;19916.22;44633.19;39885.29;14498.6;40357.2;21551.9;g369;37407.97;3170.42;39898.78;25550.41;2433.9;37407.97;g369;11126.05;21595.49;49129.5;21711.23;43550.14;11126.05;g369;8965.49;38011.6;13043.6;18116.64;5242.9;5102.98
g372;35075.71;4009.67;9074.41;50000;14004.95;40238.26;g372;42395.42;5973.38;5973.38;22211.2;5973.38;7856.26;g372;0;49181.7;2581.6;22895.73;43510.2;49556.8;g372;50000;1305.51;20048.59;21454.09;888.97;17086.46
g373;10230.86;22081.67;3074.37;30536.32;465.16;20172.56;g373;33017.46;22081.67;3174.09;30794.89;29600.7;21435.27;g373;41676.38;22081.67;3074.37;0;25444.48;41609.47;g373;11289.06;20910.72;12468.84;48398.88;40829.93;14265.68
g375;18329.17;18329.17;22033.37;10575.39;27408.49;18329.17;g375;47555.45;47555.45;19074.75;6970.19;7213.12;47555.45;g375;3293.22;3646.72;31019.73;31019.73;31019.73;35922.1;g375;33681.91;33681.91;36878.41;36878.41;36878.41;33681.91
g399;48283.88;0;9062.17;49410.97;48544.89;16638.37;g399;16637.76;40217.52;7339.54;26864.6;37045.32;18467.73;g399;48283.88;21311.55;43399.28;49410.97;50000;16638.37;g399;28430.61;44870.56;23009.51;13982.09;28386.95;15832.8
g400;41338.2;47295.1;2474.15;25228.78;7069.93;454.77;g400;36933.98;24508.23;34823.45;44362.6;34513.11;1398.31;g400;8831.28;26168.74;26168.74;0;49390.6;50000;g400;28189.28;24323.41;14020.2;12533.59;16373.11;2766.83
g402;39330.7;28440.14;35458.14;36744.48;26051.19;18230.09;g402;5159.54;34228.08;25507.39;22409.96;15411.91;46317.54;g402;0;20825.88;39994.35;14598.54;14598.54;14598.54;g402;40304;17214.24;38143.53;14598.54;14598.54;14598.54
g411;13793.74;40240.65;7493.14;12031.82;44147.83;36805.79;g411;15739.14;4728.17;19749.41;44405.78;22601.8;46233.37;g411;22506.58;18373.51;19749.41;44405.78;22601.8;14444.12;g411;30850;44395.63;19749.41;44405.78;22601.8;16708.43
g417;35149.05;9803.97;24317.4;17289.36;44160.65;9224.78;g417;36756.14;33666.49;10037.9;1042.71;20035.64;13579.89;g417;36038.99;47100.57;9107.68;9107.68;6829.14;7106.46;g417;48415.58;33666.49;30398.71;30398.71;30398.71;5452.03
g419;8757.51;12830.31;8757.51;5136.38;8757.51;10552.66;g419;40123.7;23748.66;22484.27;26051.68;21102.98;26141.46;g419;26919.65;26168.74;26168.74;4848.12;33877.29;33051.63;g419;8757.51;44346.72;8757.51;50000;8757.51;8455.22
g421;9727.57;17987.76;43889.41;32038.65;22155.83;50000;g421;41107.06;41107.06;41107.06;38961.56;25287.33;50000;g421;294.46;294.46;294.46;294.46;47024.09;13681.81;g421;31848.29;46836.97;0;15984.54;2925.49;450.39
g425;6094.36;39198.88;9500.32;12596.47;34354.64;41108.14;g425;23926.56;9405.37;50000;4683.9;39622.58;45575.97;g425;29711.23;38372.22;38282.16;27299.63;4054.23;43960.94;g425;44834.11;11216.97;46616.26;37451.77;0;5771.07
g426;22451.01;40667.25;47213.04;36294.07;35846.65;32469.7;g426;8006.95;33669.1;49184.84;13229.48;26494.05;38414.84;g426;694.98;39887.63;7959.75;44968.74;27852.72;10300.48;g426;13754.65;24881.19;31288.09;10296.81;33732.76;24366.35
g433;35594.54;44624.68;35594.54;34048.37;5575.73;35594.54;g433;45514.06;41403.92;30625.38;39969.22;39969.22;21874.67;g433;12424.65;28052.99;48350.32;28052.99;29004.1;4522.46;g433;35594.54;31686.64;35594.54;7548.39;1036.54;35594.54
g436;25941.5;8579.75;25941.5;31686.13;25941.5;38936.4;g436;16634.85;4784.52;39677.4;21620.95;0;10422.21;g436;37564.54;40801.68;28010.77;39548.18;3154.38;40801.68;g436;25941.5;31805.22;25941.5;22472.19;25941.5;21062.88
g437;35789.56;9018.46;8871.04;38872.75;35779.95;49981.5;g437;49228.32;18217.65;14326.27;10620.61;19649.12;19649.12;g437;21701.83;6622.16;3950.03;38895.38;303.3;303.3;g437;33958.28;15665.32;48504.01;32746.16;49308.64;49308.64
g439;30018.69;9417.83;30115.68;43540.42;10648.49;30018.69;g439;47638.92;3124.85;26045.73;50000;7168.1;47638.92;g439;40864.11;27580.37;35991.13;3220.92;26459.75;40864.11;g439;8965.49;8320.89;13043.6;23687.64;5242.9;5102.98
g446;35789.56;7793.27;8334.49;38872.75;35779.95;46724.81;g446;35818.61;27726.68;12328.64;42371.83;33909.23;17510.22;g446;35972.25;43759.92;21494.57;43803.01;14361.27;0;g446;28053.53;44097.52;29091.47;50000;27524.05;43758.16
g450;14939.73;4834.47;29116.59;27761.05;27761.05;10347.78;g450;9481.02;4481.16;8175.51;36207.56;36207.56;24494.57;g450;243.69;11597.4;34931.02;2382.21;2382.21;50000;g450;4664.46;28693.01;5394.79;19640.24;39161.69;21738.4
g455;21641.23;37036.19;19862.93;8509.05;21641.23;25501.64;g455;36623.4;45721.47;36623.4;32397.03;2414.8;18448.25;g455;8182.86;47433.03;8182.86;18477.65;1207.11;21324.32;g455;21641.23;27427.59;21641.23;16735.31;21641.23;42353.89
g460;7517.82;19882.88;11729.57;890.15;17963.99;1106.42;g460;45006.43;50000;21939.43;49996.58;43611.73;48546.74;g460;36983.65;44261.23;50000;11727.5;27502.2;41230.32;g460;20333.24;43360.6;47109.6;14889.05;20834.85;27247.53
g463;46585.09;10130.62;10130.62;15700.84;44329.65;29473.28;g463;42963.88;41202.49;0;163.13;29298.91;2886.46;g463;41156.89;14676.64;34497.13;20465.12;50000;31489.41;g463;36771.15;3490.68;19245.77;47876.69;41050.25;24572.98
g482;7230.62;17227.12;32162.76;7230.62;10074.28;43304.37;g482;7272.82;45289.97;4502.03;16122.95;45761.52;50000;g482;32680.24;29019.49;43422.72;7465.64;15639.92;45274.84;g482;7230.62;32720.71;1613.75;7230.62;10157.45;3298.26
g483;32014.13;33933.03;3054.54;46784.23;9452.63;22761.32;g483;37097.48;40422.75;17118.12;37097.48;42160.02;37097.48;g483;37097.48;49977.83;29603.17;37097.48;6625.61;37097.48;g483;37097.48;1145.7;35895.83;37097.48;23081.85;37097.48
g484;9035.25;38698.31;30590.13;9167.13;21190.05;19281.67;g484;45388.68;21831.34;12847.45;21490.01;47617.51;25348.26;g484;50000;26168.74;26168.74;36368.81;34528.26;30489.91;g484;38505.67;32682.7;49007.17;423.93;7896.19;22956.36
g485;24055.48;11975.38;22718.24;19822.84;20299.47;8552.06;g485;3170.45;39969.22;30222.53;39969.22;39969.22;8.19;g485;31607.64;28052.99;0;28052.99;28052.99;12195;g485;32622.19;12624.92;34397.26;1448.35;32765.23;42335.63
g486;19520.05;39507.34;23377.27;28569.83;19608.28;34484.27;g486;9329.69;12206.17;1172.45;18682.2;45288.61;38258.09;g486;13623.21;15012.24;36170.39;19619.81;6288.99;17813.55;g486;9583.27;10421.38;46942.16;26395.46;45471.31;42828.82
g487;34927.45;2638.65;23564.41;17810.21;23564.41;38356.16;g487;231.98;35631.34;18902.92;19318.42;38801.93;47035.86;g487;45306.49;13337.15;23564.41;41667.05;23564.41;36570.23;g487;19241.38;42081.87;43216.65;36025.94;41148.39;229.17
g490;22768.82;26201.86;36159.46;46295.5;12947.62;25172.1;g490;43026.17;15240.31;2783.94;12135.98;26904.45;27834.97;g490;22768.82;37224.7;21912.69;41201.14;30494.76;25172.1;g490;2183.5;23643.54;48673.45;46658.29;32294.25;47394.72
g491;9201.92;46807.2;0;46229.54;30178.72;17183.62;g491;3844.86;6350.44;4159.81;15960.36;38303.89;3408.51;g491;14102.66;42067.11;47875.93;44458.82;22300.53;5384.08;g491;25256.96;18950.12;21531.28;21755.24;14381.22;2865.79
g492;7230.62;4678.66;44032.7;7230.62;43562;21753.25;g492;0;49087.83;49087.83;42590.88;49087.83;49087.83;g492;19403.31;49087.83;49087.83;6370.15;49087.83;49087.83;g492;7230.62;49087.83;49087.83;7230.62;49087.83;49087.83
g493;2121.22;33984;30590.13;9167.13;32145.08;19281.67;g493;13260.75;8960.63;12847.45;21490.01;15612.12;25348.26;g493;6291.24;4393.31;4514.13;40956.56;627.58;13643.54;g493;8965.49;0;13043.6;8052.98;5242.9;5102.98
g495;33709.62;12907.06;12346.33;9987.48;0;45589.2;g495;25682;25682;13195.95;3443.84;22878.96;25682;g495;47631.92;0;2572.2;43584.65;18425.98;3962.52;g495;25682;25682;36719.35;20682.92;47874.8;25682
g496;41479.57;44828.21;11339.28;45354.51;11339.28;37961.28;g496;7097.23;26895.89;45348.2;10678.08;32621.91;26895.89;g496;6177.45;26895.89;11339.28;45223.3;11339.28;26895.89;g496;14249.79;40966.01;50000;8071.16;30568.53;0
g497;48283.88;41551.31;42660.3;49410.97;19417.01;16638.37;g497;12205.86;41995.22;50000;47397.28;12205.86;12205.86;g497;48283.88;8362.76;24506.84;49410.97;18904.65;16638.37;g497;17722.79;14672.75;32298.52;21185.04;17722.79;17722.79
g498;45279.31;49706.56;17847.23;16076.5;629.02;35023.91;g498;30161.1;20459.34;31805.22;31805.22;30529.13;31805.22;g498;28715.53;34595.5;31805.22;31805.22;17830.27;31805.22;g498;46735.58;21379.56;5814.31;14110.16;39306.79;17374.78




;c0;c0;c0;c0;;c1;c1;c1;c1;;c2;c2;c2;c2;;c5;c5;c5;c5;;c7;c7;c7;c7;;c9;c9;c9;c9;;
;t0;t1;t2;t3;;t0;t1;t2;t3;;t0;t1;t2;t3;;t0;t1;t2;t3;;t0;t1;t2;t3;;t0;t1;t2;t3;;
g3;19630.13;49773.96;45449.97;19076.89;g3;15211.14;25375.43;18127.15;48700.44;g3;15358.1;47279.66;38317.85;48700.44;g3;1931.48;25375.43;48019.22;48700.44;g3;9475.77;25521.33;15029.33;38656.72;g3;18440.71;13921;43858.28;7925.91
g4;35249;35249;35249;2674.31;g4;6463.66;6463.66;6463.66;34698.58;g4;45410.19;10928.74;35076.87;8215.29;g4;42911.69;16134;39999.63;31869.43;g4;39894.59;39894.59;39894.59;0;g4;37028.94;26029.83;558.32;9137.92
g5;17589.95;28394.7;26964.09;32828.62;g5;10430.52;14384.86;27328.1;6380.78;g5;40899.52;21939.43;40899.52;47109.6;g5;16862.12;50000;0;25248.66;g5;40899.52;10153.34;40899.52;22609.4;g5;35849.76;48546.74;43801.25;27247.53
g7;49.25;35136.61;6917.43;16166.74;g7;2530.82;298;298;298;g7;12535.15;298;46437.22;298;g7;45877.23;41132.83;6960.59;23151.23;g7;8548.28;298;298;298;g7;17031.07;298;298;298
g8;46360.04;3667.84;26141.25;4408.39;g8;28003.97;12270.09;568.03;38979.6;g8;25414.95;31805.22;31805.22;49173.03;g8;8674.83;31805.22;31805.22;24474.03;g8;20758.26;20612.79;15189.34;19588.01;g8;13241.1;31805.22;31805.22;5176.73
g9;8711.36;36902.85;30464.89;12508.89;g9;29082.18;10304.23;32776.13;32290.76;g9;8711.36;34743.07;30464.89;22957.08;g9;43605.55;36452.45;2589.7;14768.24;g9;8711.36;45969.18;46968.89;14212.79;g9;8711.36;35331.75;30464.89;40042.27
g11;39886.18;27153.55;31771.65;38266.65;g11;22419.24;48525.42;4065.28;20643.74;g11;25194.48;31805.22;31805.22;8153.42;g11;12531.42;31805.22;31805.22;10423.85;g11;10456.25;11938.02;41862.14;46134.64;g11;3515.61;44297.42;31805.22;45598.29
g16;35185.59;49077.05;2992.07;0;g16;7356.03;27743.19;50000;27743.19;g16;40454.46;27743.19;17397.11;27743.19;g16;23429.63;43062.93;36854.51;28150.16;g16;20525.19;27407.75;44503.34;1130.05;g16;24570.28;49099.32;27863.54;29490.13
g17;6207.01;36623.4;8182.86;15268.16;g17;10054.57;13352.78;40514.37;28982.51;g17;14300.6;36623.4;8182.86;14296.57;g17;26872.13;28786.8;31100.85;28786.8;g17;23015.31;9452.61;47627.78;18296.01;g17;39864.76;41018.73;47132.11;41018.73
g18;2406.69;46492.34;1693.67;18058.72;g18;31609.74;30524.68;24005.16;36738.94;g18;13837.98;47836.42;20693.13;22083.4;g18;38110.24;18720.35;44402.8;8264.46;g18;38102.05;26244.67;40761.92;18539.3;g18;20009.46;44019.71;0;9170.66
g19;48204.68;47156.75;41020.01;8965.49;g19;4007.69;49008.73;22831.3;49751.39;g19;6277.29;32853.46;48725.82;13043.6;g19;14154.28;28935.72;37826.74;25521.92;g19;3371.85;15678.32;48014.14;5242.9;g19;48204.68;47156.75;41020.01;5102.98
g21;18158.25;28732.54;21576.77;40482.99;g21;10130.62;40964.67;40964.67;30497.41;g21;10130.62;27632.66;48144.67;38255.23;g21;16341.65;41593.58;47357.9;7811.86;g21;23308.33;49342.87;45016.23;18567.33;g21;29958.55;40964.67;40964.67;29765.05
g22;6321.34;41107.06;294.46;6192.53;g22;28857.06;41107.06;294.46;39535.86;g22;6321.34;41107.06;294.46;6321.34;g22;43622.47;41107.06;294.46;16131.99;g22;6321.34;17000.87;3079.52;6321.34;g22;1299.28;2416.28;22600.84;20800.04
g27;47116.86;16086.02;46886.86;11499.12;g27;3936.13;43168.95;10571.81;34407.3;g27;1473.38;15697.23;10571.81;34407.3;g27;35923.95;42566.02;10571.81;34407.3;g27;23250.11;17169.03;10571.81;34407.3;g27;38988.15;36703.04;17187.61;5283.84
g28;37376.78;37482.03;46235.53;4127.74;g28;8500.98;5985.87;22506.8;39409.67;g28;37674.82;3765.99;24115.71;12649.85;g28;50000;11610.36;41464.18;21468.53;g28;48660.89;10889.48;40279.72;33957.79;g28;42661.29;33226.41;38697.15;33002.89
g29;50000;49250.82;38294.39;32745.18;g29;8500.98;5985.87;22506.8;26487.79;g29;37674.82;3765.99;24115.71;25279.82;g29;2772.38;16172.68;41102.63;38307.51;g29;48660.89;10889.48;40279.72;38334.44;g29;42661.29;33226.41;38697.15;33119.33
g30;29814.93;38883.58;30145.9;273.35;g30;39357.91;18352.09;32564.64;32103.49;g30;31819.9;24151.27;25781.83;31738.24;g30;35341.57;18668.84;43836.27;43836.27;g30;13121.47;50000;43836.27;43836.27;g30;31990.99;38451.19;43836.27;43836.27
g31;37339.98;23208.53;50000;1852.39;g31;39383.97;13460.69;2250.99;22151.62;g31;14048.61;21939.43;22968.3;47109.6;g31;31200;8846;15195.4;45040.07;g31;1085.96;20912.14;28112.24;39402.84;g31;30646.64;48546.74;47912.61;27247.53
g32;22359.76;20965.26;20965.26;20965.26;g32;3379.53;29186.48;50000;38656.01;g32;16299.4;27853.57;23685.11;35331.28;g32;33805.15;32668.59;20965.26;20965.26;g32;34320.1;41368.37;17696.32;20883.79;g32;20946.94;20965.26;20965.26;20965.26
g34;35789.56;12205.86;18000.55;17722.79;g34;19236.97;1695.85;35258.78;21758.7;g34;7799.36;40057.38;0;16739.05;g34;38872.75;45075.3;12224.12;1627.43;g34;35779.95;12205.86;32185.64;17722.79;g34;9188.04;12205.86;48072.41;17722.79
g35;42416.02;0;47164.78;26713.39;g35;34022.43;35506.26;152.85;28548.94;g35;22996.72;17595.6;29950.45;18405.04;g35;27761.05;36207.56;2382.21;16721.46;g35;27761.05;36207.56;2382.21;8518.86;g35;14349.72;0;11888.43;1077.08
