;t0;t0;t0;t0;t0;t0;;t1;t1;t1;t1;t1;t1;;t2;t2;t2;t2;t2;t2;;t3;t3;t3;t3;t3;t3;;
;c0;c1;c2;c3;c4;c8;;c0;c1;c2;c3;c4;c8;;c0;c1;c2;c3;c4;c8;;c0;c1;c2;c3;c4;c8;;
g365;28746;38304.64;27150.92;6536.1;50000;21088.84;g365;48441.36;19389.07;36823.04;5087.13;44391.81;48441.36;g365;48441.36;49758.59;49452.45;82.22;19003.25;48441.36;g365;48441.36;43093.48;33304.96;28031.91;7812.66;48441.36
g368;2783.61;6831.54;23526.2;34256.65;8472.99;48981.96;g368;37195.99;44068.61;44802.58;40170.78;29013.87;32155.73;g368;43628.57;42381.7;30461.2;6053.01;42610.07;34932.88;g368;29511.6;31854.83;49345.07;25025.5;0;31029.88
g372;35075.71;4009.67;9074.41;41990.15;3258.16;35663.04;g372;42395.42;5973.38;5973.38;47486.7;18135.84;5973.38;g372;0;49181.7;2581.6;44562.34;3562.5;10711.47;g372;50000;1305.51;20048.59;15501.17;39337.81;17826.29
g383;23457.03;36075.31;23329.36;19077.93;22684.96;36466;g383;36631.57;41278.61;41278.61;29361.58;12503.28;41278.61;g383;34671.71;5192.89;48194.12;39584.3;17227.41;8043.49;g383;2941.95;25552.13;42384.8;5353.41;4505.06;47812.32
g385;8506.41;4319.09;40301.91;39042.32;30812.28;21473.97;g385;48635.02;42937.14;40692.59;26080.47;27939.39;2387.3;g385;39352.12;26168.74;26168.74;41178.69;26168.74;26168.74;g385;15000.82;25414.97;16684.2;13227.14;7506.2;48879.21
g387;1553.13;10130.62;10130.62;10130.62;27535.8;10130.62;g387;48187.35;34404.67;33265.46;11646.11;21960.54;29475.15;g387;5576.18;0;33265.46;11646.11;3750.55;29475.15;g387;35178.56;5050.49;33265.46;11646.11;48898.01;29475.15
g390;10167.09;37142.41;30590.13;45194.6;27963.77;48480.87;g390;4690.46;1008.48;29730.91;28832.57;49887.31;23565.19;g390;27883.08;7655.83;22626.6;20704.14;35441.41;47835.75;g390;36686.29;0;56.53;29373.61;30277.09;23416.96
g394;27689.85;23131.1;3586.54;18389.51;27689.85;6546.35;g394;27689.85;26540.05;14743.01;27034.49;27689.85;27689.85;g394;28131.91;17239.26;39327.94;35738.08;15263.39;15626.81;g394;12282.27;34869.02;22623.85;43728.36;6884.29;5111.85
g395;40677.16;3800.25;24669.45;10740.38;45132.89;10740.38;g395;20066.51;37048.03;20059.8;48743.51;25838.53;16138.51;g395;16088.99;34078.31;36680.47;11399.87;40139.14;48245.73;g395;2712.21;47875.22;26173.68;37500.07;19492.36;13432.32
g397;10572.41;43667.72;35120.35;1508.38;19663.29;40602.78;g397;47078.14;23319.45;26247.25;28320.38;13753.96;789.1;g397;10572.41;20428.99;14071.97;23498.29;19663.29;40602.78;g397;42763.59;15109.08;3123.23;24631.71;40064.28;49509.1
g408;31448.82;14337.2;36428.01;49063.54;3726.51;26582.03;g408;7900.64;0;32624.88;7426.26;46521.38;23079.92;g408;30982.26;30982.26;30982.26;30982.26;43396.92;39746.63;g408;27455.11;27455.11;27455.11;27455.11;43396.92;50000
g410;19108.1;3498.22;50000;35588.23;6747.33;48484.86;g410;17225.78;46133.79;43532.53;41190.1;6747.33;18576.67;g410;30982.26;30982.26;30982.26;30982.26;50000;45484.41;g410;27455.11;27455.11;27455.11;27455.11;20140.33;50000
g413;29747.93;41586.34;47839.51;3415.04;20258.02;13768.71;g413;22425.41;39042.03;14717.44;15413.4;14503.24;39853.4;g413;16162.06;13857.45;0;16238.65;49272.17;42881.27;g413;45740.22;17560.72;32644.1;44867.85;1371.95;43834.88
g415;3100.86;48698.62;50000;35957.58;26497.61;15939.2;g415;3100.86;48698.62;915.31;6211.91;9685.08;39649.64;g415;3100.86;48698.62;20694.49;6211.91;46772.66;8228.75;g415;2849.18;12083.58;31889.87;8999.42;27551.76;16422.26
g422;50000;34672.09;10628.53;26003.53;13525.38;33120.14;g422;21521.87;12836.76;4241.44;29010.47;35925.5;39170.13;g422;33852.63;8913.27;8913.27;19678.53;8913.27;11226.13;g422;24957.41;15745.5;13572.51;21415.9;27148.25;31399.79
g427;28928.8;30690.76;28928.8;7203.74;5191.67;28928.8;g427;21901.88;27743.19;27743.19;21309.86;27743.19;40961.15;g427;27193.46;49346.17;27193.46;10257.52;20806.54;27193.46;g427;48149.22;29381.01;27743.19;33246.56;27743.19;27743.19
g432;10150.22;10389.41;37786.34;30933.87;1860.11;9819.79;g432;26005.91;2287.57;15694.62;37627.28;25395.8;14083.64;g432;2535.78;28256.19;28256.19;17370.45;20051.07;28256.19;g432;16894.79;2576.17;49176.85;12447.27;14906.61;2576.17
g436;25941.5;8579.75;25941.5;3799.07;24066.35;25941.5;g436;16634.85;4784.52;39677.4;16264.84;34155.36;27022.13;g436;37564.54;40801.68;28010.77;40801.68;40801.68;13775.45;g436;25941.5;31805.22;25941.5;50000;14791.67;25941.5
g446;35789.56;7793.27;8334.49;45334.79;33355.45;31282.12;g446;35818.61;27726.68;12328.64;50000;31906.4;34139.2;g446;35972.25;43759.92;21494.57;19186.2;14861.42;39398.07;g446;28053.53;44097.52;29091.47;38172.14;0;6305.61
g454;25717.43;39885.06;28989.4;28989.4;28989.4;25914.81;g454;14451.97;18399.24;22178.65;35149.67;32639.28;42251.88;g454;16779.95;22743.29;28989.4;28989.4;28989.4;26064.86;g454;49274.36;21201.8;24495.69;26223.57;8464.71;13176.21
g455;21641.23;37036.19;19862.93;0;18808.41;21641.23;g455;36623.4;45721.47;36623.4;36623.4;14293.26;31764.56;g455;8182.86;47433.03;8182.86;8182.86;25162.04;487.5;g455;21641.23;27427.59;21641.23;42756.86;33618.75;21641.23
g459;15125.38;31108.07;20004.89;21448.63;13187.75;49421.64;g459;45558.79;25375.43;25375.43;25375.43;25375.43;28170.88;g459;20229.15;13405.97;30258.87;38200.91;41740.12;27743.32;g459;50000;48700.44;48700.44;48700.44;49460.56;13910.7
g462;22768.82;44338.74;42465.27;694.33;24392.85;39497.09;g462;0;44090.81;6583.87;47628.35;40185.14;47227.64;g462;22768.82;15827.64;9870.57;694.33;26089.9;39497.09;g462;20802.1;29144.8;9300.52;21483.21;40200.2;47227.64
g464;23647.05;36878.87;26946.39;26471.46;7116.62;22232.44;g464;33856.51;18914.2;17017.49;16458.17;17017.49;17017.49;g464;33347.82;10758.23;17017.49;15985.26;17017.49;17017.49;g464;15055.59;33089.99;43572.98;15386.34;12866.05;36555.01
g465;15680.68;42547.05;40672.61;22293.83;8390.87;25087.93;g465;30514.86;25375.43;25375.43;25375.43;25375.43;19992.73;g465;15680.68;18450.36;27079.63;15158.42;27985.88;25087.93;g465;14342.21;22497.59;48700.44;48700.44;48700.44;4146.84
g466;31259.81;1795.21;1795.21;49629.05;1795.21;1795.21;g466;8013.99;9854.37;19590.16;32295.56;8660.97;23170.48;g466;26985.44;20849.17;15856.79;31962.7;0;48470.54;g466;1873.27;1795.21;1795.21;38210.41;1795.21;1795.21
g467;31949.28;33064.5;21289.98;21641.06;7177.3;5560.5;g467;12202.55;36512.23;3084.44;9393.89;7009.14;36512.23;g467;15328.38;36512.23;1706.96;15173.14;23124.17;36512.23;g467;28002.49;23602.8;34049.61;37599.64;23582.99;11527.39
g468;48118.38;2958.18;47560.04;6009.19;22698.34;8786.94;g468;47926.52;39969.22;47993.36;39969.22;1346.7;1566.15;g468;2229.83;28052.99;21417.67;28052.99;12668.59;46900.13;g468;50000;43821.84;38686.98;36298.49;25817.63;24054.34
g471;15165.68;10992.04;4194.26;30658.66;46013.68;46654.23;g471;23807.65;13843.03;35720.08;21584.76;21584.76;45556.24;g471;21970.33;29268.7;5808.71;30658.66;4062.01;46654.23;g471;0;28044.5;4194.26;30658.66;10290.42;46654.23
g474;45216.1;39422.05;11748.83;31567.34;34612.28;1317.96;g474;1075.77;48848.16;1017.62;686.39;29558.38;33370.56;g474;50000;6028.7;7146.65;7393.55;11411.98;6028.7;g474;20394.55;32315;32315;19579.01;48679.38;32315
g475;44832.19;10130.62;10130.62;10130.62;40991.04;10130.62;g475;31938.22;7551.27;8090.77;2424.04;15630.81;3635.99;g475;14423.59;7551.27;44858.25;8565;3324.29;43094.39;g475;27306.65;7551.27;7551.27;43026.07;13519.51;31544.75
g477;27689.85;8807.17;6294.9;37166.52;27689.85;27689.85;g477;27689.85;9785.32;48037.28;16461.72;27689.85;27689.85;g477;6781.66;45000.27;42616.88;14693.34;5020.88;50000;g477;23673.45;30642.78;43058.6;19525.44;5026.53;27404.66
g478;34667.53;26734.7;8588.47;21166.82;27575.63;39304.05;g478;41979.15;14082.3;22010.78;43808.63;32797.52;8128.38;g478;8109.76;39371.32;35126.24;34460.41;12905.55;9910.41;g478;25344.73;13181.07;18422.41;43404.34;26505.27;19058.14
g488;27689.85;30676.48;8482.53;6820.74;27689.85;27689.85;g488;27689.85;43142.67;43142.67;43142.67;27689.85;27689.85;g488;21470.14;43142.67;43142.67;43142.67;40945.88;13934.74;g488;4893.87;43142.67;43142.67;43142.67;40119.76;2820.41
g489;26264.12;43123.35;35055.93;694.33;16641.11;39497.09;g489;49344.81;42359.66;20888.58;30147.15;23444.64;31886.81;g489;22768.82;3533.19;15026.94;694.33;9012.06;39497.09;g489;28836.59;9480.85;25747.97;45319.68;35626.56;21811.7
g494;49.25;34815.23;30616.96;25894.89;905.24;29479.58;g494;35136.61;8146.85;50000;16621.28;27975.06;4450.89;g494;23581.4;5933.42;1395.61;45000.36;50000;28476.16;g494;16166.74;27571.64;7006.14;9239.89;38741.74;33701.71




;c0;c0;c0;c0;;c1;c1;c1;c1;;c2;c2;c2;c2;;c3;c3;c3;c3;;c4;c4;c4;c4;;c8;c8;c8;c8;;
;t0;t1;t2;t3;;t0;t1;t2;t3;;t0;t1;t2;t3;;t0;t1;t2;t3;;t0;t1;t2;t3;;t0;t1;t2;t3;;
g1;17396.29;17974.1;44958.12;21444.54;g1;22505.82;40428.78;4153.03;22505.82;g1;22505.82;15143.42;16035.71;24336.95;g1;26474.76;13334.06;17128.39;30813.27;g1;22505.82;14312.21;37277.87;22505.82;g1;22505.82;11283.96;34933.55;22505.82
g8;46360.04;3667.84;26141.25;4408.39;g8;28003.97;12270.09;568.03;38979.6;g8;25414.95;31805.22;31805.22;49173.03;g8;4455.64;31805.22;31805.22;42136.17;g8;50000;40833.78;38410.69;23352.64;g8;44704.62;45779.41;4231.92;48955.48
g10;0;50000;0;0;g10;16669.68;14251.43;15225.09;25310.84;g10;22388.76;13116.19;3947;30133.08;g10;43512.7;45435.41;25033.72;9111.42;g10;48418.38;45435.41;25033.72;9111.42;g10;33828.81;49891.95;36214.04;25492.55
g11;39886.18;27153.55;31771.65;38266.65;g11;22419.24;48525.42;4065.28;20643.74;g11;25194.48;31805.22;31805.22;8153.42;g11;6439.64;31805.22;31805.22;26943.91;g11;40927.51;36400.17;7670.01;11398.41;g11;14356.14;20783.69;19425.76;7552.23
g15;39611.79;36195.78;14833.05;38876.63;g15;47230.63;36719.55;21246.61;27643.2;g15;28082.71;45976.1;38282.16;46616.26;g15;18725.38;30830.21;4127.09;39635.1;g15;24545.98;35763.36;26116.68;49366.35;g15;36433.39;16192.87;44456.34;9766.86
g19;48204.68;47156.75;41020.01;8965.49;g19;4007.69;49008.73;22831.3;49751.39;g19;6277.29;32853.46;48725.82;13043.6;g19;41430.71;13007.2;20309.77;15976.51;g19;48204.68;47156.75;41020.01;41672.09;g19;48204.68;47156.75;41020.01;18228.62
g22;6321.34;41107.06;294.46;6192.53;g22;28857.06;41107.06;294.46;39535.86;g22;6321.34;41107.06;294.46;6321.34;g22;14616.97;38671.83;26632.72;4291.78;g22;18194.36;44399.92;11426.87;36878.45;g22;6321.34;41107.06;294.46;6321.34
g28;37376.78;37482.03;46235.53;4127.74;g28;8500.98;5985.87;22506.8;39409.67;g28;37674.82;3765.99;24115.71;12649.85;g28;3475.36;20189.16;17910.79;2908.59;g28;36124.49;20793.95;10768.72;32076.74;g28;12970.65;3182.19;20423.15;49716.41
g30;29814.93;38883.58;30145.9;273.35;g30;39357.91;18352.09;32564.64;32103.49;g30;31819.9;24151.27;25781.83;31738.24;g30;11718.04;20889.02;43800.7;12768.83;g30;39655.4;32707.98;43836.27;43836.27;g30;35435.49;37022.23;15635.33;46447.1
g37;3072.13;20717.58;405.34;17392.33;g37;43471.73;0;28897.49;9362.03;g37;41185.75;18936.89;41185.75;41185.75;g37;7396.19;34510.52;7396.19;7396.19;g37;17975.03;0;49662.94;31233.35;g37;6775.65;10156.81;6775.65;6775.65
g45;32730.64;25328.69;44578.78;28579.21;g45;22081.67;26348.25;22081.67;41796.64;g45;3074.37;3074.37;3074.37;44555.37;g45;40251.36;35056.11;48918.32;48080.74;g45;46432.28;46432.28;46432.28;37886.1;g45;25850.52;10887.16;49091.8;5415.96
g49;8282.3;24392.6;9644.9;7210.36;g49;26633.58;25771.37;13253.81;13253.81;g49;24437.69;37791.01;11097.37;48678;g49;18208.99;29453.44;3303.72;3303.72;g49;13468.83;40311.95;33401.87;33401.87;g49;45983.08;23332.6;38105.75;41822.45
g51;13691.85;50000;17542.8;24701.41;g51;5364.02;40510.75;0;25496.64;g51;12545.32;25003.7;37910.01;25003.7;g51;37462.88;25003.7;33553.95;25003.7;g51;40760.49;45808.9;50000;28739.84;g51;13154.64;1133.67;32693.41;31660.74
g53;32557.83;14284.71;7682.63;35925.79;g53;19738.97;42676.34;19455.87;1194.88;g53;32557.83;21107.61;25897.58;33456.67;g53;24012.6;16472.86;40149.62;20862.62;g53;34037.59;27269.78;27359.88;38464.42;g53;32557.83;28209.4;25897.58;16489.17
g60;20258.67;50000;6063.19;45749.74;g60;26580.23;41383.71;30267.43;6014.22;g60;19183.38;31805.22;31805.22;27435.45;g60;14355.87;31805.22;31805.22;19775.43;g60;28441.62;40273.76;10367.38;43192.45;g60;31646.49;23800.27;7517.43;4159.2
g61;22823.39;27084.82;13334.03;4638.99;g61;7181.44;29150.84;44540.98;12247.75;g61;35923.65;34479.07;38282.16;46616.26;g61;1997.37;26330.11;4127.09;39635.1;g61;43886.74;46859.49;15366.69;4305.34;g61;33003.8;48639.2;44456.34;9766.86
g68;7230.62;21725.84;35470.63;7230.62;g68;49599.5;22291.26;31128.44;44698.92;g68;22965.48;41349.37;6747.93;33636.76;g68;824.12;24217.27;14995.82;12690.73;g68;7230.62;31482.33;16009.64;7230.62;g68;7230.62;14199.28;47543.71;7230.62
g69;41103.02;14467.47;48651.83;27360.76;g69;4138.63;46555.61;30982.26;27455.11;g69;15016.93;15842.19;30982.26;27455.11;g69;8685.29;14711.9;30982.26;27455.11;g69;11627.29;44965.39;49236.35;47041.87;g69;31302.22;30461.79;2837.11;35828.86
g73;41801.03;34449.28;27642.08;24142.26;g73;18011.36;18889.14;50000;1774.38;g73;45461.52;29111.29;21003.66;28203.19;g73;30902.15;46140.05;32852.41;8962.97;g73;42598.83;36092.8;48086.34;48086.34;g73;11938.13;37183.64;30709.1;13545.1
g74;1891.85;8197.64;21653.88;3603.28;g74;10640.34;9295.5;10257.61;35711.73;g74;43857.09;31584.37;13096.41;1083.89;g74;25910.42;28384.41;10150.09;29063.65;g74;27142.16;41795.19;11986.71;50000;g74;8502.67;40146.75;42144.17;19182.56
g75;49208.05;404.99;37752.73;19017.25;g75;28342.34;41166.98;38867.08;20885.1;g75;44841.93;38332.71;44841.93;44841.93;g75;38212.51;49490.17;38212.51;38212.51;g75;9060.71;42650.16;18510.2;33657.35;g75;26175.78;41642.84;26175.78;26175.78
g84;49.25;35136.61;6009.56;16166.74;g84;19024.99;25357.92;48698.24;14802.47;g84;32088.73;37477.48;19703.26;14007.31;g84;6780.58;43052.87;19876.93;39411.68;g84;905.24;27975.06;50000;38741.74;g84;29479.58;4450.89;24260.14;33701.71
g87;2238.18;12205.86;25399.33;17722.79;g87;8111.9;37286.33;40801.68;50000;g87;12455.75;30543;46915.71;13058.24;g87;31366.39;12205.86;40801.68;17722.79;g87;3887.35;44444.08;40801.68;12149.92;g87;0;8792.58;0;44083.49
g89;14064.03;17810.3;45036.77;34176.93;g89;8727.49;22120.74;46988.66;0;g89;25925.15;31805.22;31805.22;15747.05;g89;47659.35;31805.22;31805.22;5823.35;g89;29967.81;11053.82;31080.51;36770.81;g89;17459.01;0;17014.7;30378.85
g90;40212.34;23638.83;9365.12;22208.89;g90;46479.74;35574.52;5831.33;32520.67;g90;36007.2;17818.9;10251.26;40216.59;g90;6205.38;47476.45;39317.61;43321.74;g90;16006.77;47476.45;41466.03;49264.29;g90;28456.42;38156.98;49176.36;36813.2
g97;32274.39;33773.84;38003.77;30453.2;g97;21108.64;16732.54;22235.39;7704.07;g97;19003.26;23528.28;6360.7;0;g97;37695.7;4316.26;43733.58;3839.1;g97;31441.13;4316.26;43733.58;3839.1;g97;21248.79;11727.07;39069.49;29290.89
g104;32783.43;36946.3;12716.97;8373.66;g104;19576.03;46965.95;8727.56;32980.31;g104;30590.13;12847.45;15437.14;41924.46;g104;45194.6;28832.57;4061.42;10434.98;g104;27302.82;37626.08;15437.14;41247.22;g104;48994.97;26770.51;19644.41;46224.14
g105;20051.85;13442.37;28268.81;17167.01;g105;48553.66;25375.43;40160.53;48700.44;g105;48553.66;25375.43;6361.62;48700.44;g105;28805.1;25375.43;4955.37;48700.44;g105;37873.25;25375.43;41560.29;48700.44;g105;43142.01;41952.29;49949.49;48505.32
g108;42247;25682;33542.95;25682;g108;47219.94;25686.31;37420.22;25682;g108;0;42316.55;27121.1;7442.93;g108;46223.49;28235.71;30462.18;18472.78;g108;30099.78;28115.22;27094.46;8931.19;g108;28493.2;25682;49392.77;25682
g110;28245.42;13924.54;30975.9;9159.25;g110;46086.2;18463.51;26168.74;41808.26;g110;23304.33;17519.23;26168.74;11958.02;g110;42018.46;41494.59;44348.03;44618.15;g110;27467.27;20394.38;26168.74;48048.14;g110;46576.47;16681.77;26168.74;27246.22
g125;19520.05;45537.16;13623.21;35512.21;g125;30981.5;11588.93;48950.85;32019.84;g125;35766.4;37285.07;47326.57;40396.38;g125;34182.6;7147.04;40038.94;21409.32;g125;21916.26;31451.84;30471.84;23402.86;g125;9901.21;16429;28894.75;23306.69
g127;35789.56;29425.82;17743.79;50000;g127;28126.5;36024.4;33960.62;46845.16;g127;4930.53;21858.03;41125.34;17079.88;g127;45334.79;31667.85;2380.45;40060.62;g127;33355.45;41806.99;9802.43;3279.01;g127;25251.91;40235.28;37339.08;39681.94
g129;19681;45483.76;5158.34;45140.5;g129;13292.34;8792.27;34654.22;29306.84;g129;20067.4;5991.16;20876.36;49172.94;g129;34006.97;35296.06;42738.46;3038.73;g129;13955.77;4455.48;8307.52;12513.37;g129;24171.9;48636.81;39071.72;16287.99
g133;34870.15;41107.06;294.46;50000;g133;47643.81;41107.06;294.46;33182.33;g133;49324.59;41107.06;294.46;1923.12;g133;17166.8;2332.18;24265.3;29640.44;g133;14499.85;35671.29;44544.2;39708.13;g133;573.1;41107.06;294.46;23209.23
g134;49.25;35136.61;25152.06;16166.74;g134;12047.46;34639.27;34639.27;34639.27;g134;7942.5;34639.27;34639.27;34639.27;g134;43450.82;26629.89;34193.64;15495.04;g134;905.24;27975.06;4020.49;38741.74;g134;29479.58;4450.89;5864.15;33701.71
g136;26405.77;41107.06;294.46;49897.9;g136;24609.38;41107.06;2009.37;22861.77;g136;22296.36;41107.06;294.46;22861.77;g136;597.37;2655.34;5276.49;39626.07;g136;22861.77;26039.23;7583.11;22861.77;g136;22861.77;40685.31;294.46;22861.77
g144;9083.39;34069.39;46938.01;40354.51;g144;10130.62;10990.27;40748.23;20404.6;g144;49802.8;7327.15;7327.15;7327.15;g144;10130.62;31079.07;31079.07;31079.07;g144;41148.14;43917.67;10196.71;38660.82;g144;10130.62;47830.16;47830.16;47830.16
g147;22768.82;44002.03;22768.82;9021.37;g147;6037.39;24545.49;37153.47;34663.03;g147;27409.55;0;7596.68;19020.14;g147;694.33;25393.43;694.33;22573.42;g147;35375.29;46638.81;8473.49;10682.21;g147;39497.09;36628.52;39497.09;44878.39
g148;20501.61;34916.54;39181.03;0;g148;22449.36;28921;26168.74;11252.91;g148;47643.68;30728.25;26168.74;38566.27;g148;25726.02;17880.39;26668.88;45261.2;g148;13125.3;34393.18;26168.74;10800.45;g148;29243.76;29290.85;25090.02;4841.85
g153;48652.73;13066.34;840.61;5739.38;g153;29449.39;0;40634.64;41075.2;g153;28890.32;31805.22;31805.22;4141.36;g153;9822.72;31805.22;31805.22;5451.77;g153;12959;11095.39;12547.22;19314.54;g153;5301.66;8810.73;16453.03;30533.73
g156;50000;24729.9;15327.49;26315.07;g156;29400.47;6284.42;34031.02;46727.86;g156;3700.07;19430.59;34077.89;44427.64;g156;24067.11;7202.31;49106.81;16719.5;g156;50000;7202.31;49106.81;16719.5;g156;50000;0;28478.95;25853.76
g157;43838.56;42137.43;24238.73;26300.54;g157;4616.46;27956.86;37003.28;46961.95;g157;499.67;2842.92;1091.4;27782.18;g157;14369.77;0;218.35;2286.47;g157;31727.04;21365.35;38271.83;20888.33;g157;47813.25;38125.73;1091.4;27782.18
g160;47094.76;1634.62;44189.21;46016.36;g160;2921.29;44373.2;32674.11;44020.19;g160;48004.14;41366.74;38282.16;46616.26;g160;46085.61;21671.95;4127.09;39635.1;g160;46871.9;32617.18;7242.34;26057.34;g160;40484.61;49189.49;44456.34;9766.86
g162;48283.88;19170.29;48283.88;23382.72;g162;13866.2;46384.86;17881.44;14549.89;g162;18727.68;21268.82;0;25621.03;g162;14054.75;10527.64;14054.75;34228.86;g162;28892.88;22302.71;28892.88;43259.69;g162;25606.79;27374.38;15288.59;29727.91
g163;15501.98;14768.37;45899.18;29210.03;g163;9568.88;34388.88;47446.86;30078.58;g163;28558.57;17017.49;17017.49;35943.51;g163;13856.26;37374.83;78.97;24300.2;g163;903.97;17017.49;17017.49;8362.39;g163;2311.09;17017.49;17017.49;45252.51
g168;12822.65;17892.68;16225.7;48273.17;g168;10016.05;46420.54;15877.84;34164.34;g168;43770.89;43770.89;5075.04;22140.73;g168;18604.05;6894.22;12970.91;14953.18;g168;26507.92;18873.79;47671.68;44456.2;g168;2108.7;2108.7;23150.07;29524.12
g176;50000;32605.51;30982.26;27455.11;g176;25031.63;2600.15;30982.26;18137.96;g176;48565.14;2300.55;12417.57;26713.2;g176;50000;38817.63;30982.26;27455.11;g176;3682.19;3788.15;49229.05;1250.11;g176;12200.86;7346.61;48746.75;811.63
g181;22833.3;10579.09;34572.27;49531.02;g181;8500.98;5985.87;22506.8;50000;g181;37674.82;3765.99;24115.71;6590.53;g181;9822.35;31215.98;45772.09;47073.39;g181;4286.28;49613.7;33267.12;23604.35;g181;12970.65;3182.19;20423.15;42140.38
g185;10769.9;36446.05;6835.81;41748.63;g185;2898.24;13789.93;49971.04;49971.04;g185;21714;5845.19;45901.33;17805.22;g185;31638.79;42140.55;12067.81;12067.81;g185;1911.74;12714.02;39043.95;39043.95;g185;42764.91;7858.83;35160.99;19180.84
g187;49665.59;15038.18;2639.73;28135.65;g187;9092.06;47793.16;47793.16;47793.16;g187;7033.84;15034.15;47793.16;47793.16;g187;45684.74;47793.16;47793.16;47793.16;g187;49665.59;15038.18;3526.41;44450.59;g187;49665.59;15038.18;2639.73;25984.43
g188;27689.85;27689.85;42073.83;2166.49;g188;46491.78;17853.32;26442.28;34993.45;g188;42638.83;18985.41;38282.16;46616.26;g188;34458.62;28222.56;4127.09;39635.1;g188;27689.85;27689.85;17825.95;18328.1;g188;27689.85;27689.85;44456.34;9766.86
g192;49.25;35136.61;8314.46;16166.74;g192;43040.73;37907.93;46352.77;22603.91;g192;15442.15;23844.41;16835.36;43719.17;g192;1914.03;7264.83;15867.4;5543.78;g192;905.24;27975.06;7971.55;38741.74;g192;29479.58;4450.89;30049.43;33701.71
g197;22768.82;760.95;22768.82;18751.17;g197;7858.42;2376.92;38659.13;17082.48;g197;23444.03;45714.48;3049.06;28026.29;g197;694.33;43470.77;694.33;26532.93;g197;23362.78;40200.2;35986.68;40200.2;g197;39497.09;47227.64;39497.09;47227.64
g198;22962.95;14458.62;19227.3;14585.93;g198;7877.65;37741.44;39739.23;19861.09;g198;50000;8188.32;20176.28;34282.53;g198;13524.94;15613.45;16315.83;1650.51;g198;36318.76;0;37791.73;49546.54;g198;34963.01;36274.34;18732.04;46336.02
g201;28281.49;50000;11634.32;44792.68;g201;47713.4;27743.19;44103.44;27743.19;g201;28281.49;27743.19;11634.32;27743.19;g201;49788.92;19384.6;50000;300.43;g201;28132.26;27743.19;6828.13;27743.19;g201;28281.49;27743.19;11634.32;27743.19
g202;10271.31;39429.04;13017.48;30852.88;g202;24172.97;16513.95;23141.8;15599.2;g202;42367.82;10421.92;26658.53;32267.74;g202;30964.02;6407.79;3904.67;2567.84;g202;25386.65;0;20369.03;20369.03;g202;19072.42;49144.75;12452.87;301.4
g203;0;36623.4;8182.86;47854.37;g203;25312.12;655.42;44067.77;8081.75;g203;9537.31;36623.4;8182.86;22122.94;g203;25047.28;35489.64;8182.86;50000;g203;10320.43;33025.03;20243.24;50000;g203;25784.28;38377.31;23820.59;46107.95
g204;36075.1;0;41669.35;9245.68;g204;8500.98;5985.87;22506.8;10862.33;g204;37674.82;3765.99;24115.71;35020.68;g204;3593.73;22973.79;2219.82;19331.19;g204;49550.11;47450.18;31582.59;10490.94;g204;12970.65;3182.19;20423.15;39856.13
g205;13471.34;16976.43;4575.43;27244.52;g205;21007.62;16040.8;16040.8;16040.8;g205;36064.32;16040.8;16040.8;16040.8;g205;37741.13;16040.8;16040.8;16040.8;g205;30734.16;4852.18;23495.79;20333.07;g205;34800.46;8171.38;21929.02;48984.23
g207;7230.62;24837.49;8372.63;7230.62;g207;33496.35;30601.44;32230.83;30601.44;g207;17340.89;30601.44;30601.44;30601.44;g207;23065.03;24912.35;43.76;46152.36;g207;7230.62;44384.01;3379.07;7230.62;g207;7230.62;9464.24;13013.83;7230.62
g210;12237.05;49533.78;34165.64;4152.65;g210;36436.68;41945.38;29341.53;8198.07;g210;9399.33;20108.21;32875.56;19523.53;g210;9950.1;27643.66;16261.89;1392.02;g210;33457.76;34353.35;4575.62;49200.53;g210;10740.38;14982.24;39704.64;32200.35
g211;32157.99;44586.64;32451.11;28469.55;g211;24157.96;37437.66;36010.3;27455.11;g211;48314.02;22347.17;30982.26;27455.11;g211;11589.5;25705.43;30982.26;27455.11;g211;19791.26;23630.52;3417.53;49094.62;g211;22385.67;13948.45;47255.27;0
g214;0;36982.82;8310.48;17375.98;g214;44532.71;19679.65;13857.45;17560.72;g214;13474.77;26418.05;9922.88;29091.06;g214;26653.68;30621.47;16238.65;44867.85;g214;6747.33;6747.33;49272.17;1371.95;g214;50000;40479.2;3452.46;40666.92
g220;42700.69;0;10351.6;2155.61;g220;6891.85;32857.45;49330.66;23825.06;g220;7646.22;40061.49;40061.49;40061.49;g220;17844.34;5320.5;5320.5;5320.5;g220;38112.26;8945.3;5882.66;9339.09;g220;23722.52;12167.19;12167.19;12167.19
g221;36749.85;50000;47340.84;0;g221;0;11843.77;7708.14;13089.53;g221;43625.06;17017.49;17017.49;10308.08;g221;49243.93;47486.8;20557.53;16663.78;g221;48574.68;17017.49;17017.49;42919.38;g221;12308.28;17017.49;17017.49;39237.73
g224;50000;47730.5;25675.17;14245.51;g224;19867.7;35982.09;37839.69;4579.34;g224;5590.08;37146.53;7757.94;37146.53;g224;47477.67;37146.53;28444.91;37146.53;g224;706.89;47022.02;8758.15;28066.88;g224;37249.93;8321.72;44249.57;12969.14
