;t0;t0;t0;t0;t0;t0;;t1;t1;t1;t1;t1;t1;;t2;t2;t2;t2;t2;t2;;t3;t3;t3;t3;t3;t3;;
;c1;c4;c5;c7;c8;c9;;c1;c4;c5;c7;c8;c9;;c1;c4;c5;c7;c8;c9;;c1;c4;c5;c7;c8;c9;;
g107;1686.99;21956.74;44102.53;45840.6;2924.12;10833.53;g107;5520.26;31737.65;17017.49;22091.22;19228.67;49810.47;g107;28183.34;17017.49;17017.49;46573.43;17017.49;49006.57;g107;29289.33;0;0;50000;3988.86;9670.94
g108;47219.94;30099.78;6308.25;48335.87;28493.2;0;g108;25686.31;28115.22;20665.62;48587.5;25682;25682;g108;37420.22;27094.46;38670.46;14206.59;49392.77;20370.95;g108;25682;8931.19;35346.38;9344.62;25682;25682
g109;8500.98;21822.11;14341.21;909.59;12970.65;42661.29;g109;5985.87;9718.66;23768.9;10889.48;3182.19;33226.41;g109;22506.8;44681.17;27734.2;40279.72;20423.15;38697.15;g109;9016.5;25934.9;11224.27;21838.11;28660.6;17553.14
g110;46086.2;27467.27;9181.03;3040.5;46576.47;5430.98;g110;18463.51;20394.38;34091.45;28466.19;16681.77;48898.12;g110;26168.74;26168.74;26974.26;32145.25;26168.74;39546.02;g110;41808.26;48048.14;17039.04;4381.5;27246.22;17376.89
g111;25336.16;33355.45;38872.75;35779.95;16916.05;20805.07;g111;7494.14;10495.3;0;12205.86;26047.73;12205.86;g111;3918.43;13054.55;24521.72;5524.02;20640.42;0;g111;21077.84;3783.25;0;17722.79;39207.82;17722.79
g112;40556.96;10162.67;31506.38;24068.94;32379.75;39755.71;g112;24680.76;14508.6;14020.11;30275.14;41027.33;21407.79;g112;47068.76;2951.18;10420.19;17895.34;36012.4;11725.98;g112;10823.73;10162.67;2545.93;24068.94;38337.28;39755.71
g113;12876.97;28892.88;49410.97;0;29235.37;16638.37;g113;43098.76;34352.16;0;8298.08;21881.94;4202.14;g113;39118.23;28892.88;49410.97;17405.09;11514.08;16638.37;g113;7527.64;27739.51;16435.8;50000;9774.32;48194.02
g114;47072.84;905.24;45877.23;36595.89;29479.58;17782.49;g114;17237.26;27250.35;41132.83;45911.08;4450.89;40892.79;g114;14944.53;14944.53;14944.53;26038.57;5434.16;31327.48;g114;14295.35;38741.74;23151.23;45867.64;35573.18;0
g115;0;25246.43;27761.05;27761.05;27761.05;33007.56;g115;18827.71;14565.54;36207.56;36207.56;36207.56;22818.06;g115;39315.38;28878.62;2382.21;2382.21;4815.03;28414.67;g115;42569.66;30512.15;10329.56;10806.26;44836.98;14024.94
g116;17291.66;44460.95;14332.98;23804.71;31843.03;34350.95;g116;28392.93;40693.9;31774.32;25661.56;40146.75;37237.38;g116;43369.9;32058.63;10326.4;47915.89;4942.57;48085.53;g116;30409.64;32058.63;28921.12;19208.05;50000;48085.53
g117;48288.18;37551.13;41479.08;7013.77;37551.13;37551.13;g117;529.92;39716.75;37486.49;42626.13;39716.75;39716.75;g117;36295.9;11520.29;36470;19562.19;9106.2;11520.29;g117;40539.45;21244.66;7154.13;5242.9;18228.62;5102.98
g118;18887.58;22562.35;9167.13;15498.24;6604.25;19281.67;g118;49706.66;45361.5;21490.01;44686.64;16059.5;25348.26;g118;16273.04;28364.57;43923.9;8093.1;0;30955.18;g118;18118.75;47436.29;35994.06;28445.47;22088.32;17212.44
g119;15729.2;24542.53;43561.91;34077.46;27420.44;8421.49;g119;5433.8;44977.65;408.7;50000;29869.14;10563.58;g119;21122.77;15437.14;15437.14;25477.99;26245.46;15437.14;g119;41415.02;16278.97;6781.46;23987.02;43509.78;228.74
g120;29411.78;27050.94;36004.88;22604.74;29794.74;34616.46;g120;25682;42284.89;34861.78;22915.62;25682;25850.07;g120;30555.4;0;16256.56;39744.9;2336.33;39647.46;g120;25682;27637.03;0;11083.6;25682;25682
g121;43834.79;11861.94;46088.56;9164.16;26849.32;4643.08;g121;41597.59;17017.49;17017.49;13423.67;17017.49;26003.49;g121;25066.75;17017.49;17017.49;39425.95;17017.49;17033.17;g121;42749.45;41314.26;35506.83;8193.72;25448.53;29710.79
g122;49605.6;7230.62;7230.62;6560.32;7230.62;35543.23;g122;10669.61;3818.16;29447.37;19703.88;29590.61;48965.53;g122;2563.35;11086.11;10219.95;19245.18;26035.66;31383.06;g122;29042.6;7230.62;7230.62;35880.53;7230.62;721.31
g123;1688.65;11511.47;20471.21;50000;12087.38;13687.64;g123;5835.7;0;0;34795.53;48886.68;37227.27;g123;42067.11;8788.54;747.94;21998.53;36699.69;45069.97;g123;46742.59;6184.12;37359.34;32091.55;19638.04;3614.27
g124;50000;35594.54;46068.43;48537.4;46434.81;33671.11;g124;31394.2;28182.34;11523.13;38634.41;32489.04;4472.54;g124;31394.2;13536.23;11523.13;36334.3;32489.04;21796.8;g124;30134.69;35594.54;48567.4;9960.13;46145.07;35594.54
g125;30981.5;21916.26;14849.49;19608.28;9901.21;24560.22;g125;11588.93;31451.84;19169.81;34753.45;16429;8008.25;g125;48950.85;30471.84;49619.17;6288.99;28894.75;34381.23;g125;32019.84;23402.86;35872.29;14033.87;23306.69;38781.25
g126;26512.76;19157.05;18382.65;12847.07;19172.25;35961.15;g126;44080.14;40200.2;28786.8;48635.63;47227.64;41018.73;g126;26648.93;33122.59;604.59;40431.58;15193.5;22095.04;g126;37826.12;40200.2;28786.8;47544.2;47227.64;41018.73
g127;28126.5;33355.45;38872.75;35779.95;25251.91;46673.01;g127;36024.4;41806.99;29528.39;4740.66;40235.28;32825.96;g127;33960.62;9802.43;18749.87;49889.81;37339.08;46489.13;g127;46845.16;3279.01;44738.96;36563.86;39681.94;2904.62
g128;50000;10162.67;17845.23;24068.94;0;39755.71;g128;31394.2;34184.93;11523.13;22161.3;32489.04;32770.9;g128;31394.2;36633.54;11523.13;4803.93;32489.04;43888.13;g128;46587.12;10162.67;34456.94;24068.94;24634.38;39755.71
g129;13292.34;13955.77;9191.04;50000;24171.9;12536.76;g129;8792.27;4455.48;37534.17;1723.24;48636.81;21236.94;g129;34654.22;8307.52;40224.23;3595.93;39071.72;15382.89;g129;29306.84;12513.37;14239.98;40273.13;16287.99;42943.56
g130;8980.11;9672.09;19100.51;28380.34;31355.46;44216.72;g130;39969.22;16968.45;39969.22;39969.22;37055.19;25794.91;g130;28052.99;0;28052.99;28052.99;36164.28;42662.56;g130;37498.46;41728.34;2891.85;7424.28;44728.94;32926.23
g131;41935.9;17320.17;38138.49;36081.84;29055.99;31196.58;g131;48928.39;41795.19;14875.38;26494.05;40146.75;18699.24;g131;48023.04;23359.98;48023.04;48023.04;48023.04;47619.91;g131;34150.21;38055.17;34150.21;34150.21;34150.21;27444.52
g132;26734.7;880.54;46803.99;11221.28;26864.55;18485.18;g132;14082.3;5729.94;6444.37;44080.89;39306.89;32454.96;g132;0;37395.9;49719.84;42738.77;42964.53;29896.8;g132;8570.29;5906.66;42881.31;23067.72;32361.24;1399.81
g133;47643.81;14499.85;30969.02;378.43;573.1;37458.78;g133;41107.06;35671.29;41107.06;50000;41107.06;40001.49;g133;294.46;44544.2;294.46;18436.85;294.46;41317;g133;33182.33;39708.13;14666.51;27668.23;23209.23;50000
g134;12047.46;905.24;45145.56;9112.5;29479.58;23692.81;g134;34639.27;27975.06;41132.83;34639.27;4450.89;34639.27;g134;34639.27;4020.49;17014.17;34639.27;5864.15;34639.27;g134;34639.27;38741.74;23151.23;34639.27;33701.71;34639.27
g135;33650.84;28800.03;12358.73;14435.24;4120.21;41260.87;g135;25682;22490.32;9027.25;40622.73;25682;25682;g135;8828.19;1993.13;36547.06;16762.79;31470.55;9723.81;g135;25682;29133.05;21436.59;4843.43;25682;25682
g136;24609.38;22861.77;22861.77;5621.69;22861.77;34174.93;g136;41107.06;26039.23;41107.06;48432.39;40685.31;50000;g136;2009.37;7583.11;0;30401.2;294.46;49332.45;g136;22861.77;22861.77;22861.77;15101.62;22861.77;928.42
g137;0;36647.82;18733.62;50000;14509.14;577.25;g137;7809.14;32273.73;36157.19;33366.44;45180.08;32259.8;g137;44865.39;8964.65;18733.62;29837.87;14509.14;24281.81;g137;23020.59;18423.52;18733.62;9356.31;14509.14;21577.05
g138;16892.33;16040.05;45942.43;26961.21;19430.63;37531.03;g138;10413.38;16732.94;32613.82;3163.51;50000;11314.62;g138;14835.62;2081.76;45942.43;18451.54;19430.63;33250.67;g138;5370.6;4400.54;45942.43;50000;19430.63;34225.84
g139;39281.1;33192.68;7752.33;41774.57;26237.7;45367.23;g139;33666.49;33666.49;47647.2;38597.55;32192.68;37139.42;g139;48822.2;43244.66;19703.35;21697.34;10626.52;11645.06;g139;33666.49;33666.49;44040.25;44382.51;33666.49;38296.52
g140;41624.02;32565.62;0;37305.93;30086.78;13316.27;g140;33666.49;33666.49;6710.8;24163.89;33666.49;25288.64;g140;16466.35;29972.13;7234.85;13147.07;18367.17;12861.68;g140;33666.49;33666.49;50000;372.77;33666.49;404.52
g141;32570.56;41082.77;28507.26;10440.73;9739.45;12809.23;g141;43610.11;37549.67;35651.36;41957.53;2065.58;37570.4;g141;32241.15;22804.49;22804.49;22804.49;7459.7;22804.49;g141;49842.97;22804.49;22804.49;22804.49;1903.79;22804.49
g142;23383.01;23383.01;1595.46;46690.83;12607.12;23383.01;g142;11669.24;11669.24;11488.26;11876.06;34359.58;11669.24;g142;30647.51;30647.51;30647.51;2936.72;29954.66;13462.95;g142;49041.88;49041.88;48292.91;30912.03;0;49041.88
g143;31691.36;31691.36;31691.36;10730.58;31691.36;48271.73;g143;29767.85;0;0;17740.17;38379.44;0;g143;29261.58;17586.2;7089.15;50000;13292.86;33233.68;g143;31691.36;31691.36;31691.36;718.68;31691.36;0
g144;10130.62;41148.14;5058.86;30941.45;10130.62;277.85;g144;10990.27;43917.67;7717.76;12190.88;47830.16;2751.99;g144;40748.23;10196.71;7717.76;12190.88;47830.16;43080;g144;20404.6;38660.82;7717.76;12190.88;47830.16;47586.89
g145;34102.13;9074.43;41668.85;35392.73;18225.75;0;g145;37231.19;21580.93;41367.57;21432.85;48859.3;19628.38;g145;47332.16;11661.28;5943.83;38328.65;33906.46;5119.24;g145;25539;42982.76;28656.55;21432.85;33046.71;32016.1
g146;34676.54;21916.26;16748.32;19608.28;9901.21;21012.63;g146;42331.1;22468.85;22468.85;22468.85;41246.2;425.74;g146;25810.36;43123.97;33983.31;6288.99;28894.75;48385.4;g146;15162.41;39182.21;27774.64;33748.63;41478.87;33719.16
g147;6037.39;35375.29;3493.97;18218.25;39497.09;25172.1;g147;24545.49;46638.81;21443.93;7743.13;36628.52;21467.62;g147;37153.47;8473.49;11545.52;35606.47;39497.09;25172.1;g147;34663.03;10682.21;22396.03;40958.9;44878.39;7951.92
g148;22449.36;13125.3;44552.61;4154;29243.76;7453.71;g148;28921;34393.18;28722.82;43756.4;29290.85;31390.7;g148;26168.74;26168.74;32881.27;34908.04;25090.02;9143.61;g148;11252.91;10800.45;47639.3;25335.19;4841.85;32153.63
g149;10759.99;10759.99;30469.54;0.79;28289.42;10759.99;g149;9424;9424;24602.04;20879.67;43625.78;9424;g149;40801.68;40801.68;28033.94;36537.24;20245.1;40801.68;g149;30964.73;30964.73;23818.27;43749.41;26441.76;30964.73
g150;48194.64;42781.35;20748.75;44648.13;25340.46;30062.33;g150;20940.3;40200.2;28786.8;42162.28;47725.31;48591.36;g150;3811.48;4242.15;18314.8;11779.98;33899.21;50000;g150;47270.36;40200.2;28786.8;166.05;47227.64;41018.73
g151;0;6747.33;762.67;31583.09;29302.79;40806.72;g151;26087.37;6747.33;762.67;33597.93;40685.63;40806.72;g151;42067.11;31262.08;33345.5;12731.96;36699.69;45312.65;g151;29661.45;362.22;2308.86;3840.88;19268.83;50000
g152;18627.14;46832.37;35006.65;25694.82;45228.14;21807.75;g152;27743.19;27743.19;22188.21;43412.44;27743.19;48927.72;g152;18988.74;47941.93;36178.81;37058.36;11752.77;716.57;g152;27743.19;27743.19;6304.76;34931.09;27743.19;13009.32
g153;29449.39;12959;22986.49;29018.1;5301.66;16587.33;g153;0;11095.39;31805.22;41706.85;8810.73;31805.22;g153;40634.64;12547.22;31805.22;34384.82;16453.03;31805.22;g153;41075.2;19314.54;36124.01;29469.26;30533.73;0
g154;27626.27;23612.23;2095.59;42343.42;39497.09;25172.1;g154;33666.49;33666.49;50000;8503.83;33666.49;31574.06;g154;14228.37;1872.04;18600.55;22661.67;39497.09;25172.1;g154;33666.49;33666.49;45371.05;46289.74;33666.49;7828.71
g155;8087.65;1059.96;14653.52;8087.65;13272.84;34716.47;g155;12921.02;40631.75;26582.16;38427.76;30040.7;48725.39;g155;10649.27;28787.19;10649.27;10649.27;10649.27;44759.04;g155;30788.89;50000;30788.89;30788.89;30788.89;49604.19
g156;29400.47;50000;15303.8;24746.03;50000;9718.94;g156;6284.42;7202.31;7514.88;7202.31;0;7202.31;g156;34031.02;49106.81;11928.05;49106.81;28478.95;49106.81;g156;46727.86;16719.5;40971.77;30442.52;25853.76;16719.5
g157;4616.46;31727.04;36906.85;15521.52;47813.25;35520.05;g157;27956.86;21365.35;8601.39;19990;38125.73;29873.14;g157;37003.28;38271.83;1091.4;1091.4;1091.4;4113.92;g157;46961.95;20888.33;27782.18;27782.18;27782.18;47264.93
g158;30210.67;21080.28;9167.13;41191.67;26325.7;19281.67;g158;3440.45;44160.64;21490.01;37649.23;4274.58;25348.26;g158;26110.35;4791.82;13240.02;23535.19;44777.23;25042.6;g158;4399.6;50000;36329.48;9416.97;25040.12;48847.58
g159;20334.21;21365.88;43486.52;43409.26;49890.48;20334.21;g159;4967.01;4967.01;38518.19;37672.93;12468.28;4967.01;g159;30390.96;16488.67;28189.96;34337.75;12299.85;42147.38;g159;12966.76;12966.76;37917.78;35997.44;12882.87;12966.76
g160;2921.29;46871.9;36605.54;33046.12;40484.61;47144.86;g160;44373.2;32617.18;48553.66;10472.97;49189.49;21301.86;g160;32674.11;7242.34;27299.63;10446.62;44456.34;31006.77;g160;44020.19;26057.34;37451.77;40704.9;9766.86;11812.67
g161;19368.44;36187.67;25167.87;21176.39;20903.94;36534.65;g161;25375.43;25375.43;25375.43;40188.25;20841.92;8287.84;g161;1340.68;1014.5;4491.75;2227.4;1882.38;47114.45;g161;48700.44;48700.44;48700.44;9163.93;8256.03;47883.02
g162;13866.2;28892.88;49410.97;24574.82;25606.79;16638.37;g162;46384.86;22302.71;43882.8;17109.87;27374.38;35624.7;g162;17881.44;28892.88;49410.97;12535.77;15288.59;16638.37;g162;14549.89;43259.69;26797.1;42732.94;29727.91;44639.34
g163;9568.88;903.97;31248.28;17818.51;2311.09;5023.53;g163;34388.88;17017.49;17017.49;11489.26;17017.49;16675.66;g163;47446.86;17017.49;17017.49;45499.23;17017.49;39839.62;g163;30078.58;8362.39;1381.91;1836.71;45252.51;50000
g164;27230.39;46782.12;5742.44;28951.39;50000;49939.17;g164;1214.5;39178.08;31805.22;9876.4;18930.84;31805.22;g164;19874;50000;31805.22;33649.34;43078.26;31805.22;g164;45113.94;17619.51;16732.95;9677.92;40554.97;17433.44
g165;9211.91;21677.99;42778.37;0;5260.21;22755.77;g165;21988.57;7573.98;22212.57;0;19633.85;26239.62;g165;43772.23;24419.23;823.67;50000;50000;46504.07;g165;38124.41;20130.54;15361.22;9275.23;30776.01;37760.58
g166;7295.21;17494.97;48971.58;29375.52;0;586.76;g166;15290.76;46688.14;20542.46;41357.43;25998.33;50000;g166;49052.86;10964.14;428.26;50000;31533.59;19110.91;g166;42522.14;23299.06;42238.42;41357.43;17963.62;10440.69
g167;12085.55;50000;47486.35;43229.71;43229.71;43229.71;g167;17589.67;32668.58;25697.52;11096.18;37870.5;0;g167;39402.12;46045.9;49934.9;34938.9;34938.9;33142.04;g167;22501.16;41233.85;14066.87;5242.9;18228.62;5102.98
g168;10016.05;26507.92;10934.89;38190.1;2108.7;13252.09;g168;46420.54;18873.79;10934.89;10693.53;2108.7;11847.02;g168;15877.84;47671.68;26110.28;15695.78;23150.07;20834.25;g168;34164.34;44456.2;29846.44;42619.68;29524.12;15817.2
g169;21872.11;32158.12;31766.81;19180.92;16269.59;37702.88;g169;18964.29;9665.67;40898.27;18964.29;18964.29;40510.61;g169;13712.18;32158.12;31766.81;19180.92;16269.59;34212.04;g169;17225.13;20498.48;5462.69;24382.92;26737.96;0
g170;14758.58;35594.54;17822.33;4424.99;41626.5;35594.54;g170;4752.86;46699.7;25078.34;40374.96;0;4273.63;g170;39668.6;44496.82;1660.01;3901.49;15939.39;24835.43;g170;0;35594.54;34954.69;44551.27;21247.43;35594.54
g171;25627.78;18107.44;13101.33;7724.22;0;34176.87;g171;27743.19;27743.19;23846.7;0;27743.19;5596.7;g171;39672.34;43143.66;47078.84;17521.79;49126.44;49979.03;g171;27743.19;27743.19;15649.36;30123.74;27743.19;9102.51
g172;40603.1;15712.2;4770.67;27751.19;13972.63;23330.15;g172;26920.18;2454.76;16395.89;45042.4;17625.72;6488.74;g172;13857.45;49272.17;22370.91;20466.07;50000;40593.24;g172;17560.72;1371.95;12732.65;29455.89;26534.88;12340.31
g173;38244.86;46001.91;29.45;34235.72;46001.91;46001.91;g173;17516.4;49878.63;48897.98;21878.61;49878.63;49878.63;g173;29452.45;28740.28;15061.61;34819.41;28740.28;28740.28;g173;27819.12;24375.99;39148.31;5242.9;18228.62;5102.98
g174;32408.84;48992.09;36803.46;30374.32;16077.48;15622.49;g174;39566.15;31484.28;0;29900.67;13320.75;4537.4;g174;38645.6;12747.39;12747.39;31290.94;44073.91;0;g174;10777.26;10687.14;29937.99;5667.31;2506.91;10612.53
g175;70.78;3759.84;34491.92;44401.49;43345.5;43345.5;g175;5552.39;40216.36;7078.49;5552.39;4676.25;5822.94;g175;39592;35532.88;23344.85;46726.46;46726.46;46726.46;g175;14344.88;2142.96;16044.95;48727.89;8585.35;40152.5
g176;25031.63;3682.19;50000;12868.84;12200.86;21748.64;g176;2600.15;3788.15;45736.62;41557.16;7346.61;7027.93;g176;30982.26;49229.05;7794.91;35463.52;48746.75;33359.32;g176;18137.96;1250.11;46867.76;4915.08;811.63;41821.7
g177;42053.68;48330.07;7987.21;32610.61;39497.09;25172.1;g177;16886.32;50000;36724.01;20404.39;13705.24;0;g177;21158.1;28195.22;39337.41;21932.95;39497.09;25172.1;g177;12597.46;41425.12;5518.61;9023.68;29688.64;7411.4
g178;37269.33;33355.45;38872.75;35779.95;26390.27;5724.06;g178;13239.02;2288.76;50000;31765.69;43349.88;48546.74;g178;1002.02;1282.94;21865.88;20718.04;8196.46;11809.61;g178;45362.24;19833.69;40305.24;50000;37390.56;27247.53
g179;37269.03;7230.62;7230.62;33986.24;7230.62;20418.3;g179;1636.89;32564.82;49099.56;45848.1;2869.54;45628.21;g179;15754.97;17352.12;18970.47;22768.61;26366.7;16001.61;g179;39767.02;7230.62;7230.62;40251.56;7230.62;44811.98
g180;154.4;38943.78;4717.05;33283.74;30538.85;3433.58;g180;19828.91;5439.39;45855.6;19828.91;19828.91;31627.91;g180;4104.29;23305.51;4717.05;21772.27;30538.85;41182.19;g180;30338.7;34945.04;4717.05;14248.96;30538.85;8088.92
g181;8500.98;4286.28;35553.88;48660.89;12970.65;42661.29;g181;5985.87;49613.7;46839.39;10889.48;3182.19;33226.41;g181;22506.8;33267.12;39783.2;40279.72;20423.15;38697.15;g181;50000;23604.35;45049.28;0;42140.38;44985.33
g182;41268.71;10162.67;0;24068.94;6467.48;39755.71;g182;30938.14;24382.47;1083.77;22657.34;44927.85;40745.82;g182;7771.07;27041.87;26119.3;11944.34;27533.57;31470.78;g182;46272.25;10162.67;15475.43;24068.94;298.94;39755.71
g183;3863.48;28129.1;3088.23;32584;7100.11;8205.68;g183;31394.2;30110.9;11523.13;45273.03;32489.04;28705.15;g183;2620.08;1836.79;11523.13;20380.19;32489.04;5776.01;g183;9324.53;29471.99;48683.76;9623.92;11296.09;8424.18
g184;12079.35;0;27960.2;22349.69;23589.63;28500.85;g184;16621.1;19437.2;27501.05;40381.51;31430.49;0;g184;45048.54;15803.83;29131.75;40381.51;7183.4;24876.59;g184;21018.95;31144.03;29131.75;40381.51;33176.77;26132.78
g185;2898.24;1911.74;20479.05;11729.42;42764.91;39851.77;g185;13789.93;12714.02;23392.04;48127.22;7858.83;39197.29;g185;49971.04;39043.95;41517.9;15349.33;35160.99;22382.18;g185;49971.04;39043.95;31741.22;23848.18;19180.84;22382.18
g186;26971.44;46090.01;50000;14090.36;2239.4;30218.09;g186;23895.53;13026.44;32926.8;28561.83;10019.88;6654.33;g186;30982.26;30930.63;11999.14;46029.4;28692.31;31974.31;g186;27713.5;42948.96;18615.34;46698.06;30512.03;7198.38
g187;9092.06;49665.59;40305.94;41580.94;49665.59;49665.59;g187;47793.16;15038.18;47793.16;47793.16;15038.18;15038.18;g187;47793.16;3526.41;47793.16;47793.16;2639.73;2639.73;g187;47793.16;44450.59;47793.16;47793.16;25984.43;4761.24
g188;46491.78;27689.85;25160.4;36822.95;27689.85;27689.85;g188;17853.32;27689.85;0;18532.41;27689.85;27689.85;g188;26442.28;17825.95;27299.63;11512.42;44456.34;27983.91;g188;34993.45;18328.1;37451.77;47904.49;9766.86;50000
g189;33943.19;9184.28;47828.42;12854.24;3680.85;12397.87;g189;31394.2;11766.16;11523.13;38556.9;32489.04;22774.03;g189;31394.2;14034.24;11523.13;20338.87;32489.04;29838.68;g189;50000;22566.11;21623.68;15484.95;17584.19;1272.56
g190;4433.46;43384.59;0;8238.43;20055.7;41897.38;g190;41107.06;20035.02;43389.37;46320.17;41107.06;23732.88;g190;294.46;17294.82;294.46;44785.49;294.46;25543.32;g190;20360.3;2257.37;23838.26;43674.82;13257.84;9697.28
g191;24627.66;11720;4539.2;44157.88;34071.1;7201.8;g191;24627.66;10288.03;25581.34;44157.88;16985.22;11228.83;g191;24627.66;15437.14;15437.14;44157.88;48871.08;15437.14;g191;30200.18;27732.31;4417.83;15975.86;46290.44;24238.33
g192;43040.73;905.24;45877.23;35260.13;29479.58;6072.19;g192;37907.93;27975.06;41132.83;43476.67;4450.89;602;g192;46352.77;7971.55;4479.52;316.34;30049.43;11032.59;g192;22603.91;38741.74;23151.23;9172.53;33701.71;19081.18
g193;25175.98;16283.98;0;19479.47;18054.51;18485.18;g193;14082.3;20266.92;16620.3;44080.89;19179.37;32454.96;g193;638.07;27073.87;34867.2;11117.02;8635.74;23368.64;g193;40317.2;1742.73;41937.2;10988.31;31218.83;40586.98
g194;6291.02;49908.06;27761.05;27761.05;27761.05;30604.15;g194;32903.25;32692.8;36207.56;36207.56;36207.56;10584.11;g194;9513.91;25761.15;2382.21;2382.21;2382.21;37257.34;g194;41331.39;12475.68;22340.66;9290.26;26894.67;4697.51
g331;41523.35;5346.04;25461.87;26112.95;23478.42;3261.55;g331;15655.15;30021.37;27333.58;50000;20475.45;1344.43;g331;49009.07;33840.69;40605.15;33947.4;30434.76;11478.32;g331;4038.24;11505.25;32592.19;16410.33;50000;38641.54




;c1;c1;c1;c1;;c4;c4;c4;c4;;c5;c5;c5;c5;;c7;c7;c7;c7;;c8;c8;c8;c8;;c9;c9;c9;c9;;
;t0;t1;t2;t3;;t0;t1;t2;t3;;t0;t1;t2;t3;;t0;t1;t2;t3;;t0;t1;t2;t3;;t0;t1;t2;t3;;
g0;3573.89;11602.5;16610.26;10369.54;g0;41616.88;6164.28;41616.88;23216.55;g0;3439.9;41717.75;19176.57;19394.93;g0;41616.88;32195.98;41616.88;32195.98;g0;28196.74;462.74;15523.62;9722.93;g0;38456.72;37654.38;29894.16;2010.3
g1;22505.82;40428.78;4153.03;22505.82;g1;22505.82;14312.21;37277.87;22505.82;g1;22505.82;18444.52;12793.97;22505.82;g1;6611.45;50000;18981.14;31599.27;g1;22505.82;11283.96;34933.55;22505.82;g1;29408.47;49885.03;16829.68;28254.47
g2;15499.58;44072.63;2877.13;12680.11;g2;21916.26;28595.15;30471.84;32433.8;g2;47691.94;36645.47;36510.9;44584.86;g2;19608.28;44705.81;6288.99;6185.73;g2;9901.21;37088.2;28894.75;50000;g2;20718.27;9729.97;50000;15923.25
g3;15211.14;25375.43;18127.15;48700.44;g3;38816.04;25375.43;50000;48700.44;g3;1931.48;25375.43;48019.22;48700.44;g3;9475.77;25521.33;15029.33;38656.72;g3;36059.72;24616.56;0;35706.51;g3;18440.71;13921;43858.28;7925.91
g4;6463.66;6463.66;6463.66;34698.58;g4;42134.81;20731.27;11169.05;48916.74;g4;42911.69;16134;39999.63;31869.43;g4;39894.59;39894.59;39894.59;0;g4;1319.93;5637.59;26757.28;16716.35;g4;37028.94;26029.83;558.32;9137.92
g5;10430.52;14384.86;27328.1;6380.78;g5;40899.52;2288.76;40899.52;19833.69;g5;16862.12;50000;0;25248.66;g5;40899.52;10153.34;40899.52;22609.4;g5;10568.72;43349.88;9168.89;37390.56;g5;35849.76;48546.74;43801.25;27247.53
g6;10901.01;25375.43;46892.6;48700.44;g6;18418.38;25492.23;0;48700.44;g6;17264.07;25375.43;46415.52;47641.06;g6;44586.34;32670.85;354.68;12443.22;g6;10740.38;21040.77;48944.54;28235.17;g6;37653.67;32861.62;9480.64;17679.59
g7;2530.82;298;298;298;g7;905.24;27975.06;37947.98;38741.74;g7;45877.23;41132.83;6960.59;23151.23;g7;8548.28;298;298;298;g7;29479.58;4450.89;50000;33701.71;g7;17031.07;298;298;298
g8;28003.97;12270.09;568.03;38979.6;g8;50000;40833.78;38410.69;23352.64;g8;8674.83;31805.22;31805.22;24474.03;g8;20758.26;20612.79;15189.34;19588.01;g8;44704.62;45779.41;4231.92;48955.48;g8;13241.1;31805.22;31805.22;5176.73
g9;29082.18;10304.23;32776.13;32290.76;g9;10741.19;36816.02;0;15313.12;g9;43605.55;36452.45;2589.7;14768.24;g9;8711.36;45969.18;46968.89;14212.79;g9;8711.36;29760.1;30464.89;32127.67;g9;8711.36;35331.75;30464.89;40042.27
g10;16669.68;14251.43;15225.09;25310.84;g10;48418.38;45435.41;25033.72;9111.42;g10;153.64;23440.64;25954.23;30427.06;g10;20722.98;45435.41;25033.72;9111.42;g10;33828.81;49891.95;36214.04;25492.55;g10;19257.89;45435.41;25033.72;9111.42
g11;22419.24;48525.42;4065.28;20643.74;g11;40927.51;36400.17;7670.01;11398.41;g11;12531.42;31805.22;31805.22;10423.85;g11;10456.25;11938.02;41862.14;46134.64;g11;14356.14;20783.69;19425.76;7552.23;g11;3515.61;44297.42;31805.22;45598.29
g12;8500.98;5985.87;22506.8;1041.3;g12;6205.12;12132.21;24481.5;0;g12;50000;37133.85;5834.91;23770.96;g12;48660.89;10889.48;40279.72;33956.55;g12;12970.65;3182.19;20423.15;24320.63;g12;42661.29;33226.41;38697.15;10361.03
g13;2921.29;44373.2;124.63;124.63;g13;22672.28;31982.96;27769.2;27769.2;g13;28068.6;38890.8;17453.68;28653.34;g13;33046.12;10472.97;22074.03;8545.87;g13;40484.61;49189.49;29955.31;9801.49;g13;14055.26;44210.08;26914.08;26914.08
g14;41848.94;21286.51;50000;4312.91;g14;50000;29574.71;41113.86;15848.9;g14;41.91;8514.63;23909.14;38210.16;g14;31792.16;29574.71;41113.86;15848.9;g14;4990.56;2904.16;43310.09;16326.68;g14;32292.75;29574.71;41113.86;15848.9
g15;47230.63;36719.55;21246.61;27643.2;g15;24545.98;35763.36;26116.68;49366.35;g15;13985.67;11148.48;27299.63;37451.77;g15;35484.05;21002.33;36635.93;28734.62;g15;36433.39;16192.87;44456.34;9766.86;g15;49119.1;10485.43;48552.3;45149.93
g16;7356.03;27743.19;50000;27743.19;g16;19637.3;27743.19;21619;27743.19;g16;23429.63;43062.93;36854.51;28150.16;g16;20525.19;27407.75;44503.34;1130.05;g16;5243.48;27743.19;8490.43;27743.19;g16;24570.28;49099.32;27863.54;29490.13
