;t4;t4;t4;t4;;t5;t5;t5;t5;;t6;t6;t6;t6;;t7;t7;t7;t7;;t8;t8;t8;t8;;t9;t9;t9;t9;;
;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;
g6087;0.27;0.37;-0.09;0.24;g6087;0.13;0.19;-0.01;0.16;g6087;0.18;0.15;0;0.36;g6087;0.06;0.12;-0.03;0.1;g6087;0.22;0.42;0.01;0.01;g6087;-0.33;0.16;0.14;0.02
g6088;0.18;0.48;-0.05;-0.09;g6088;-0.51;-0.7;0.19;-0.09;g6088;0.43;0.74;-0.04;0.42;g6088;0;-0.45;0.11;0.27;g6088;0.21;0.53;0.02;0.15;g6088;0.5;0.1;0.5;-0.06
g6089;-0.08;-0.15;0;0.52;g6089;0.2;0.3;0;-0.14;g6089;0.04;0.41;0;-0.03;g6089;0.21;0.23;0;-0.46;g6089;-0.08;-0.2;0;-0.28;g6089;-0.23;0.61;0;-0.06
g6090;0;0.26;0.07;0.17;g6090;-0.2;0.03;0.28;-0.04;g6090;-0.06;0.71;0.17;0.65;g6090;0;-0.19;0.24;-0.13;g6090;0.49;0.05;0.07;0.07;g6090;0.65;0.15;0.49;-0.39
g6091;-0.06;0.29;0.06;0.53;g6091;-0.01;0.23;-0.04;0.16;g6091;0.08;-0.17;0.15;0.24;g6091;0.06;0.36;0.23;0.15;g6091;0;-0.07;0;-0.28;g6091;-0.12;0.24;0.2;-0.06
g6092;-1.36;0.71;0.14;-1.18;g6092;0.4;0.25;0.57;-0.55;g6092;1.09;1.15;1.06;0.63;g6092;1.54;1.24;1.24;0.54;g6092;1.5;0.72;0.84;0.37;g6092;0.92;-0.24;0.01;0.95
g6093;0.26;-0.53;-0.1;0.46;g6093;-0.09;-0.86;-0.2;0.41;g6093;-0.18;-0.58;-0.59;0.25;g6093;-0.4;-1.02;-0.32;0.4;g6093;-0.35;-0.4;-0.63;-0.12;g6093;-0.33;0.52;0.78;0.1
g6094;-0.02;0.11;0.26;0.01;g6094;0.14;-0.43;0.02;-0.04;g6094;0.21;0.39;-1.77;0.29;g6094;0.18;-0.3;-0.61;-0.09;g6094;0.12;-0.06;0.17;-0.34;g6094;-0.04;0.11;0.68;0.05
g6095;-0.12;0.02;0.06;0.29;g6095;-0.33;0;0.41;-0.21;g6095;-0.08;0.11;-0.04;-0.76;g6095;-0.09;0;0.31;-0.18;g6095;0.01;-0.19;0.11;-0.03;g6095;-0.12;0;-0.51;0.45
g6096;-0.1;-0.49;-0.59;-0.21;g6096;-0.17;-0.6;-0.09;0.16;g6096;0.78;0.24;-0.19;0.25;g6096;0.35;-0.11;-0.12;-0.17;g6096;0.17;-0.26;0.03;-0.08;g6096;0.24;-0.13;-0.92;0.53
g6097;0.03;-0.79;-0.32;-0.1;g6097;0.13;-0.49;-0.43;-0.29;g6097;0.57;-0.36;-0.2;-0.18;g6097;0.37;0.01;-0.23;0.02;g6097;0.42;-0.21;-0.01;0;g6097;0.31;0.05;-0.25;0.02
g6098;0.14;-1.27;0;0.45;g6098;0;0.29;0.1;0.36;g6098;0.26;-0.55;-0.14;-0.23;g6098;0.03;0.3;-0.21;0.19;g6098;-0.06;-1.24;0.09;0.17;g6098;-0.08;0.65;-0.12;0.15
g6099;0.34;-0.25;-0.33;0.23;g6099;0.16;0.24;-0.27;0.08;g6099;0.08;-0.44;-0.31;0.11;g6099;-0.12;0.28;-0.33;0.17;g6099;-0.01;-0.62;-0.02;0.03;g6099;-0.05;0.21;0.73;0.08
g6100;0.1;0.09;-0.02;-0.1;g6100;-0.02;0.27;-0.09;-0.21;g6100;0.35;0.23;-0.15;-0.53;g6100;0.07;0.06;-0.06;-0.11;g6100;0.19;0.03;-0.13;-0.04;g6100;-0.13;0.06;0.14;-0.13
g6101;0.15;0.57;-0.44;0.04;g6101;0.44;0.27;0.31;-0.32;g6101;0.3;0.3;0.21;0.03;g6101;0.3;0.32;0.35;0.03;g6101;0.24;0.74;0.24;0.15;g6101;-0.14;-0.01;0.61;0.03
g6102;0.16;-0.96;0.44;-0.23;g6102;-0.2;0.45;0.32;-0.11;g6102;0.29;-0.05;0;0.21;g6102;-0.08;0.35;0.18;0.03;g6102;0.37;-0.57;-0.05;0.3;g6102;-0.28;-0.17;0.14;0.24
g6103;0.14;-0.24;0.37;-0.13;g6103;0.33;0.35;0.06;-0.21;g6103;0.26;-0.37;-0.37;-0.01;g6103;-0.03;0.15;-0.06;0.17;g6103;0.28;-0.66;0.07;0.06;g6103;0;0.07;0.73;-0.17
g6104;-0.06;0.16;0.24;0.21;g6104;-0.15;-0.1;0.23;0.15;g6104;0.22;-0.28;0.07;-0.35;g6104;0.07;-0.12;0.16;0.09;g6104;0.02;2.21;-0.02;0.08;g6104;-0.11;-0.15;-0.07;-0.17
g6105;0.01;0.39;0.3;0.3;g6105;0.22;0.07;-0.33;0.18;g6105;0;-0.3;-0.23;0.29;g6105;-0.2;0.09;-0.19;0.21;g6105;0.19;-0.15;-0.22;0.18;g6105;0.06;0.01;-1.65;0.17
g6106;-0.11;-0.23;0.05;0.05;g6106;-0.11;0.07;0.11;0.15;g6106;0.16;-0.27;0.05;-0.44;g6106;-0.09;0.14;0.1;0.11;g6106;0.15;-0.74;-0.03;0.08;g6106;0.1;0.22;0.12;-0.04
g6107;0.22;-0.17;0.08;-0.01;g6107;0.3;-0.29;0.15;-0.39;g6107;-0.04;-0.4;-0.09;-0.13;g6107;-0.15;-0.4;-0.08;0.2;g6107;0.08;2.22;0;0.08;g6107;0.01;0.01;0.25;-0.13
g6108;0.67;-0.44;-0.21;0.36;g6108;0.04;-0.57;-0.18;0.36;g6108;-0.29;-0.21;-0.08;0.29;g6108;-0.62;-0.39;-0.36;0.36;g6108;-0.6;-0.39;-0.33;0.12;g6108;-0.67;-0.83;-0.18;0.14
g6109;0.42;-0.2;-0.36;0.7;g6109;-0.12;0.33;-0.15;0.14;g6109;0.15;-0.4;0.15;0.28;g6109;0.4;0.22;0.47;0.09;g6109;0.2;-0.57;0.1;0.03;g6109;0.1;0.28;0;0.23
g6110;-0.01;-0.28;0.2;0.32;g6110;-0.08;0.44;-0.01;-0.01;g6110;0.38;-0.05;0.17;0.04;g6110;0.12;0.23;0.12;-0.06;g6110;0.25;-0.49;0.13;0.06;g6110;-0.03;-1.51;0.18;0.53
g6111;0.1;0.43;-0.67;0.17;g6111;0.48;0.49;-0.32;-0.17;g6111;-0.01;0.35;-0.16;-0.27;g6111;0.11;0.28;0.13;0.12;g6111;-0.07;0.3;0.24;-0.04;g6111;-0.19;-0.1;0.86;-0.17
g6112;0.04;-0.29;-0.56;-0.02;g6112;0.04;-0.03;-0.19;-0.06;g6112;0.21;-0.11;-0.04;-0.06;g6112;-0.03;0.04;0.01;-0.09;g6112;0.1;-0.37;0.01;-0.17;g6112;-0.13;0.35;0.16;0.16
g6113;0.18;-0.34;-0.29;0.22;g6113;-0.2;-0.29;-0.23;-0.29;g6113;-0.24;-0.24;-0.11;0.02;g6113;-0.16;0.21;0.08;0.1;g6113;0.05;-0.13;-0.13;-0.14;g6113;-0.24;0.44;0.47;-0.31
g6114;0.18;0.2;0.96;0.19;g6114;0.26;-0.43;0.89;0.43;g6114;0.43;0.32;0.2;0.33;g6114;-0.4;-0.39;-0.38;0.33;g6114;-0.34;-0.43;-0.92;0.28;g6114;-0.45;-0.55;-1.05;0.38
g6115;0.31;-0.48;0.29;1.09;g6115;-0.05;0.28;0.19;0.41;g6115;-0.07;0.07;0.03;0.15;g6115;0.06;0.06;-0.06;0.01;g6115;0.32;-0.65;0.3;-0.22;g6115;-0.21;0.12;0.45;-0.01
g6116;-0.37;-0.4;0.19;0.64;g6116;0.31;0.28;-0.14;0.64;g6116;0.34;0.19;-0.27;0.37;g6116;0.15;0.13;-0.13;-0.05;g6116;0.33;-0.79;-0.22;-0.39;g6116;-0.08;0.2;0.58;0.02
g6117;0.29;-0.03;0.35;0.92;g6117;-0.6;0.33;0.31;0.43;g6117;0.05;0.07;0.18;0.14;g6117;0.32;0.23;0.18;-0.07;g6117;0.47;-0.05;0.13;-0.35;g6117;-0.23;0.25;0.03;-0.04
g6118;-0.12;-0.03;-0.08;0.37;g6118;-0.04;0.17;-0.27;0.33;g6118;0.14;0.05;-0.24;-0.1;g6118;-0.32;0.12;-0.22;0.4;g6118;-0.08;-0.23;-0.25;0.14;g6118;-0.06;0.02;0.67;0.39
g6119;0.08;0.03;-0.16;-0.21;g6119;0.16;0.01;-0.12;-0.16;g6119;0.27;0.18;-0.16;0.29;g6119;0;0.15;-0.08;-0.16;g6119;0.24;0.28;0.06;0.01;g6119;-0.02;0.08;0.31;0.05
g6120;0.22;0.18;-0.24;-0.01;g6120;-0.25;-0.14;0.16;-0.05;g6120;0.07;0.47;0.12;-0.54;g6120;-0.05;-0.21;0.26;-0.11;g6120;0.09;0.2;0.21;0.13;g6120;-0.33;-0.21;0.05;0.13
g6121;-0.25;-0.62;0;-0.16;g6121;-0.13;-0.1;0.01;-0.02;g6121;0.18;-0.44;0.12;-0.52;g6121;0.1;-0.04;-0.07;0.07;g6121;0.07;-0.53;-0.34;0.17;g6121;0.09;0.24;0.12;0.03
g6122;-0.61;0.18;-1.05;-0.96;g6122;-0.88;0.97;-0.51;-0.93;g6122;0.66;2.01;0.03;-0.59;g6122;0.52;1.08;0.18;-0.12;g6122;1.44;1.16;0.24;0.52;g6122;0.85;-0.39;1.46;0.16
g6123;0.03;0.6;-0.32;-0.14;g6123;0.15;-0.26;-0.09;-0.67;g6123;-0.08;0.45;-0.51;-0.29;g6123;0.14;0.09;-0.28;0.18;g6123;0.17;0.1;-0.47;0.14;g6123;-0.04;-0.23;-0.82;-0.59
g6124;0.26;0.13;-0.04;-0.25;g6124;-0.15;-0.03;-0.66;-0.76;g6124;0.03;0.04;-0.89;-0.06;g6124;-0.24;0.15;-0.73;-0.22;g6124;0.23;-0.14;-0.51;0.36;g6124;-0.07;0.1;0.22;-0.17
g6125;0.16;0.34;0.41;0.33;g6125;-0.4;-0.27;-0.22;-0.23;g6125;-0.06;0.21;0.03;-0.08;g6125;0.09;-0.34;0.37;0.2;g6125;0.33;-0.31;0.13;-0.08;g6125;0.07;-0.38;-0.08;0.08
g6126;0.16;0.18;0.32;0.29;g6126;-0.02;0.16;0.26;0.25;g6126;0.33;0.6;0.66;0.18;g6126;0.29;-0.09;0.71;-0.02;g6126;0.11;0.18;0.01;-0.1;g6126;-0.27;-0.21;0.08;-0.17
g6127;0.46;0.56;0.3;-0.28;g6127;-0.13;-0.19;0.12;-0.75;g6127;0.08;0.19;-0.01;-0.66;g6127;-0.06;-0.56;0.02;-0.07;g6127;0.08;0.09;-0.08;0.03;g6127;-0.12;-0.16;0.46;0.06
g6128;0.15;0.08;0.45;-0.21;g6128;0.28;0.33;0.4;-0.26;g6128;0.19;-0.2;0.03;-0.31;g6128;-0.18;0.16;0.28;0.24;g6128;0.11;-0.24;0.19;0.24;g6128;-0.01;0.03;-0.15;-0.24
g6129;-1.07;0.9;-0.26;-0.94;g6129;-0.71;0.42;0.66;-0.6;g6129;0.55;0.74;1.04;-0.39;g6129;0.57;0.28;1.21;0.45;g6129;1.51;0.9;1.05;0.96;g6129;0.89;-0.48;-0.02;0.97
g6130;0.1;0.3;0.02;0.08;g6130;-0.34;0.18;0.37;-0.05;g6130;-0.09;0.66;1.06;0.07;g6130;0;0.5;1.21;0.01;g6130;0.44;0.1;0.39;0.28;g6130;0.24;-0.24;-0.13;-0.18
g6131;0.35;-1.35;-0.25;-0.17;g6131;0.02;-1.35;0;-0.17;g6131;0.34;-1.15;-0.07;-0.38;g6131;-0.15;-0.97;-0.06;-0.24;g6131;0.07;-0.97;-0.38;0.08;g6131;-0.23;0.46;-0.11;0.01
g6132;0.47;0.58;0.37;-0.05;g6132;-0.07;0.21;0.33;0.04;g6132;0.04;-0.34;0.22;0.14;g6132;0;-0.42;0.02;0.54;g6132;-0.3;-0.06;-0.15;0.57;g6132;-0.31;-0.24;0.13;0.22
g6133;0.68;0.51;-0.53;-1.71;g6133;-0.13;0;-0.23;-1.12;g6133;-0.23;0;-0.87;-1.01;g6133;-0.41;-0.2;-0.45;-0.18;g6133;-0.44;0;-0.23;0.52;g6133;-0.5;-0.13;0.29;-0.14
g6134;-0.26;-0.19;-0.04;0.35;g6134;-0.05;-0.19;0.25;-0.18;g6134;0.24;2.28;0.2;-0.23;g6134;0.11;-0.07;0.19;-0.18;g6134;-0.26;-0.1;-0.12;-0.32;g6134;-0.05;-0.07;0.17;-0.15
g6135;0.04;0.18;0.06;0.15;g6135;0.1;0.07;0.31;-0.11;g6135;0.15;0.15;0.18;-0.06;g6135;0.12;0.05;0.36;-0.04;g6135;0.1;-0.06;0.13;0.04;g6135;-0.1;0.15;0.14;0.02
g6136;-0.2;-0.15;0.09;-0.03;g6136;-0.24;0.24;-0.56;0.42;g6136;-0.03;0.09;-0.22;0.02;g6136;-0.09;0.09;-0.32;0.5;g6136;0.32;-0.26;-0.17;0.3;g6136;0.25;0.03;0.83;0.42
g6137;-0.11;0.01;0.31;0.08;g6137;-0.13;-0.35;0.37;-0.06;g6137;-0.07;0.33;0.37;-0.4;g6137;0.04;-0.04;0.67;-0.04;g6137;0.24;0.01;0.08;0.1;g6137;0.05;-0.23;-0.18;0.08
g6138;0;0.42;0.01;-0.31;g6138;0.05;0.48;-0.38;-0.07;g6138;0.25;0.1;-0.17;-0.17;g6138;0.13;0.06;-0.28;0.42;g6138;0.1;-0.15;-0.32;0.26;g6138;-0.13;-0.3;0.79;0.16
g6139;0;-0.24;-0.05;-0.17;g6139;0.26;-0.15;-0.12;0.13;g6139;0.26;-0.15;-0.04;0.27;g6139;0.26;0.07;-0.11;0.13;g6139;0.11;-0.49;-0.24;0.15;g6139;-0.09;0.25;0.37;-0.15
g6140;0;0.3;0.74;0.36;g6140;0.1;-0.28;0.6;-0.19;g6140;0.26;0;0.1;0.06;g6140;0.09;-0.33;-0.19;0.21;g6140;0.27;-0.38;-0.51;0.06;g6140;0;-0.16;-0.81;-0.02
g6141;-0.07;-0.02;-0.09;-0.02;g6141;-0.22;-0.42;0;0.45;g6141;0.03;0.36;-0.07;0.1;g6141;0.16;-0.28;0.05;-0.17;g6141;0.16;-0.03;-0.09;0.14;g6141;-0.02;0.03;-0.65;0.02
g6142;0;-0.13;0.28;0.55;g6142;0.07;0.32;0.06;0.3;g6142;0.31;0.04;-0.15;0;g6142;0.15;0.18;-0.16;0.26;g6142;0.28;-0.28;-0.08;0;g6142;0.15;0.12;0.73;0.1
g6143;-0.08;0.28;0.31;0.06;g6143;0.09;0.28;0.35;0.02;g6143;0.27;0.47;-0.41;0.35;g6143;0.13;0.12;0.39;-0.08;g6143;0.04;0.55;0.23;-0.22;g6143;-0.22;-0.04;0.67;-0.18
g6144;0;-0.06;0.13;0.19;g6144;0.2;0.22;0.34;0;g6144;0.08;0.01;0.15;-0.24;g6144;0.14;0.19;0.25;-0.01;g6144;-0.06;-0.24;-0.02;0.02;g6144;0.1;0.08;-0.05;-0.04
g6145;0;0;-0.29;-0.21;g6145;0.08;-0.03;0;-0.44;g6145;0;0;-0.08;-0.1;g6145;-0.03;-0.15;0;-0.34;g6145;-0.03;0;0.06;-0.28;g6145;-0.21;0.3;0.54;-0.25
g6146;0.02;-0.91;-0.27;0.22;g6146;-0.48;0.38;-0.04;0.12;g6146;-0.08;-0.94;-0.23;-0.12;g6146;0;0.34;-0.14;0.38;g6146;-0.01;-0.66;-0.02;0.33;g6146;0.09;0.6;0.71;0.24
g6147;0.6;-0.46;-0.84;0.39;g6147;-0.11;-0.59;-0.43;0.63;g6147;-0.04;-1.09;-0.79;0.22;g6147;-0.7;-0.59;-0.39;0.33;g6147;-0.4;-0.82;-0.53;0.44;g6147;-0.24;0.78;-0.35;0.46
g6148;0.61;-0.83;-0.2;0.73;g6148;0;-0.71;-0.43;0.97;g6148;-0.22;-0.71;-0.35;0.54;g6148;-0.5;-0.65;-0.73;0.32;g6148;-0.43;-0.38;-0.51;0.02;g6148;-0.33;0.84;0.8;0.2
g6149;0.25;0.32;-0.13;0.09;g6149;-0.11;-0.25;-0.04;0.3;g6149;0.26;-0.16;0.04;0.04;g6149;-0.04;-0.08;0.05;-0.03;g6149;-0.04;0.27;0.06;0.06;g6149;-0.19;-0.06;-0.2;0.12
g6150;0.18;-0.22;-0.03;-0.12;g6150;-0.17;0.34;0.06;0.15;g6150;0.32;0.24;0.33;-0.02;g6150;0;0.24;0.25;0.18;g6150;0.12;-0.18;0.25;0.2;g6150;-0.07;0.19;-0.75;0.07
g6151;-0.1;-0.15;-0.05;0.01;g6151;-0.33;0.02;-0.06;-0.05;g6151;0.15;-0.14;0.08;-0.3;g6151;0.04;0.17;0.26;0.19;g6151;0.06;-0.21;0.14;0.22;g6151;-0.1;0.12;0.22;0.19
g6152;0;-0.12;0.19;-0.03;g6152;0.24;-0.61;0.34;0.12;g6152;0.04;0.12;0.45;-0.03;g6152;-0.27;0.35;0.54;0.04;g6152;-0.07;-0.12;0.1;0.07;g6152;-0.18;0.3;0.08;0.13
g6153;0.13;-0.06;-0.13;-0.13;g6153;-0.15;-0.39;-0.12;-0.21;g6153;0.22;0.08;0.2;-0.28;g6153;-0.13;-0.14;0.1;0.62;g6153;0.16;-0.37;0.26;0.22;g6153;0;0.03;0.29;0.09
g6154;0.3;0.13;0.28;-0.42;g6154;-0.13;0.27;0.1;0;g6154;0.41;0.23;-0.12;0.21;g6154;-0.42;0.27;-0.03;0.7;g6154;0.09;0.58;-0.53;0.65;g6154;-0.15;0.19;0.78;0.52
g6155;0.11;0.34;-0.16;-0.07;g6155;-0.07;-0.07;-0.19;0.18;g6155;0.37;0.16;-0.61;-0.27;g6155;0.01;-0.24;-0.32;0.01;g6155;0.26;0;0.21;0.35;g6155;-0.17;-0.19;0.73;0.13
g6156;0.3;-0.1;-0.02;0.08;g6156;-0.01;0.13;-0.07;0.21;g6156;0.46;-0.49;-0.46;0.32;g6156;-0.38;-0.08;-0.35;0.45;g6156;-0.08;-0.73;-0.1;0.34;g6156;-0.45;0.38;0.51;0.18
g6157;0.28;0.39;0.25;-0.63;g6157;-0.25;-0.73;0.1;-0.78;g6157;-0.15;-0.02;-0.37;-0.32;g6157;-0.52;-0.63;-0.51;-0.17;g6157;0.72;0.31;0;0.36;g6157;-0.42;-0.46;0.45;0.03
g6158;0;-0.05;-0.33;-0.2;g6158;0.15;-0.39;-0.21;0.09;g6158;-0.05;-0.12;-0.24;-0.03;g6158;-0.1;-0.3;-0.26;0.26;g6158;-0.3;-0.03;-0.14;0.12;g6158;0.16;0;-0.07;0.02
g6159;0;-0.47;0.11;0.23;g6159;0;0.04;0.4;0.07;g6159;0.14;0.03;0.17;0.09;g6159;0.01;0.28;0.25;-0.05;g6159;0.16;-0.37;0.3;-0.24;g6159;-0.07;0.1;-0.1;-0.07
g6160;0;-0.06;0.13;0.33;g6160;-0.03;0.06;-0.17;0.27;g6160;0.09;-0.03;0;-0.01;g6160;-0.11;0.18;-0.08;0.32;g6160;0.28;-0.06;-0.18;-0.13;g6160;0.34;0.14;0.7;0.23
g6161;-0.01;-0.14;-0.16;-0.01;g6161;-0.15;-0.25;0.04;0.35;g6161;0.24;0.26;0.15;-0.03;g6161;-0.05;-0.3;0.01;0.16;g6161;0.37;-0.25;-0.25;0.24;g6161;0.09;-0.04;-0.3;0.1
g6162;0.1;0.05;0.05;0.06;g6162;0.09;-0.01;0.18;-0.11;g6162;-0.21;0.07;0.3;-0.21;g6162;0.12;-0.15;0.35;-0.03;g6162;0.03;-0.11;0.1;0.19;g6162;-0.07;0.05;0.19;0.12
g6163;0.05;0.23;0.62;0.45;g6163;0;0.33;0.65;0.17;g6163;0.44;0;0.39;0.19;g6163;-0.01;0.15;0.43;-0.05;g6163;0.37;0;0.06;0.28;g6163;-0.08;-0.13;-0.01;0.22
g6164;-0.14;-0.21;0.14;-0.19;g6164;-0.4;-0.44;0.16;-0.31;g6164;-0.02;0.58;-0.04;-0.37;g6164;-0.29;-0.13;0.01;0.55;g6164;0.05;0.39;0.19;0.44;g6164;0.07;-0.21;0.6;0.25
g6165;0.1;0;-1.89;0.01;g6165;0.2;0;-0.31;-0.5;g6165;0.05;0;0.69;-0.7;g6165;-0.06;0;0.11;-0.17;g6165;0.02;0;0.5;0.05;g6165;0.04;0;1.28;-0.38
g6166;-0.2;0.03;-0.04;-0.44;g6166;0;-0.25;-0.08;-0.49;g6166;-0.06;0.23;0.16;-0.52;g6166;-0.14;-0.1;0.03;0.08;g6166;-0.02;0.4;-0.04;0.08;g6166;0;-0.43;0.24;0.01
g6167;-0.01;0.39;-1.14;0.04;g6167;0;-0.22;-0.5;0.02;g6167;0.06;0.29;-0.66;0.02;g6167;0.11;-0.92;-0.4;-0.25;g6167;0.25;0.42;0.18;0.17;g6167;-0.08;-0.59;0.68;0.02
g6168;0.07;-0.2;-0.05;0.03;g6168;-0.21;-0.27;0.16;-0.13;g6168;0;0.37;-0.27;-0.3;g6168;0;0.16;-0.09;-0.3;g6168;0.08;-0.43;0.11;-0.26;g6168;0.03;0.08;-0.18;-0.6
g6169;-0.13;0.23;-0.39;0.02;g6169;0;-0.38;0;0.12;g6169;0.02;0.34;0.16;0.02;g6169;0.26;0.07;0.33;-0.24;g6169;-0.01;0.34;0.44;-0.24;g6169;-0.2;-0.07;-0.25;-0.16
g6170;0.13;0.11;0.27;-0.03;g6170;-0.27;0.31;0.03;-0.31;g6170;0.01;0.1;0.33;0.01;g6170;-0.14;0.23;0.44;0.22;g6170;-0.14;-0.12;0.18;0.46;g6170;-0.09;0.31;-0.26;0.24
g6171;0.29;0.65;-0.09;0;g6171;0.08;-0.26;0.07;-0.17;g6171;0.43;0.14;0.14;-0.07;g6171;-0.06;-0.33;0.22;-0.32;g6171;0.07;0.53;0.04;0.17;g6171;-0.23;-0.02;0.03;-0.02
g6172;0;-0.26;-0.03;0.18;g6172;0.24;0.21;0.18;-0.11;g6172;0.06;-0.4;0.05;-0.03;g6172;0.16;0.34;0.29;-0.1;g6172;-0.04;-0.8;0.05;-0.44;g6172;-0.15;0.34;-0.3;-0.3
g6173;-0.16;0.3;0.2;0.13;g6173;0.12;-0.62;-0.04;0.31;g6173;-0.12;1.35;-0.25;0.16;g6173;0.36;-0.14;-0.09;-0.23;g6173;0.04;-0.03;-0.04;-0.35;g6173;0.34;-0.51;-0.43;-0.15
g6174;0.08;1.3;-0.29;0;g6174;-0.08;-0.07;-0.29;0.36;g6174;0.26;0.29;-1.61;-0.02;g6174;0.11;-0.2;-0.39;0.13;g6174;0.13;0.25;0.05;0.08;g6174;-0.1;-0.47;-0.19;-0.37
g6175;0.19;-0.46;0.14;0.25;g6175;-0.11;-0.4;-0.14;0.35;g6175;-0.42;-1.02;-0.11;0.21;g6175;-0.56;0.02;-0.02;0.18;g6175;-0.36;-0.02;-0.19;0.4;g6175;-0.12;1.22;0.12;0.38
g6176;0.14;-0.44;-0.16;0.2;g6176;-0.44;-0.21;-0.37;0.36;g6176;-0.44;-1.08;-0.36;0.14;g6176;-0.75;0.39;-0.12;0.53;g6176;-0.26;-0.17;-0.02;0.36;g6176;-0.06;1.61;0.8;0.4
g6177;0.18;-0.6;-0.03;-0.01;g6177;-0.11;-0.09;-0.69;0.17;g6177;-0.2;-0.85;-0.57;0.35;g6177;-0.53;0.17;-0.51;0.25;g6177;-0.24;-0.05;-0.32;0.34;g6177;-0.04;1.26;1.35;0.25




;c0;c0;c0;c0;c0;c0;;c1;c1;c1;c1;c1;c1;;c2;c2;c2;c2;c2;c2;;c3;c3;c3;c3;c3;c3;;
;t4;t5;t6;t7;t8;t9;;t4;t5;t6;t7;t8;t9;;t4;t5;t6;t7;t8;t9;;t4;t5;t6;t7;t8;t9;;
g1054;0.16;-0.18;0.29;-0.04;0.17;0.17;g1054;0.94;-1.15;-0.02;0.35;-0.15;-0.55;g1054;-0.55;0.18;0.1;-0.67;0.06;0.03;g1054;-0.1;-0.16;-0.12;-0.16;-0.08;-0.18
g1055;-0.24;-0.37;0.08;-0.22;0;0.35;g1055;-0.48;-0.24;0.22;0;-1;-1.48;g1055;-0.92;-0.35;0.05;-0.52;-0.11;-0.35;g1055;-0.2;-0.07;-0.55;-0.03;0.13;-0.1
g1056;0.28;0.02;0.52;0.33;0.17;-0.14;g1056;0.36;-0.29;0.02;-0.29;-0.77;-0.2;g1056;0.34;-0.07;-0.16;-0.29;-0.37;0.1;g1056;-0.43;-0.46;-0.26;-0.03;0;0.02
g1057;0.19;0.5;0.17;-0.45;0.2;0.13;g1057;0.33;0.22;-0.04;0.04;-0.74;-0.41;g1057;0.45;-0.03;0.26;0.16;-0.21;-0.15;g1057;0.76;0.5;0.33;0.19;-0.11;0.56
g1058;0.09;0.09;0.41;0.2;0.21;0.03;g1058;0.63;-0.42;0.2;-0.28;0.16;-0.28;g1058;0.08;0.31;0.12;0.03;0.09;-0.17;g1058;-0.16;-0.18;-0.04;0.24;0.13;0
g1059;0.26;-0.15;0.23;-0.31;-0.03;-0.15;g1059;0.04;0.56;0.1;0.15;-1.29;0.14;g1059;-0.31;-0.12;-0.08;-0.11;0.04;0.18;g1059;0.18;0.22;-0.15;0.29;0.22;0.2
g1060;0.18;-0.01;0.15;-0.08;-0.07;-0.17;g1060;-0.05;-0.36;-0.28;-0.33;-0.44;0.08;g1060;0.05;-0.05;-0.22;-0.18;-0.19;0.28;g1060;-0.26;-0.26;-0.18;-0.11;-0.11;-0.26
g1061;-0.04;-0.31;0.14;-0.19;0.1;0.11;g1061;0.66;0.37;0.58;0.12;-0.18;0.35;g1061;0.24;-0.36;-0.08;-0.15;-0.36;-1.9;g1061;0.34;0.3;-0.02;0.32;0.18;0.36
g1062;0.15;0.07;0.32;0.22;0;-0.16;g1062;0.91;-0.72;0.08;0.11;0.39;-0.3;g1062;-0.18;-0.03;-0.25;0.21;0.1;-0.69;g1062;0.06;0.08;-0.08;-0.25;-0.1;-0.1
g1063;-0.29;0.4;-0.37;0.18;-0.13;-0.04;g1063;-0.16;0;0.09;0;0;0;g1063;-0.48;0.19;-0.1;0.06;0.22;-0.11;g1063;0.25;0.06;0.22;0;-0.1;-0.13
g5991;0.28;-0.05;-0.04;-0.42;-0.2;-0.18;g5991;-0.42;-0.64;-0.53;-0.12;-0.27;0.34;g5991;-0.77;-0.46;-1.82;-1.86;-0.1;0.94;g5991;0.33;0.24;0.4;0.1;0.34;0.33
g5992;-0.82;-1.01;-0.53;-0.5;0.35;0.7;g5992;-0.75;0;0.6;0.22;0.85;0.08;g5992;-0.36;-0.18;-0.15;0.56;0.63;0.97;g5992;-0.1;0.02;-0.15;0.39;0.12;0.53
g5993;-0.07;0.16;0.12;-0.15;0.13;-0.15;g5993;0.21;0.06;0.44;0.18;0.19;0.08;g5993;0.33;0.22;-0.09;0.13;0.23;0.63;g5993;-0.03;0.11;0.09;-0.14;-0.03;-0.39
g5994;-0.09;-0.03;-0.15;-0.09;0.07;0.16;g5994;0.15;-0.41;0.27;-0.34;1.52;-0.46;g5994;-0.16;0.04;-0.18;-0.21;-0.12;0.1;g5994;-0.15;-0.01;-0.05;0.29;0.06;0.06
g5995;0;0.08;0.11;0.08;0.05;0;g5995;0;-0.36;0.37;-0.36;0;0.18;g5995;0.01;0.58;0.32;0.29;0.17;-0.11;g5995;0.19;0.08;0.26;-0.13;0.27;0.22
g5996;-0.37;0.22;0.17;0;0.08;0.29;g5996;-0.13;-0.11;-0.01;0.02;0.17;0.1;g5996;-0.02;0.26;0.01;0.09;0.16;0.22;g5996;-0.34;-0.28;-0.12;0.38;0.16;0.13
