;t1;t1;t1;t1;;t3;t3;t3;t3;;t7;t7;t7;t7;;t8;t8;t8;t8;;t10;t10;t10;t10;;t11;t11;t11;t11;;t12;t12;t12;t12;;t13;t13;t13;t13;;
;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;
g3933;-0.14;-0.77;-1.31;-1;g3933;-1.16;0.64;-0.42;-1.15;g3933;0.76;1.17;0.55;0.52;g3933;0.75;-0.27;0.72;0.72;g3933;-0.24;-0.77;-0.31;0.86;g3933;-0.3;-0.81;-0.58;0.93;g3933;0.76;-1.24;0.21;0.9;g3933;-0.22;-0.39;0;0.42
g3943;0.07;0.13;-2.42;-0.39;g3943;-0.23;-0.16;0.63;0.16;g3943;0;-0.02;0.21;0.2;g3943;0.04;0.21;0.32;-0.14;g3943;0.1;-0.19;0.4;-0.02;g3943;0.02;0.01;0.3;-0.12;g3943;0.1;-0.09;0.4;-0.27;g3943;-0.13;-0.09;-0.62;-0.02
g4026;0.22;0.19;0.18;-0.71;g4026;-0.09;0.43;0.05;0.01;g4026;-0.04;0.36;-0.08;0;g4026;0.03;-0.87;0.28;0.22;g4026;-0.31;-0.21;-0.35;-0.03;g4026;-0.2;0.06;-0.14;-0.3;g4026;-0.11;-0.61;-0.18;-0.34;g4026;-0.13;0.26;-0.38;0.14
g4095;0.37;0.41;0.35;-0.11;g4095;0.31;0.03;-0.05;-0.13;g4095;0.06;-0.17;0.03;-0.21;g4095;0.04;-0.47;-0.17;-0.09;g4095;-0.2;-0.28;0.19;0.28;g4095;-0.04;0.4;0.13;-0.14;g4095;0.3;-0.35;0;-0.08;g4095;-0.26;0.27;0.05;-0.19
g4113;0.03;-0.12;-0.13;0.13;g4113;-0.07;0.11;-0.16;0.3;g4113;-0.11;0.11;0.29;0.05;g4113;0.11;0.03;-0.01;0.17;g4113;0.1;-0.01;0.24;0.13;g4113;0.21;-0.11;-0.01;-0.04;g4113;0.15;-0.14;0.14;0.17;g4113;-0.04;0.06;0;0.03
g4225;-0.02;-0.02;-0.19;-0.28;g4225;-0.34;-0.35;-0.37;-0.06;g4225;-0.16;0.19;-0.02;0.03;g4225;-0.04;-0.29;0.12;0.28;g4225;0.08;-0.2;0.49;-0.05;g4225;0.29;-0.77;-0.02;0.21;g4225;-0.11;0.65;-0.11;0.23;g4225;0.05;-0.29;0.07;0.35
g4233;-0.09;-0.02;0.5;-0.07;g4233;-0.16;0.04;-0.14;0.3;g4233;-0.12;0.28;0.3;0.42;g4233;0.18;0.01;0.09;-0.1;g4233;0.02;-0.01;0.06;-0.13;g4233;-0.05;-0.18;-0.24;0.03;g4233;0.09;-0.18;-0.45;0.21;g4233;-0.18;0.03;0;0.02
g4249;0.18;-0.02;0.41;-0.17;g4249;0;0.28;-0.19;-0.05;g4249;-0.04;0.4;0.09;-0.03;g4249;0.11;0.08;0.24;0.19;g4249;-0.11;-0.28;-0.37;0;g4249;-0.34;-0.14;-0.25;0.24;g4249;-0.04;-0.26;-0.23;0;g4249;-0.15;-0.09;-0.1;0.11
g4270;-0.41;0.88;0.1;-0.48;g4270;0.72;-0.38;-0.16;0.22;g4270;-0.64;0.12;-0.04;0.1;g4270;-0.39;0.17;-0.28;0.34;g4270;0.75;0.69;0.26;-0.16;g4270;0.71;0.92;0;0.26;g4270;0.27;0.27;-0.25;0.38;g4270;-0.25;0.14;0.02;0.13
g4350;0.05;-0.58;1;-0.32;g4350;-0.05;-0.41;1.35;-0.03;g4350;0.26;-0.36;0;0.01;g4350;-0.08;0.13;0;0.08;g4350;0;0.22;-2.27;0.07;g4350;-0.31;-0.36;-0.85;-0.12;g4350;-0.17;-0.08;0.39;-0.03;g4350;-0.18;-0.11;-0.68;-0.18
g4369;-0.3;-0.93;0.2;-0.13;g4369;-0.06;0.14;-0.27;0.5;g4369;0.01;0.48;0.48;-0.15;g4369;0.15;0.48;0.09;0.14;g4369;0.54;0.04;0.08;-0.17;g4369;-0.22;0.04;-0.14;0.08;g4369;-0.01;0.04;-0.09;-0.32;g4369;-0.3;-0.08;0;-0.13
g4514;0;0.04;1.53;0;g4514;0;-0.05;0.47;0;g4514;0;0;-0.22;0;g4514;0;0.3;-0.11;0;g4514;0;0.65;-0.2;0;g4514;0;0;0.12;0;g4514;0;0.18;0.35;0;g4514;0;0.44;-0.73;0
g4600;0.01;0;0.16;-0.21;g4600;-0.04;0;-0.31;0.24;g4600;-0.28;0;-0.39;0.26;g4600;0.06;0;0.24;0.04;g4600;0.07;0;0.19;-0.22;g4600;0.09;0;0.03;0.25;g4600;-0.07;0;0.28;0.35;g4600;-0.14;0.53;0;0.16
g4706;-0.11;-0.79;1.75;-0.1;g4706;0.03;-0.2;-0.22;0.1;g4706;0.02;-0.22;1.25;0.1;g4706;0.29;1.93;0.64;0.1;g4706;0.76;-0.17;-0.72;-0.16;g4706;-0.3;0.24;-0.2;0.25;g4706;-0.25;0.3;-0.98;0.22;g4706;-0.23;-0.04;-1.46;0.15
g4714;-0.24;0.02;0;-0.25;g4714;0.31;-0.16;0.68;0.08;g4714;-0.18;-0.52;0;0.1;g4714;0.13;0;0;-0.03;g4714;0.47;-0.24;0;-0.08;g4714;0.04;1.49;0.68;0.08;g4714;0.24;0;-0.13;-0.33;g4714;-0.4;-0.19;-0.54;0.01
g4761;-0.2;0.12;-0.14;-0.24;g4761;-0.22;-0.07;-0.26;0.15;g4761;-0.06;0.45;-0.44;0.14;g4761;0.04;-0.01;0.03;-0.13;g4761;0.07;-0.33;0.21;0.06;g4761;0.11;0.89;0.53;0.16;g4761;0.01;0.09;-0.45;0.07;g4761;-0.18;0;-0.27;0.13
g4837;-0.3;0;1.02;-0.41;g4837;-0.02;0;0.14;0.66;g4837;0.24;0;0.05;-0.04;g4837;0.01;0;-0.23;-0.17;g4837;-0.26;0;-0.58;-0.09;g4837;-0.16;0;-0.32;-0.47;g4837;-0.05;0;-0.34;-0.33;g4837;-0.22;0;-0.29;-0.14
g4848;0.07;-0.65;-0.21;-0.28;g4848;0.17;-0.14;-0.1;-0.07;g4848;-0.19;0.13;-0.38;0.21;g4848;0.13;0.13;-0.25;0.34;g4848;0.13;0.05;0.53;0.13;g4848;-0.26;0.2;0;0.33;g4848;0.32;0.12;-0.23;0.31;g4848;-0.26;-0.11;0.21;0.43
g4911;0.85;0.39;0.11;0;g4911;0;0;0.41;-0.09;g4911;-0.08;0;0.46;0;g4911;0;-0.19;0.18;-0.17;g4911;-0.12;-0.39;0.11;0.26;g4911;-0.21;0;0.04;-0.71;g4911;0.27;0.03;0.41;-0.38;g4911;-0.19;0;0.21;0.2
g5073;-0.24;0;0.1;0.02;g5073;-0.1;0;0.03;-0.17;g5073;-0.03;0;0.1;0.1;g5073;0.14;0;0.06;0.04;g5073;0.37;0;0.06;-0.2;g5073;-0.07;0;-0.04;0;g5073;0.25;0;0.02;0.06;g5073;-0.34;-0.14;-0.01;-0.15
g5125;0.3;0;0.08;-0.25;g5125;-0.2;0;0.57;-0.21;g5125;0.02;0;-0.32;-0.02;g5125;-0.18;0;0.02;0.25;g5125;-0.04;0;-0.35;-0.23;g5125;-0.59;0;-0.59;0.52;g5125;0.05;0;0.08;0;g5125;0;-0.14;-0.25;0.17
g5293;0;-0.11;0.16;0.12;g5293;0.06;-0.05;-0.05;-0.02;g5293;-0.1;0.21;0.12;0.04;g5293;0.15;0.25;0.16;0.12;g5293;0.1;0.1;-0.02;-0.08;g5293;0.02;0.5;-0.72;0.14;g5293;0.22;0.07;0.12;0.22;g5293;-0.2;-0.39;0.57;0.02
g5315;-0.08;-0.19;-0.17;-0.69;g5315;0.18;-0.29;-0.32;-0.24;g5315;0.18;0.23;-0.26;-0.04;g5315;0.2;-0.85;-0.23;0.25;g5315;0;-0.41;0.4;0.09;g5315;-0.25;-0.12;-0.77;0.34;g5315;-0.05;-0.31;0;0.55;g5315;-0.59;0.09;0.26;0.12
g5325;0.26;0.06;0.38;0.13;g5325;0.22;0.06;0.33;0.24;g5325;0.03;-0.37;0.49;0.17;g5325;0.09;0.85;0.07;-0.2;g5325;-0.02;0.54;-0.1;-0.01;g5325;0.17;0.5;-0.43;0.07;g5325;0.15;0.67;-0.17;-1.02;g5325;0;1.16;-0.39;0.12
g5366;-0.05;-0.01;0.33;-0.4;g5366;0.2;-0.4;0.41;0.09;g5366;-0.07;0.22;-0.55;0.11;g5366;0.02;0.68;-0.13;0.07;g5366;0.04;0.2;0.35;-0.2;g5366;-0.27;-0.19;-1.13;0.14;g5366;0.07;0.26;0.51;-0.24;g5366;0;-0.09;0.04;0.02
g5702;-1.11;0.11;0.3;-0.45;g5702;-0.36;-0.1;-0.02;0.94;g5702;0.14;0.03;0.16;0.17;g5702;0.42;-0.57;-0.13;-0.21;g5702;0.17;0.04;-0.15;0.35;g5702;0.31;0.08;-0.15;-0.65;g5702;0.2;-0.3;-0.32;-1.05;g5702;0.31;0.01;-0.2;-0.19
g5727;-0.1;0.03;-0.15;-0.01;g5727;0.05;0.14;-0.02;0.75;g5727;-0.02;0;-0.3;0.14;g5727;0.18;-0.27;-0.34;-0.03;g5727;0.28;0.12;0.37;-0.23;g5727;-0.22;0.34;0;-0.25;g5727;0.01;-0.4;-0.45;-0.46;g5727;-0.24;0.19;0.05;-0.33
g5733;0.62;0.38;-0.06;-0.22;g5733;-0.18;-0.22;-0.29;0.61;g5733;-0.11;0;0.07;0.11;g5733;0.18;0.49;0.14;-0.12;g5733;0.44;-0.18;0.05;-0.2;g5733;-0.25;0;0;-0.42;g5733;0.01;0.12;0.13;-0.42;g5733;-0.13;-0.31;0;-0.12
g5750;0.19;0.39;0.28;0.29;g5750;-0.04;0.19;-0.08;0.54;g5750;0.55;-0.14;-0.14;-0.26;g5750;0.12;0.15;-0.21;-0.72;g5750;-0.66;-0.59;-0.17;0.18;g5750;0.19;-0.01;-0.19;-0.28;g5750;-0.24;-0.13;0.27;-0.41;g5750;0;-0.36;0.17;0.02
g5776;-0.5;0.64;0.33;-0.18;g5776;-0.21;0.19;-0.23;0.4;g5776;0.4;0.08;0.12;-0.1;g5776;0.36;-0.11;-0.04;-0.35;g5776;-0.18;-0.34;-0.06;0.19;g5776;0.04;0.21;0.12;-0.56;g5776;0.02;-0.7;0.05;-0.65;g5776;0.04;-0.02;0.21;-0.25
g5823;0;0.02;-1.06;-0.09;g5823;-0.42;0.02;0.26;0.23;g5823;0.11;-0.28;0.32;0.12;g5823;0.12;-0.21;0.13;-0.21;g5823;-0.48;-0.51;-0.51;-0.01;g5823;-0.11;0.57;-0.38;-0.24;g5823;0.11;-0.1;0.27;-0.34;g5823;0.04;0.03;0.45;0.01
g5841;-0.51;0.44;0.24;-0.27;g5841;-0.39;-0.05;-0.56;-0.12;g5841;0.04;0.23;0.47;0.24;g5841;0.02;-0.17;0.63;0.04;g5841;0.04;-0.14;-0.29;-0.16;g5841;-0.16;0.06;0.28;-0.09;g5841;-0.1;-1.44;0.05;0.34;g5841;-0.16;-0.09;-0.13;0.11
g5907;-0.72;0.98;0.31;-0.34;g5907;-0.49;-0.15;-0.07;0.27;g5907;0.04;0.14;0.23;0.1;g5907;0.34;-0.52;-0.26;-0.15;g5907;0.32;-0.25;-0.2;-0.04;g5907;-0.06;0.04;-0.19;-0.11;g5907;-0.11;-0.67;-0.27;-0.4;g5907;0.04;-0.12;-0.01;-0.02
g5958;-0.25;0.34;0.44;-0.33;g5958;0.23;0;-0.44;0.03;g5958;0;0.01;0.08;0.04;g5958;-0.05;0.28;-0.13;0.24;g5958;-0.01;-0.17;-0.12;-0.08;g5958;0.02;0;0.31;-0.27;g5958;-0.21;0.42;-0.19;-0.13;g5958;0.11;0.34;0;-0.19




;c0;c0;c0;c0;c0;c0;c0;c0;;c1;c1;c1;c1;c1;c1;c1;c1;;c2;c2;c2;c2;c2;c2;c2;c2;;c3;c3;c3;c3;c3;c3;c3;c3;;
;t1;t3;t7;t8;t10;t11;t12;t13;;t1;t3;t7;t8;t10;t11;t12;t13;;t1;t3;t7;t8;t10;t11;t12;t13;;t1;t3;t7;t8;t10;t11;t12;t13;;
g0;-0.15;0.17;0.24;-0.1;0.18;0.42;-0.25;-0.01;g0;0.09;0.03;-0.44;-0.09;0.06;-0.04;0.31;0.59;g0;-0.77;-0.19;-0.07;-0.01;0.27;0.49;0.85;0.66;g0;-0.12;0.18;0.37;0.07;-0.32;0.04;-0.48;0.04
g105;0.02;0.06;1.25;0.3;-0.39;0.28;0.02;-0.33;g105;0.35;-1.01;-0.84;0.37;0.58;-0.28;0.46;-0.66;g105;0.22;0.05;0.15;0.01;0.18;-0.08;0.05;-0.61;g105;-0.13;0.07;0.07;-0.23;-0.08;-0.21;-0.62;0.17
g152;-0.02;-0.13;-0.04;-0.13;-0.01;0.06;0.1;0.01;g152;0;-0.31;-0.56;0.33;0.4;-0.03;0.64;-0.18;g152;-0.58;0.19;-0.16;-0.13;0.12;0.11;0;0.01;g152;-0.17;0.19;-0.02;0.17;-0.2;0.24;0.24;0.04
g177;0.72;-0.23;-0.1;-0.07;0.82;0;-0.01;-0.5;g177;-0.16;-1.22;-0.85;0.71;0.29;0;0.72;0;g177;0.65;0.6;-0.49;-0.75;-0.17;-0.03;-0.17;0.01;g177;-0.43;0.16;-0.06;0.41;-0.15;0.1;-0.99;-0.08
g205;0.35;-0.7;-0.05;-0.08;-0.14;0.32;0.25;-0.03;g205;0.2;-0.45;-0.5;-0.08;0.09;-0.17;0.26;-0.3;g205;0.39;-0.24;0.13;-0.22;-0.09;-0.11;0;-0.11;g205;0.08;-0.03;0.26;0.14;-0.37;0.76;-0.27;-0.14
g220;-0.43;-0.13;0;-0.09;0.21;0;-0.29;0;g220;0.14;0.07;0.04;0.12;-0.1;0.09;-0.23;-0.12;g220;-0.3;-0.23;0.53;0.36;0.07;-0.04;0.2;-0.13;g220;-0.11;0.36;0.03;0.21;-0.03;0.06;-0.01;-0.2
g286;-0.06;-0.13;-0.16;0.14;0.04;0.2;-0.11;-0.13;g286;0.46;0.05;0.08;-0.1;-0.12;-0.19;-0.21;0.22;g286;0.31;-0.09;0.14;0.1;-0.12;-0.28;-0.05;0;g286;0.03;-0.23;-0.53;-0.07;0.18;0.15;-0.06;0.18
g287;0.25;0.21;0.16;-0.13;0.03;-0.26;-0.21;-0.13;g287;0;0;0;0;0;0;0;0;g287;-0.38;-0.67;-0.08;0.09;0.38;0.31;0.21;0.01;g287;-0.18;-0.03;-0.22;0.45;-0.44;0.5;-0.63;-0.18
g336;-0.67;-0.14;0;0.18;0.1;0;0.08;0.01;g336;0.21;0;0;2.56;0.07;0.14;0;0.17;g336;-0.3;-0.18;-0.33;-0.57;0.13;0;-0.41;0.38;g336;-0.44;-0.38;0.7;0.39;0;0.52;0.2;0.32
g388;1.62;-0.85;0;-2.13;1.03;1.31;1.15;0.31;g388;2.22;-1.34;-0.65;0.2;1.6;1.19;0.41;-0.02;g388;-0.22;-0.95;-0.26;-0.01;1.12;0.6;0.04;0.07;g388;-0.43;-0.28;-0.72;-0.43;0.53;0.72;1.35;0.99
g475;-0.46;-0.48;0.18;-0.05;0.39;0.23;0.3;0.48;g475;0.4;-0.2;-0.33;-0.04;0.06;-0.37;0.1;-0.16;g475;-1;-0.32;-0.29;-0.12;0.38;0.54;0.4;0.11;g475;-0.15;0.32;-0.11;-0.17;0.04;-0.13;-0.08;-0.25
g498;-0.92;-0.19;0.13;0.32;-0.05;0.27;0.23;-0.22;g498;1.54;0;0;-0.51;-0.39;0;-0.56;0;g498;0.83;0.06;0.37;-0.1;-0.4;-0.58;-0.28;-0.24;g498;-0.38;0.43;0.4;0.07;-0.06;-0.46;-0.5;0.16
g537;0.15;0;0.12;0.16;-0.04;0.07;-0.12;-0.01;g537;0;0;0;0;0;0;0;0;g537;0.03;0.21;0.12;0.21;0.12;0.12;0.49;0.42;g537;0.05;0.1;0.18;-0.89;-0.05;-0.28;-0.09;0.13
g579;0.03;-0.19;0.15;-0.03;-0.05;0;0.03;-0.12;g579;-0.01;-0.12;0.12;-0.15;-0.29;0.34;-0.17;-0.19;g579;0.07;-0.47;-0.07;0.08;0.17;0.35;0.04;-0.22;g579;-0.03;0.25;-0.26;-0.07;0.2;-0.13;-0.33;0.01
g629;0.18;0.17;-0.06;0.1;0.25;-0.25;-0.28;-0.3;g629;-1.81;-0.81;0.11;0.67;0.31;0.11;0.62;-0.14;g629;-0.81;-0.5;-0.34;-0.66;0.37;0;-0.55;0.44;g629;0.64;0.23;-0.2;-0.24;-0.56;-0.02;0.3;0.54
g638;0;-0.21;0.25;0.28;0;0.01;0.04;-0.19;g638;-0.1;-0.65;0.03;0.17;0.14;-0.59;0.27;-0.37;g638;-0.09;0.18;0.03;-0.32;-0.35;-0.32;0.16;0.2;g638;0.36;-0.46;-0.77;-0.25;-0.06;0.36;-0.13;-0.46
g659;0.39;0.04;-0.31;-0.04;-0.2;0.26;0.04;-0.2;g659;-0.57;-0.33;0.69;0.54;-0.35;-0.31;-0.44;-0.7;g659;0.47;-0.42;0.25;0.11;-0.11;-0.23;0;-0.39;g659;0.02;0.34;-0.18;0.09;-0.05;-0.3;-0.28;0
g699;0.43;-0.01;-0.14;-0.02;-0.26;-0.01;0.03;-0.1;g699;0.2;-0.18;-0.33;0.12;-0.14;-0.2;-0.01;0.18;g699;0.54;0.14;0.46;0.39;0.05;-0.07;0.37;-0.51;g699;-0.13;-0.2;0.2;0.31;-0.09;0.13;0.36;0.15
g789;-0.16;0.07;-0.39;-0.04;0;0.07;0.42;-0.12;g789;0.59;0.12;0.22;-0.69;0;0.22;-0.24;0.1;g789;0.67;0.1;-0.17;-0.1;-0.08;-0.18;-0.17;0.06;g789;0.08;-0.02;0.18;0.05;-0.09;-0.11;-0.09;-0.04
g864;-0.22;0.02;0.08;0.18;-0.03;-0.07;0.09;-0.36;g864;0.33;0.41;0.49;-0.26;-0.77;0.11;-0.53;0.09;g864;-0.08;0.1;0.05;-0.26;-0.06;-0.32;0.28;0;g864;-0.11;-0.35;0.12;0.19;0.13;0.23;0.04;0.04
g873;0.35;-0.01;-0.14;0.11;0.04;-0.06;0.08;-0.54;g873;0;0;-1.23;0;0;0;0;0;g873;-0.19;-0.16;-0.12;-0.38;0.25;-0.02;-0.45;0.21;g873;0.03;-0.26;0.22;0.17;-0.16;0.07;0.24;0.29
g925;-0.09;0.09;0.17;0.08;0.17;0.11;0.09;0.09;g925;-0.58;0;0;0;0;-0.01;0;-1.19;g925;-0.01;-0.07;0.67;0.35;0.04;-0.33;0.09;-0.01;g925;0.15;-0.69;-0.55;-0.14;0.2;-0.19;-0.44;-0.15
g992;0.27;0;0.14;-0.17;-0.16;-0.21;-0.02;-0.24;g992;-0.02;-0.35;-0.14;0.39;0.65;0.61;0.44;0.3;g992;0.2;0.48;-0.39;-0.22;-0.03;-0.26;0.48;-0.26;g992;-0.18;-0.18;0.15;0.05;-0.01;-0.04;-0.05;0.01
g1033;-0.2;0.12;-0.06;0.17;-0.03;0.12;0.16;-0.21;g1033;-0.29;1.02;-0.59;-0.67;0.18;0.17;-0.02;0.37;g1033;-0.02;-0.3;0;0.16;0.05;0.09;0.29;0.03;g1033;-0.37;-0.55;0.35;0.28;0.22;0.29;0.21;0.51
g1127;-0.24;-0.31;0.07;0.14;-0.28;0;0.07;-0.08;g1127;-0.18;0.65;-0.14;-0.37;-0.32;-0.21;0.2;0.25;g1127;-0.43;0.29;0.42;0.23;-0.51;-0.14;0.42;0.57;g1127;-0.24;-0.49;0.37;0.45;0.18;0.38;-0.07;0.37
g1150;-0.3;-0.18;0.27;0.06;0.84;-0.34;-0.15;-0.22;g1150;0.35;-0.02;0.19;-0.67;-0.08;-0.16;-0.56;-0.08;g1150;0.15;0.29;0.18;0.11;-0.24;-0.25;-0.27;0.02;g1150;-0.16;0.18;0.32;-0.02;-0.24;0.08;-0.28;-0.2
g1254;0;0.13;-0.12;0.13;0.45;0.01;0.2;-0.26;g1254;0.16;-0.41;-0.24;-0.24;0.12;-0.01;0.17;0.32;g1254;0.38;0.54;0.33;0.52;0;-0.04;-0.24;-0.38;g1254;0.24;-0.59;0.29;0.5;-0.03;0.78;1.2;0.54
g1425;-0.04;0;0.39;0.3;0.37;-0.01;0.01;-0.29;g1425;-0.21;0.09;0;-0.03;-0.02;0.17;-0.12;0.08;g1425;0.02;0.06;-0.13;0.11;0.26;0.09;-0.12;0.32;g1425;0.26;-0.14;-0.09;-0.04;0.08;-0.12;0.06;0.02
g1432;-0.35;0.11;0.14;0.01;-0.02;-0.06;0.1;-0.22;g1432;-0.5;0.12;-0.25;-0.44;0.01;0.24;0.25;0.38;g1432;-0.59;-0.14;-0.05;0.09;0.24;0.34;-0.01;0.38;g1432;0.03;0.03;0.08;-0.19;-0.02;-0.11;-0.28;-0.19
g1537;0.05;0.46;-0.16;-0.08;0.09;0.14;0.32;-0.3;g1537;0.07;-0.59;0.11;0.12;0.56;0.46;0.34;0.26;g1537;0.07;-0.32;-0.44;0.15;0.27;0.33;0.08;0.49;g1537;-0.41;-0.44;-0.01;0.06;0.12;0.38;0.24;0.33
g1542;0.03;0.06;-0.42;-0.03;0.06;0.28;0.34;-0.26;g1542;0.32;0.19;0.46;-0.26;0.04;0.2;-0.1;0.15;g1542;-0.24;-0.51;0.33;0.12;0.12;0.3;0.14;0.71;g1542;-0.25;-0.23;0.42;0.22;-0.12;0.33;0.16;0.47
g1591;0.06;0.64;-0.06;-0.28;-0.47;-0.23;0.01;-0.18;g1591;-0.17;0.44;-0.47;-0.35;0.35;0.69;0.55;0.32;g1591;0.65;0.43;-0.09;-0.02;0.23;0.52;0.04;-0.56;g1591;0.05;-0.36;0.29;0.14;-0.09;0.2;0.02;0.05
g1595;-0.16;-0.03;0.23;0.34;0.22;0.05;0.05;-0.21;g1595;0.12;0.19;0.08;-0.5;-0.26;0.05;-0.37;0.36;g1595;-0.15;-0.1;0.35;0.02;0.31;-0.13;-0.1;0;g1595;0;0.1;-0.06;-0.42;0.05;-0.14;-0.11;-0.17
g1622;0;0;0;0;0;0;0;0;g1622;0.61;-0.33;0.18;0.12;0.88;0.82;0.54;0.52;g1622;-0.12;0.39;0.14;-0.08;0.19;0.24;0.86;-0.4;g1622;0;0;0;0;0;0;0;0
g1664;0.19;-0.16;0.09;0.1;-0.14;-0.07;0.19;-0.23;g1664;0.32;0.19;0.4;-0.2;-0.23;0.18;-0.69;0.21;g1664;0.13;-0.12;0.11;0.08;-0.56;-0.48;0.19;0.26;g1664;-0.37;0.73;-0.43;-0.33;0.12;-0.12;-0.19;-0.04
g1666;0.07;-0.1;0.05;0.01;-0.02;-0.04;0.18;-0.14;g1666;0.05;0.06;0.18;-0.5;-0.12;0.18;-0.62;0.17;g1666;-0.65;0.04;0.26;0.09;-0.05;-0.1;0.26;0.09;g1666;-0.08;0.29;-0.21;-0.03;0.06;0.15;0;0.11
g1767;0.12;0.09;0.09;0.14;-0.17;-0.3;0.12;-0.2;g1767;-0.47;-0.25;-0.34;-0.43;-0.25;0.25;0.2;0.13;g1767;0.13;0.03;-0.01;-0.15;-0.04;0.05;0.18;0.05;g1767;-0.14;-0.01;0.02;0.05;-0.08;0.37;0.44;0.18
g1771;0.35;0.15;-0.12;0.14;0.04;-0.16;-0.35;-0.2;g1771;0.63;0;-0.02;-0.3;0.21;0.1;0.17;0.23;g1771;-0.21;-0.15;-0.22;-0.64;0.25;-0.25;-0.37;0;g1771;0.26;0.51;-0.13;0;-0.38;-0.15;-1.13;0.32
g1834;0;0;0;0;0;0;0;0;g1834;-0.35;0.69;0.81;-0.36;0.28;-0.01;-0.32;-0.17;g1834;0.11;0.33;0.01;-0.27;-0.03;-0.37;-0.26;0;g1834;0;0;0;0;0;0;0;0
g1868;0.12;-0.08;0.29;0.21;-0.21;0.19;0.19;-0.31;g1868;0.1;-0.63;-0.59;0.61;0.42;-0.45;0;-0.54;g1868;-0.27;-0.59;-0.78;0.22;0;0.5;0.11;0.32;g1868;-0.2;-0.01;0.12;-0.12;0.1;-0.42;-0.35;0.17
g1990;-0.11;-0.21;-0.04;0.06;1.01;0.36;0.22;-0.21;g1990;0;0;0;0;0;0;0;0;g1990;-0.37;0.26;0.05;0.04;0.04;-0.11;0.01;0;g1990;-0.03;0.12;0.07;-0.14;-0.19;-0.02;0.32;0.28
g2046;0.2;0.08;0.09;0.18;0.01;-0.1;-0.06;-0.08;g2046;0.31;-0.02;0.1;0.13;-0.16;0.1;-0.08;-0.02;g2046;0.02;0.07;0.04;0.06;-0.03;-0.22;0.06;0;g2046;0;0.44;-0.15;-0.53;-0.11;-0.26;-0.41;-0.03
g2054;-0.57;-0.45;0.07;0.32;0.15;0.18;0.26;-0.07;g2054;1.24;0.35;0.09;-0.48;-0.52;0.17;-0.7;-0.02;g2054;0.49;0.17;-0.11;0.11;-0.25;-0.1;-0.13;0.03;g2054;0.03;0.08;0.02;-0.06;-0.1;-0.03;-0.34;0.05
g2074;0;-0.12;0.21;0.23;-0.1;-0.1;0;-0.46;g2074;-0.14;-0.05;0.13;-0.05;-0.28;0.18;-0.28;-0.3;g2074;0.09;-0.07;0.24;0.15;0.08;-0.19;-0.04;0;g2074;0.1;0.28;0;0;0.1;0.14;0.15;0.24
g2107;0.21;0;0.24;0.03;-0.16;0.13;0.06;-0.18;g2107;0.02;-0.35;-0.26;-0.21;-0.05;-0.3;-0.11;0.54;g2107;-0.29;0.02;0.15;0.14;-0.1;0.03;-0.15;0.14;g2107;0.34;0.22;-0.43;-0.36;0.16;-0.25;-0.28;-0.09
g2136;0.06;-0.01;0.21;0.12;0.15;-0.1;-0.16;-0.09;g2136;-0.06;0.15;0.2;-0.29;-0.14;0.17;-0.2;0.42;g2136;-0.26;0.03;0.07;0.13;-0.19;-0.22;-0.36;0;g2136;-0.13;-0.15;0.25;0.1;0.09;0.18;0.16;-0.1
g2141;0.33;-0.05;0.24;0;-0.06;0.02;-0.11;-0.14;g2141;-0.74;0.22;-0.09;0.74;0.31;-0.14;0.31;-0.2;g2141;-0.07;-0.3;-0.11;-0.07;-0.14;0.11;0.29;0.4;g2141;0.12;0.53;-0.11;-0.3;0.21;-0.04;-0.26;0.4
g2154;-0.06;-0.08;-0.16;-0.04;-0.04;-0.18;0.16;-0.04;g2154;-0.26;-0.24;-0.03;0.29;0.11;0.32;0.62;-0.17;g2154;-0.21;-0.19;-0.27;-0.14;0.28;0.51;0.34;0.34;g2154;0.15;-0.42;0.15;0.04;-0.12;0.13;-0.02;-0.09
g2181;0;0;0;0;0;0;0;0;g2181;-0.21;-0.21;-0.08;0.61;-0.26;0.54;0.35;-0.11;g2181;0;0;0;0;0;0;0;0;g2181;0;0;0;0;0;0;0;0
g2239;-0.69;0.07;0.1;0.14;0.28;-0.03;0.14;0.02;g2239;0.1;0;0.06;-0.08;-0.26;0.29;-0.14;0.35;g2239;-0.29;0.01;-0.38;0;0.06;0.11;-0.74;0;g2239;-0.28;0.31;0.17;-0.21;0.06;-0.07;-0.08;-0.07
g2268;0.23;0.24;0.01;-0.24;-0.34;0.08;0.09;0;g2268;0.41;0.66;0.49;-0.26;-0.1;0.56;-0.55;0.15;g2268;-0.43;0.07;-0.33;-0.19;0.17;-0.13;0.06;0;g2268;0.02;0.36;0.04;-0.11;0.28;-0.3;-0.01;0.08
g2270;0.16;0.16;-0.06;-0.13;-0.23;0;-0.08;-0.16;g2270;0.62;-0.03;0.1;-0.33;-0.84;0.12;-0.4;-0.16;g2270;-0.32;0.58;0.35;0.2;-0.07;-0.21;-0.21;-0.04;g2270;-0.04;0.51;-0.08;-0.02;0.21;-0.75;-0.22;0.11
