;t0;t0;t0;t0;;t1;t1;t1;t1;;t2;t2;t2;t2;;t3;t3;t3;t3;;t4;t4;t4;t4;;t5;t5;t5;t5;;
;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;c0;c1;c2;c3;;
g2854;0.18;0.49;0.55;0.22;g2854;0.12;0.37;-0.45;0.03;g2854;0.35;0.25;-1.67;0.09;g2854;0.12;0.33;-0.25;-0.17;g2854;0.25;-0.34;0.45;0.1;g2854;-0.11;0.32;-0.67;0.07
g2855;0.45;0.89;0.59;0.58;g2855;0.26;0.66;0.18;0.06;g2855;0.4;0.6;-0.41;0.27;g2855;0.23;0.57;0.09;0.09;g2855;0.24;0.13;0.09;0.32;g2855;0;0.37;-0.53;-0.07
g2856;-0.04;0.61;0.14;-0.46;g2856;-0.09;0.54;-0.22;-0.59;g2856;0;0.31;-0.1;-0.11;g2856;-0.04;0.33;-0.01;0.05;g2856;0.32;-0.17;-0.72;0.21;g2856;0;0.31;0.06;0.19
g2857;0.16;-0.29;0.06;1.19;g2857;-0.05;-0.37;-0.57;-0.02;g2857;0.44;-0.11;-0.54;-0.24;g2857;0.17;0.12;-0.74;-0.32;g2857;0.11;0.04;-0.13;-0.46;g2857;-0.18;0.13;0.28;-0.24
g2858;-0.16;0.37;-0.38;0.09;g2858;-0.34;0.59;-0.44;-0.34;g2858;0.06;0.78;0.23;-0.17;g2858;0.19;0.43;-0.17;-0.12;g2858;0.1;-0.33;0.08;0.14;g2858;0;0.29;0.15;0.21
g2859;0.15;0.64;-0.42;-0.45;g2859;-0.27;0.95;0.33;-0.06;g2859;0;0.83;0.61;0;g2859;-0.18;0.35;0.39;0.3;g2859;0.08;0.05;-0.23;0.51;g2859;-0.2;0.26;0.42;0.36
g2860;0.11;-0.09;0.26;0.22;g2860;-0.19;0.31;0.15;-0.31;g2860;0.28;0.25;0.22;-0.25;g2860;-0.41;-0.16;-0.03;0.44;g2860;0.47;-0.34;-0.44;0.38;g2860;-0.1;-0.25;-0.3;-0.13
g2861;-1.09;-0.84;0.69;-1.19;g2861;0;1.24;0.12;-0.72;g2861;0.82;1.03;0.16;-0.46;g2861;1.05;-0.56;0.26;0.1;g2861;0.9;-1.47;0.12;0.41;g2861;0;-1.14;0.49;0.76
g2862;0.07;-0.7;0.6;-0.29;g2862;0;0.04;0.09;-0.25;g2862;0.31;-0.55;-0.43;-0.01;g2862;-0.03;-0.05;0.09;-0.14;g2862;0.04;0.55;0.02;0.11;g2862;-0.01;-0.43;0.29;-0.19
g2863;-0.27;0.23;-0.09;0.31;g2863;-0.19;0.2;-0.27;-0.39;g2863;-0.02;0.35;-1.06;-0.41;g2863;0.13;0.4;-0.59;-0.07;g2863;-0.06;-0.75;0.22;-0.08;g2863;0.02;0.4;0.43;0.27
g2864;-0.29;-0.27;-0.54;-0.86;g2864;0.17;-0.1;-0.1;0.07;g2864;-0.63;0.05;-0.07;0.03;g2864;0.14;0.31;0.19;0.09;g2864;-0.56;0.51;0.26;0.45;g2864;0.24;0.1;-0.48;0.6
g2865;-0.42;-0.5;-0.07;-0.87;g2865;-0.27;-0.99;-0.24;-0.99;g2865;0.28;-0.72;-0.38;-0.56;g2865;0.36;-0.32;-0.32;-0.06;g2865;0.2;-0.75;-0.33;0.2;g2865;0.31;-0.35;0.03;0.25
g2866;0;0;0;0;g2866;0;-0.14;0;0;g2866;0;-0.32;0;0;g2866;0;0;0;0;g2866;0;-0.03;0;0;g2866;0;-0.88;0;0
g2867;-0.05;-0.27;0.82;-0.04;g2867;0.27;0.15;0.99;-0.19;g2867;0.32;-0.36;-0.89;-0.02;g2867;0.12;-0.44;0.34;0.37;g2867;-0.03;0.15;-0.15;0.53;g2867;-0.05;-0.38;0.49;-0.1
g2868;-0.06;-0.17;1.03;0.11;g2868;0.57;-0.15;0.4;-0.18;g2868;-0.23;0.07;-0.36;0.3;g2868;0.07;-0.3;-0.36;0.26;g2868;-0.1;0.38;0;0.47;g2868;-0.01;-0.32;0.11;0.17
g2869;0;-0.21;-0.54;0;g2869;0;-0.15;-0.2;0;g2869;0;0.13;-0.07;0;g2869;0;0.4;-0.01;0;g2869;0;0.17;0.24;0;g2869;0;-0.3;0.43;0
g2870;0;-0.22;-0.28;0.34;g2870;0;-0.37;-0.36;0.27;g2870;-0.12;-0.45;-0.36;-0.51;g2870;0.26;-0.03;-0.48;-0.41;g2870;-0.15;-0.16;-0.39;-0.59;g2870;0.04;0.18;0.03;-0.33
g2871;0.13;0.15;-0.08;0.62;g2871;-0.09;0.29;-0.25;-0.36;g2871;0.17;0.53;0.28;-0.22;g2871;0.1;0.04;0.19;-0.14;g2871;0.1;-0.45;-0.03;0.04;g2871;0.22;-0.43;-0.02;0.14
g2872;0.13;-0.09;0.1;1.45;g2872;-0.08;-0.25;-0.31;-0.53;g2872;0.06;0.1;-0.48;-0.02;g2872;-0.14;0.1;-0.31;-0.51;g2872;-0.02;-0.53;-0.71;-0.4;g2872;-0.1;0.3;-0.13;-0.49
g2873;0.31;-0.1;-0.38;-0.37;g2873;-0.4;-0.12;-0.36;-0.43;g2873;-0.06;0.06;0.19;-0.24;g2873;-0.22;0.24;0.06;0.03;g2873;-0.01;-0.14;-0.11;0.06;g2873;0.03;0.26;-0.06;0.1
g2874;1.9;0.8;0.23;-0.69;g2874;1.2;0.75;0.21;-0.1;g2874;0.86;0.49;0.17;-0.01;g2874;0.45;0.34;0.35;0.34;g2874;0.1;-0.65;0.1;0.55;g2874;-0.38;0.3;0.42;0.33
g2875;1.96;0.13;0.18;0.68;g2875;0.65;0.17;0.23;-0.22;g2875;0.95;0.18;0.17;0.05;g2875;0.4;-0.12;0.33;-0.4;g2875;0;-0.12;0.57;0.23;g2875;0.14;0.2;0.66;0
g2876;1.9;-0.18;-0.15;0.06;g2876;0.85;-0.23;-0.58;-0.23;g2876;1.01;-0.16;-0.62;-0.03;g2876;0.6;0.24;-0.05;-0.43;g2876;0.25;-0.63;-0.15;0.22;g2876;0.35;0.47;0.19;0.16
g2877;0;-0.35;0.43;0;g2877;0;0;0.16;0;g2877;0;-0.19;-0.06;0;g2877;0;0.08;0.14;0;g2877;0;0.04;0.02;0;g2877;0;-0.21;0.27;0
g2878;0.66;0.15;0.15;0.46;g2878;-0.3;0.19;-0.14;0.1;g2878;0.03;0.23;-0.08;-0.04;g2878;-0.23;0.25;0.28;-0.06;g2878;0.36;0.03;0.18;0.35;g2878;0.11;0.26;0.02;-0.01
g2879;0.15;0.68;0.05;0.57;g2879;-0.34;0.57;-0.02;0.06;g2879;0.13;0.28;-0.6;-0.16;g2879;-0.2;0.47;0.05;-0.2;g2879;0.13;-0.23;-0.04;-0.08;g2879;-0.04;0.54;-0.02;-0.2
g2880;0.06;0.04;-0.16;0.04;g2880;-0.4;0.17;-0.14;-0.19;g2880;0.02;0.28;-0.15;-0.09;g2880;-0.53;0.41;-0.37;-0.21;g2880;0.29;0.28;0.02;0.37;g2880;-0.03;0.41;0.15;-0.09
g2881;-0.13;-0.09;-0.35;0.58;g2881;-0.26;0.04;-0.13;-0.07;g2881;0.07;-0.05;0.14;-0.47;g2881;0;0.59;-0.26;-0.02;g2881;0.09;-0.25;-0.78;-0.05;g2881;-0.1;0.12;-0.21;-0.42
g3885;0;-0.25;-0.65;-1.24;g3885;-0.83;-0.43;0.03;-0.52;g3885;-0.55;-0.16;0;-0.41;g3885;-0.5;0.33;0.09;-0.41;g3885;0.22;0.91;0.05;0.34;g3885;0.08;0.48;0.01;0.37
g3961;-0.04;-0.66;-0.08;0.63;g3961;-0.4;-0.6;0.28;-0.12;g3961;0.04;-0.62;-0.23;-0.17;g3961;-0.08;-0.06;-0.2;-0.55;g3961;0.7;0.54;-0.39;-0.08;g3961;0.14;0.39;0.26;-0.26
g3964;-0.02;0.19;0.48;0.17;g3964;0;0.44;0.22;0.08;g3964;0.02;0.1;0.6;0.05;g3964;0.02;0.26;0.6;-0.21;g3964;0.13;-0.02;0;-0.13;g3964;-0.16;0.59;0.22;0.03
g3974;-0.06;0.69;-0.26;-0.67;g3974;-0.13;0.74;0.1;0.36;g3974;-0.33;0.66;0.27;-0.29;g3974;-0.26;0.4;0.25;0.14;g3974;-0.07;-0.27;-0.19;-0.09;g3974;0.03;-0.27;0.11;0.12
g3987;0.1;-0.32;-0.03;-1.06;g3987;-0.22;-0.08;0.03;-0.23;g3987;-0.26;0.2;0.36;0.02;g3987;-0.26;0.24;0.26;-0.27;g3987;0.06;0.46;0.3;0.21;g3987;-0.32;0.51;-0.42;0.17
g4128;0.1;0.11;0.86;0.02;g4128;0.1;-0.01;-0.31;-0.02;g4128;0.34;-0.1;-0.38;-0.41;g4128;-0.11;0.05;-0.32;-0.39;g4128;0.1;-0.35;-0.03;-0.47;g4128;-0.24;0.13;-0.11;-0.35
g4194;0;-0.28;0;0;g4194;0;-0.29;0;0;g4194;0;-0.06;0;0;g4194;0;0.08;0;0;g4194;0;0.55;0;0;g4194;0;0.12;0;0
g4213;-0.48;0.16;-0.21;-0.38;g4213;1.06;0.2;0.11;-0.05;g4213;-0.26;-0.08;0.07;0;g4213;-0.11;0.23;-0.31;-0.03;g4213;-0.19;-0.03;-0.34;-0.2;g4213;0.06;-0.15;-0.29;-0.15
g4226;-0.09;-0.21;0.96;1.36;g4226;-0.04;0.08;0.1;0.38;g4226;0.05;0.3;-0.38;0.3;g4226;0.02;0.06;-0.27;0.03;g4226;0.3;-0.1;-0.15;-0.26;g4226;0.3;-0.12;0;-0.09
g4248;0.15;0.33;0.41;0.63;g4248;0.19;0.38;0.75;-0.07;g4248;0.03;-0.01;-0.1;-0.05;g4248;0.03;0.05;0.49;-0.05;g4248;0.33;1.22;0.34;0.15;g4248;0.43;-0.41;0.56;-0.01
g4288;0;-0.54;-0.51;0;g4288;0;0.15;-0.46;0;g4288;0;-0.75;-0.29;0;g4288;0;-0.33;-0.22;0;g4288;0;0.58;0.14;0;g4288;0;-0.03;0.48;0
g4324;0;-0.65;0.64;0;g4324;0;-0.4;-0.84;0;g4324;0;-0.33;-0.03;0;g4324;0;0.07;0.04;0;g4324;0;0.28;-0.58;0;g4324;0;0.11;-0.32;0
g4349;0.12;-0.54;1.23;0;g4349;-0.17;0.02;-0.27;0.46;g4349;0.33;0.31;0.59;0.13;g4349;0.07;-0.03;0.5;-0.23;g4349;0.35;0.24;-0.04;-0.02;g4349;-0.01;0.18;0.01;0.03
g4434;0.32;-0.18;0.73;0.13;g4434;0.34;-0.14;0.81;-0.48;g4434;0.24;0.18;-0.51;-0.39;g4434;-0.59;0.12;-0.2;-0.52;g4434;0.24;-0.5;-0.45;0.02;g4434;0.02;-0.07;-0.11;0.1
g4460;-0.12;-0.12;0.51;-0.09;g4460;-0.18;0.18;0.08;-0.44;g4460;-0.2;0.08;-1.43;-0.31;g4460;-0.36;0.21;0.24;-0.4;g4460;0.18;-0.18;-1.01;0.18;g4460;-0.04;0.23;-0.2;0.23
g4473;-0.2;-0.45;-1.08;-0.45;g4473;-0.11;-0.13;-0.16;-0.38;g4473;0.28;-0.03;1.3;-0.08;g4473;0.44;-0.29;0.99;-0.01;g4473;0.5;0.29;0.43;0.24;g4473;0.06;-0.59;0.05;0.17
g4572;-0.08;-0.56;-0.14;-0.69;g4572;-0.07;0.67;0;-0.48;g4572;-0.07;0.34;0.42;0.1;g4572;0.31;0.05;0.26;0.59;g4572;0.02;-0.4;-0.24;0.49;g4572;0.27;-0.3;0.14;0.38
g4591;0.07;0.05;-0.07;0.78;g4591;0.48;-0.45;0.1;0.21;g4591;0.48;-0.15;-0.58;-0.33;g4591;0.27;-0.01;-0.64;-0.38;g4591;0.07;-0.12;-0.23;-0.72;g4591;0.15;-0.09;-0.09;-0.55
g4663;0;0.12;0.04;0;g4663;0;0.17;0.58;0;g4663;0;0.04;0.53;0;g4663;0;0.46;0.19;0;g4663;0;0.48;0.02;0;g4663;0;-0.44;0.54;0
g4691;-0.1;-0.24;0.52;0.52;g4691;-0.04;-0.18;-0.41;-0.29;g4691;0.19;-0.16;-0.51;-0.58;g4691;-0.05;0.16;-0.24;-0.36;g4691;0.07;-0.31;-0.08;-0.46;g4691;-0.15;0.36;-0.03;-0.14
g4709;0.09;0.64;0.68;0.39;g4709;0.08;0.29;0.92;-0.17;g4709;-0.04;-0.05;0.92;-0.07;g4709;-0.18;-0.45;1.18;-0.33;g4709;0.14;-0.09;0.58;-0.23;g4709;0.15;-0.45;0;0.12
g4728;0.08;0;0.21;-0.52;g4728;-0.21;0.29;0.29;0.33;g4728;-0.49;-0.23;-0.33;0.29;g4728;-0.05;-0.1;0.54;0.27;g4728;-0.31;0.06;0.13;0.4;g4728;0.07;-0.87;-0.33;0.2
g4773;0.08;-0.41;-0.57;0.04;g4773;-0.12;0.01;-0.44;-0.2;g4773;-0.18;-0.01;-0.58;-0.22;g4773;-0.31;0.89;-0.41;0.41;g4773;-0.18;-0.47;0.23;-0.08;g4773;0.18;-0.07;-0.02;-0.15
g4806;0.01;0.04;0.81;1.6;g4806;0.53;0.15;0.52;-0.53;g4806;0.06;0.57;-0.89;-0.13;g4806;-0.34;-0.09;0.28;0.02;g4806;0.21;-0.32;0.43;-0.44;g4806;0.04;0.05;-0.48;-0.47
g4813;0.24;0;0.25;0.71;g4813;-0.26;0;-0.22;-0.36;g4813;0.13;0;-0.53;-0.1;g4813;-0.11;0;-0.41;-0.38;g4813;0.23;0;-0.18;-0.54;g4813;0.1;0;-0.15;-0.24
g4849;0.12;-0.01;-0.06;0.61;g4849;0.12;0.27;-0.16;-0.26;g4849;0.17;0.05;-0.17;-0.04;g4849;0.15;-0.12;-0.2;0.16;g4849;0.07;-0.03;0.05;0.06;g4849;0.06;-0.43;-0.24;-0.28
g4876;0.16;1.29;-0.08;-1.18;g4876;-0.4;0.97;0.51;0.02;g4876;-0.16;0.47;0.06;0.11;g4876;-0.39;0.52;-0.35;0.2;g4876;0;-0.34;0.26;0.57;g4876;-0.02;0.5;0.07;0.45
g4957;0.07;0.12;-0.24;-0.32;g4957;-0.41;0.31;-0.36;-0.42;g4957;-0.11;0.35;0.12;-0.44;g4957;-0.1;0.22;-0.33;-0.06;g4957;0.29;0.42;0.23;0.28;g4957;0.38;0.28;-0.47;0.15
g5047;-0.13;0;0.2;0.29;g5047;-0.03;0;0.26;-0.39;g5047;0.77;0;0.33;0.59;g5047;0.5;0;0.02;0.05;g5047;0.32;0;-0.01;0.33;g5047;-0.25;0;-0.18;0.07
g5058;0.43;-0.04;0.22;0.88;g5058;-0.25;0.22;0.13;-0.03;g5058;-0.28;0.08;-0.14;0.19;g5058;0;-0.14;-0.16;-0.27;g5058;-0.17;-0.38;-0.17;-0.37;g5058;0;-0.11;0.21;-0.35
g5075;-0.43;0;-0.02;0.11;g5075;-0.54;0;0.18;-0.42;g5075;-0.57;0;-0.22;-0.14;g5075;0.01;0;-0.16;-0.34;g5075;0.2;0;0.34;0.18;g5075;0.31;0;0.1;-0.01
g5118;0.39;-0.13;0;0.32;g5118;0.4;-0.3;0;0.28;g5118;-0.47;0.49;-2.48;-0.39;g5118;-0.04;-0.07;0.33;0.28;g5118;-0.44;-0.58;-0.67;0.14;g5118;0.38;-0.16;0.65;0.2
g5150;0.15;-0.67;-0.35;-0.98;g5150;-0.47;0.73;0.6;-0.3;g5150;-0.63;0;0.11;-0.25;g5150;-0.01;0.37;-0.11;-0.05;g5150;-0.31;0.06;0.02;0.08;g5150;0.03;0.28;0.13;-0.12




;c0;c0;c0;c0;c0;c0;;c1;c1;c1;c1;c1;c1;;c2;c2;c2;c2;c2;c2;;c3;c3;c3;c3;c3;c3;;
;t0;t1;t2;t3;t4;t5;;t0;t1;t2;t3;t4;t5;;t0;t1;t2;t3;t4;t5;;t0;t1;t2;t3;t4;t5;;
g7;-0.03;-0.27;0.17;-0.12;-0.27;0.06;g7;0;-0.02;0;0.07;0.14;0.17;g7;0.39;-0.87;-0.13;-0.71;0.2;-0.73;g7;0.49;0.23;0.06;0.32;0.12;0.12
g46;-0.01;-0.24;-0.18;-0.26;0.03;-0.06;g46;0.27;0.04;0.23;0.02;0.09;0.16;g46;0.11;0.14;0.13;-0.5;0.01;-0.18;g46;-0.29;-0.08;-0.24;-0.11;-0.14;-0.11
g68;0;0;0;0;0;0;g68;0;0;0;0;0;0;g68;-0.14;-0.12;0.25;0.14;0.37;-0.51;g68;0;0;0;0;0;0
g69;0;0;0;0;0;0;g69;0.03;0.38;0.06;-0.88;0.04;-0.23;g69;0.1;-0.19;-0.19;-0.04;-1.04;0.55;g69;0;0;0;0;0;0
g71;0.2;-0.64;-0.17;0.86;-0.1;-0.51;g71;0.23;0.45;0.18;0;-0.23;0;g71;-0.34;0.01;-0.3;-0.36;0.17;-0.23;g71;0.07;-0.28;-0.49;0.17;0.12;0
g75;0.96;0.32;0.58;0.55;0.46;0.42;g75;-0.28;0.05;0.42;0.22;0.13;0.18;g75;-0.35;-0.87;-0.02;-0.51;0.64;-0.9;g75;0.5;0.18;0.41;0.18;-0.03;0.15
g77;0;-0.18;-0.42;-0.1;-0.23;-0.23;g77;0.44;0.42;0.03;-0.11;0.35;-0.27;g77;0.06;-0.34;0.38;0.1;0.48;-0.28;g77;-1.08;0.11;0;-0.23;0;-0.25
g119;0.09;-0.2;-0.01;-0.13;0.02;-0.12;g119;-0.28;-0.35;-0.21;0.03;0.4;0.24;g119;-0.19;-0.1;-0.49;-0.44;0.05;-0.47;g119;0.13;0.09;-0.03;-0.02;-0.33;-0.12
g136;0.12;-0.37;-0.17;-0.61;-0.06;-0.32;g136;0;0;0;0;0;0;g136;-0.62;0.19;0.6;-0.28;0.04;-0.19;g136;-0.4;-0.51;-0.26;0.43;0.03;0.58
g155;0.1;0.38;0.28;0;-0.39;0;g155;0;0;0;0;0;0;g155;-0.02;-1.06;-1.55;-0.81;-0.14;-0.58;g155;-1.41;0.26;-6.22;0.93;0.51;0.51
g222;0.12;-0.4;0.47;-0.25;0.4;-0.03;g222;0;0.65;-0.07;-0.64;0.21;-0.77;g222;-1.61;0.71;-0.61;-1.61;0.71;-0.61;g222;-0.16;-0.27;0.1;-0.42;0.22;-0.11
g312;0.06;-0.28;0.06;-0.28;-0.26;-0.24;g312;-0.01;0.35;0.47;0.25;-0.25;0.34;g312;-0.18;-0.29;0.45;-0.13;0.53;-0.66;g312;-0.87;-0.17;0.1;-0.12;0.62;0.52
g326;-0.22;0.48;-0.03;0.05;0.04;-0.3;g326;-0.8;-1.21;-0.76;-0.12;0.85;-0.07;g326;0.37;-0.42;-0.45;-0.23;-0.05;-0.45;g326;-0.28;0.01;0.31;-0.36;-0.22;0.03
g334;-0.12;-0.77;-0.07;0.12;0.26;-0.09;g334;0.03;0.26;0.33;0;0;0;g334;-0.89;0.07;0.42;-0.12;-0.31;-0.26;g334;-0.3;-0.25;-0.04;-0.04;0.46;0.74
g339;0.04;-0.54;0.25;0.13;0.29;-0.12;g339;0;-0.11;0.14;0.01;0.21;0.1;g339;0.02;-0.32;-0.02;-0.09;0.29;-0.49;g339;0.2;-0.14;0.08;-0.2;0.03;-0.1
g361;0.05;0.09;0.02;-0.18;-0.2;0.27;g361;0;0;0;0;0;0;g361;0.15;0.09;0.08;-0.09;0;0;g361;0.11;-0.04;0.04;0.31;0.09;0.11
g373;0.07;-0.53;-0.36;-0.3;-0.03;-0.41;g373;0;0;0;0;0;0;g373;-0.32;-0.5;0.13;-0.11;0.35;-0.56;g373;-0.79;-0.01;-0.12;0.03;0.4;0.22
g379;0.16;-0.17;0.78;0.64;0.43;0.52;g379;0;-0.83;-0.87;-0.5;-0.43;-0.54;g379;0.41;0.25;-0.05;-0.75;-0.67;-0.67;g379;0.32;0.08;0.06;0.04;-0.27;-0.96
g391;-0.46;0;0.42;0.28;0.51;0.03;g391;-0.76;-0.2;0.02;-0.02;0.35;-0.25;g391;-0.88;-0.66;0.63;0.27;-0.38;0.35;g391;-0.17;-0.4;-0.14;-0.03;0.25;-0.1
g585;-0.05;-0.59;-0.63;-0.14;-0.14;0.29;g585;1.27;1.09;0.44;0.1;0.37;-0.25;g585;-0.46;0.67;0.13;0.23;0.33;-0.22;g585;-0.6;-0.37;0.03;0.9;0.92;0.57
g617;0.17;0.14;0;-0.18;-0.13;0.1;g617;0.14;0.12;0.14;0.38;0.04;0.22;g617;1.13;-0.18;-0.44;0.3;-0.13;-0.18;g617;0.27;-0.1;0.01;-0.12;0.07;0.05
g677;0.02;-0.41;-0.36;-0.32;-0.26;0.21;g677;-0.02;0.15;-0.04;0.36;0.38;-0.47;g677;-0.05;0.65;0.62;0.59;0.09;0.02;g677;-0.78;-0.04;0.56;0.2;0.49;0.54
g694;-0.35;0.03;0.11;-0.04;0.33;0.15;g694;-0.52;-0.35;0.14;0.21;0.23;-0.08;g694;0.02;-1.43;0.07;0.39;0.3;0.16;g694;0.58;-0.01;-0.13;0.01;-0.21;-0.03
g733;-0.55;0.51;-0.05;0.12;-0.43;0.18;g733;0;0;0;0;0;0;g733;0.31;-0.44;0.51;0.2;0.31;-0.22;g733;-0.4;0.08;0.05;-0.44;0.11;0.1
g734;-0.34;-0.26;-0.31;-0.15;0.03;0.16;g734;0;0;0;0;0;0;g734;0.34;-0.43;0.34;0.37;0.58;0.05;g734;-0.21;0.03;-0.03;0.52;-0.01;-0.07
g755;-0.24;0.01;-0.22;0.23;-0.53;0.41;g755;0;-0.08;0;0;0;0;g755;-0.25;0.54;0.26;-0.05;-0.33;-0.08;g755;0.62;0.1;-0.24;-1.07;0.04;0.1
g831;1.38;0;0.17;0;0;-0.16;g831;-0.74;-0.48;-0.18;-0.01;0.73;0.04;g831;-0.14;-0.06;0.26;0.21;0.51;-0.33;g831;0.13;-0.05;0.34;1.36;0.43;0.87
g837;0.17;0.17;0.45;0.34;0.09;-0.34;g837;-0.27;0.07;-0.04;-0.46;-0.06;-0.71;g837;-0.05;-0.55;-0.11;-0.57;-0.46;-0.36;g837;0.24;0.16;-0.06;-0.33;-0.37;-0.24
g851;-0.54;-0.15;0.26;0.6;0.23;0.23;g851;0.13;0.25;0.47;-0.33;-0.63;-0.91;g851;-0.49;0.24;0.79;0.24;-0.06;-0.09;g851;-0.73;-0.36;0.1;0.02;-0.31;0.1
g853;-0.64;-0.03;0.15;0.32;0.02;0.09;g853;-0.34;0.38;0.15;-0.7;-0.07;-0.7;g853;0.23;-0.15;0.85;0.16;0.26;-0.34;g853;-0.32;-0.18;0.17;0.32;0.13;0.37
g865;-0.35;1.09;-0.31;-0.57;-0.33;-0.54;g865;1.16;1.18;-0.3;-0.59;-0.68;-1.14;g865;-0.6;-0.14;-0.2;-0.64;-0.59;0.02;g865;-0.94;-0.4;-0.42;-0.57;-0.36;-0.15
g879;-0.29;-0.05;-0.33;-0.22;-0.33;-0.11;g879;0.07;0.2;0.22;0.42;0.35;0.37;g879;-0.31;-0.29;-0.08;0.01;0.3;-0.17;g879;-0.85;0.17;-0.21;0.47;0.44;0.3
g911;0.16;0.09;0.07;-0.02;0.25;-0.05;g911;0;0;0;0;0;0;g911;0.66;1.01;0.01;0.2;-0.48;-0.48;g911;0.1;-0.04;0.1;-0.18;-0.01;-0.12
g923;-0.13;-0.03;0.62;0.16;0.26;0.38;g923;-0.66;-0.73;-0.48;0.05;0.18;0.33;g923;1.02;0.47;-0.06;-0.17;-0.32;-0.36;g923;0.67;1.2;0.56;0.32;-0.29;-0.7
g953;-0.36;0;0.49;0.28;-0.17;0.19;g953;-0.48;-0.04;-0.3;0;0;0;g953;0.41;0.09;-0.26;-0.26;-0.64;0.06;g953;1.49;0.52;-0.03;0.13;-1;-0.97
g955;0.26;0.08;0;-0.15;-0.05;-0.07;g955;0;0;0;0;0;0;g955;0.06;0.21;-0.14;0;-1;-0.08;g955;0.64;0.16;-0.08;-0.27;-0.42;-0.37
g959;0.01;0;0;-0.42;0.12;-0.2;g959;0;0;0;0;0;0;g959;0.9;-0.02;-0.45;0.15;0.15;-0.05;g959;0.12;0.07;0.2;0.07;0.2;0.12
g961;0.07;-0.55;0;-0.1;0.04;-0.12;g961;-0.02;-0.02;-0.04;0;0;0;g961;-0.4;-0.33;0.28;0.14;-0.15;-0.29;g961;-0.18;-0.01;-0.11;-0.34;0.04;0.23
g964;-0.32;0.06;0.15;-0.07;-0.03;-0.14;g964;-0.11;-0.33;-0.35;0.04;0.03;-0.05;g964;0.15;0.54;-0.21;-0.1;-0.26;0.27;g964;-0.85;-0.5;-0.69;-0.5;-0.69;-0.13
g1034;0.35;-0.3;-0.01;-0.42;0.15;-0.19;g1034;0.29;0.47;-0.53;0.05;0.61;-0.6;g1034;-0.41;-0.21;0.1;-0.04;-0.03;-0.32;g1034;-1.62;-0.08;-0.17;0.33;0.41;0.41
g1039;-0.42;0;0.11;-0.07;-0.29;0.05;g1039;-0.35;-0.12;-0.44;-0.46;0.83;-0.78;g1039;-0.16;0.98;0.71;0.78;0.37;0.52;g1039;0.55;0.07;0.45;-0.08;0.19;0.35
g1088;0.22;-0.21;-0.48;-0.01;-0.15;0.18;g1088;0.33;0.09;-0.14;0.18;0.61;0.13;g1088;-0.84;0.09;-0.19;0.5;0.11;0.15;g1088;-0.73;-0.22;-0.01;0.47;0.52;0.62
g1102;-0.03;-0.11;0.18;-0.21;0.25;0;g1102;-1.14;-0.72;-0.14;-0.19;0.11;0.03;g1102;0.3;-0.48;-0.35;0.04;-0.69;0.13;g1102;0.3;-0.18;-0.08;-0.31;-0.2;-0.29
g1117;-0.42;0.11;-0.63;0.01;-0.44;0.32;g1117;0.86;0.64;0.2;0.02;0.04;0.09;g1117;-0.98;0.4;0.33;0.01;-0.23;0.36;g1117;-0.71;-0.07;-0.06;-0.02;0.21;0.32
g1164;-0.35;0;-0.2;1.31;-0.39;-0.23;g1164;0.01;0.24;0.3;-0.18;-0.1;-0.15;g1164;-0.26;-0.01;-0.36;-0.13;0.01;-0.02;g1164;-0.21;-0.21;-0.09;0.05;-0.13;-0.16
g1239;0;0;0;0;0;0;g1239;-0.6;0;-0.16;0.34;0;0;g1239;-0.18;0.12;0.08;0.12;-0.33;-0.13;g1239;0;0;0;0;0;0
g1250;-0.31;0.09;-0.13;-0.1;-0.12;0.1;g1250;-0.57;-0.27;0.23;0.19;0.38;-0.14;g1250;0.63;-0.09;-0.51;0.12;0.66;0.32;g1250;0.05;0.08;0.16;-0.37;-0.39;-0.08
g1263;0.07;-0.23;0.1;-0.23;0.42;-0.11;g1263;-0.06;0.19;0.07;-0.04;0.12;0.05;g1263;0.4;-0.36;-0.64;-0.17;0.17;0.1;g1263;1.09;-0.12;0.07;-0.35;-0.04;-0.26
g1267;-0.77;-0.34;-0.15;0;-0.1;0.35;g1267;-1.02;-0.45;-0.49;-0.27;-0.09;-0.02;g1267;-0.52;0.8;-1.52;0.06;0.98;0.8;g1267;1.22;0.23;-0.3;-0.44;-0.34;-0.24
g1272;0.24;-0.49;-0.26;-0.57;0.28;-0.26;g1272;1.42;0.75;0.05;-0.44;0.2;-0.6;g1272;0;3.78;3.61;3.24;1.83;-0.7;g1272;0.7;0.47;0.07;0.27;0.5;-0.13
g1287;0.09;0.25;-0.01;-0.12;-0.06;0.04;g1287;-0.08;0.35;0.28;-0.14;-1.52;-0.2;g1287;-0.43;0.08;0.07;-0.01;-0.21;0.36;g1287;0.5;-0.07;-0.28;0.05;-0.09;-0.18
g1377;-0.01;0.08;0.25;-0.04;-0.34;-0.26;g1377;0.2;0.17;-0.18;-0.4;0.03;-0.55;g1377;-0.82;0.57;0.24;-0.39;-0.8;0.49;g1377;0.11;-0.08;0.12;0.15;-0.18;-0.2
