Total Times:	14
Total Samples:	3
Total Genes:	2000
Time	0
ID	NAME	pheromone	cdc15	elutriation
1353	1208	0.2820	0.1156	0.4750
1354	6369	0.2910	0.2068	-0.2920
1355	1432	0.2630	-0.2271	-0.4460
1356	5844	0.4920	-0.2212	-0.4570
1357	4335	-0.1520	2.5850	-0.0910
1358	719	-0.2700	-0.5510	0.3940
1359	313	0.5130	0.0276	0.0430
1360	5509	1.3000	-1.4380	-0.1764
1361	6594	-0.0930	-1.3660	-0.2920
1362	16	0.1252	0.1252	0.1252
1363	4864	0.0030	-0.3630	-0.3820
1364	1785	-1.7090	-3.0200	-0.0240
1365	6291	0.6700	-2.2370	0.2590
1366	1325	-0.3850	0.0150	-0.5550
1367	3091	-0.0780	0.6850	0.0290
1368	7273	0.0280	-0.2080	-0.0930
1369	3920	0.0580	-0.4171	-0.1460
1370	1511	-0.2440	-1.2690	-0.1730
1371	3877	0.9790	-1.0640	0.5460
1372	4750	-0.0630	-0.0812	-0.0800
1373	2647	0.2010	-3.1220	0.7830
1374	2214	0.3760	-1.3000	-0.2100
1375	3614	0.0171	-0.0740	0.3790
1376	4770	-0.2450	-0.7170	-0.2440
1377	1321	-0.0900	-3.6320	0.3300
1378	5462	1.1150	-1.0230	0.1090
1379	576	0.0890	-0.1544	0.4790
1380	4069	-0.1280	-0.0433	-0.1540
1381	1890	-0.1640	-0.0670	-0.2730
1382	854	0.3930	-2.3220	1.2440
1383	6058	-0.1550	-0.4898	-0.3750
1384	3523	-0.6180	-0.1716	-0.0270
1385	267	0.0280	-0.4760	0.9370
1386	7470	-0.0278	0.4620	-0.3000
1387	5692	-0.0810	-0.1291	-0.8950
1388	4289	-0.5580	-1.1290	-0.4910
1389	674	0.0460	-1.6450	-0.1160
1390	5369	-0.3340	-4.2170	-0.5430
1391	5298	-0.2660	-2.6070	-0.4030
1392	3776	-0.5160	-0.0480	-0.8610
1393	6667	0.0140	-0.1910	0.0410
1394	5604	0.0201	-0.4370	0.3650
1395	1582	0.6780	-1.8780	-0.3230
1396	4248	0.0600	-0.0245	0.2470
1397	383	0.5350	-2.1220	0.0680
1398	1422	-0.4300	-0.0637	0.2310
1399	6370	-0.0710	0.0375	-0.4670
1400	1194	0.0830	0.2320	0.4060
1401	343	0.8050	-1.1280	0.1820
1402	6343	0.0250	-1.0780	-0.4710
1403	7255	-0.2970	-1.2290	-1.1200
1404	4614	-0.0260	-0.0760	-0.1090
1405	4705	-0.1130	0.0720	-0.1660
1406	4755	0.0890	-3.8740	-0.0920
1407	4689	-0.4180	0.1680	-0.6930
1408	550	-0.6760	0.5100	-0.1040
1409	5465	0.3540	-0.0410	-0.6880
1410	7236	-0.5340	-0.8390	-1.7160
1411	1669	0.9070	-0.1343	-0.5110
1412	4468	-0.2610	-1.4810	-0.2200
1413	3201	0.3720	-1.4250	0.7680
1414	7623	-0.0660	0.7660	-0.8570
1415	7115	-0.2410	1.0510	-0.3590
1416	4425	-0.6930	-0.0850	-0.1170
1417	1009	-0.2744	-0.0810	-0.2744
1418	7488	-0.1879	-1.0370	-0.6220
1419	2127	0.6400	-0.0936	0.1770
1420	3800	-0.0750	-0.1877	-0.5380
1421	1845	-0.2950	0.2681	-0.6840
1422	6539	-0.2200	-0.2187	-0.2390
1423	746	0.2380	2.0810	0.1690
1424	732	-0.1250	0.9390	1.1090
1425	6368	-0.0060	-0.0466	-0.3350
1426	1882	0.0110	0.3390	0.1070
1427	6956	0.1010	-0.9800	-0.0980
1428	2327	0.4250	-0.0296	0.7310
1429	5576	-0.0818	-1.2490	0.1410
1430	1586	0.1200	0.7240	-0.0700
1431	5614	-0.1134	-0.1134	0.4920
1432	7218	-0.1600	0.7400	-0.3990
1433	5751	0.0780	0.0700	-0.4700
1434	4385	-0.2940	-0.1300	-0.0210
1435	3080	0.5440	-0.8720	0.8630
1436	1435	-0.0050	-0.2832	-0.3470
1437	3141	0.2000	-2.0170	-0.0630
1438	5655	-0.4855	-0.4855	-0.6910
1439	1562	-0.2040	0.1630	-0.9520
1440	3342	0.1390	-0.9200	0.0310
1441	1698	0.0440	0.8710	0.0620
1442	1714	0.0715	-0.0840	-0.4290
1443	1913	-0.1240	-0.5240	-0.1430
1444	5882	1.3850	-0.4990	0.2130
1445	953	0.0000	0.2400	-0.1220
1446	118	0.0746	-0.3100	0.1930
1447	3604	0.1383	0.4400	-0.0570
1448	4334	-0.0050	-0.1014	0.2120
1449	1225	-0.2252	-0.8260	0.1040
1450	6146	-0.1090	-0.7590	-0.5170
1451	4765	-0.0090	-1.0580	-0.2680
1452	4767	-0.0660	-0.4340	-0.2560
1453	1284	-0.3420	-0.1105	0.0610
1454	7312	-0.0260	-4.1440	-0.5760
1455	6089	0.3770	-3.6170	-0.4660
1456	404	0.2140	-2.5850	0.4340
1457	2891	0.2840	0.6580	-0.1930
1458	1567	-0.5448	-0.7130	-3.0590
1459	3944	-0.2870	-0.0960	-0.2630
1460	4347	-0.3060	0.2540	-0.5730
1461	2051	0.1169	-0.5980	0.3580
1462	5933	0.0640	-0.0140	-0.7510
1463	7562	-0.2882	0.4970	-0.5960
1464	4626	0.1030	0.7410	-0.2980
1465	4488	-0.1860	-0.1176	-0.3550
1466	6558	-0.0400	-0.4309	-0.2880
1467	3294	0.0370	0.9770	0.0370
1468	424	0.5820	0.2603	0.9600
1469	3162	0.1720	-0.2570	-0.0640
1470	569	0.0970	-1.2020	0.2540
1471	4963	0.3520	-0.2577	-0.0280
1472	4137	-0.0130	2.7910	-0.3940
1473	5513	-0.1012	-0.4030	-0.1012
1474	330	0.1350	-0.2758	-0.3650
1475	7680	-0.0140	-0.2590	0.1450
1476	4937	0.1000	4.0000	-0.4310
1477	7387	-0.0391	-0.0430	-0.0391
1478	4053	-0.1610	-0.3255	-0.5550
1479	4093	-0.2220	-3.7550	-0.0210
1480	3710	2.5850	-0.9850	-1.0180
1481	2032	0.7260	-2.0220	0.3790
1482	2253	0.4740	-0.4880	0.2800
1483	1439	-0.0690	-0.2195	-0.1470
1484	7304	-0.1490	-0.1920	-0.6190
1485	6759	0.1260	-0.2968	-0.2200
1486	7611	-0.0600	-3.8480	-0.2790
1487	5168	-0.2220	-0.0363	-1.5650
1488	6626	-0.0110	-0.0981	-0.3560
1489	7038	-0.0450	-0.2210	-0.5990
1490	7613	-0.1040	-1.6700	-0.5620
1491	1744	0.2028	0.8070	0.6540
1492	1421	-0.9020	0.0061	0.3490
1493	5117	-0.4110	0.8000	-0.2800
1494	5544	0.2607	1.2660	-0.4150
1495	389	0.2210	-1.6740	0.0210
1496	42	0.3810	-0.6480	1.3760
1497	1778	1.9390	1.3010	-0.0650
1498	7096	-0.5370	-0.4092	-1.3790
1499	6647	-0.3230	2.2030	-0.2400
1500	7606	-0.6290	0.8740	-0.0110
1501	399	0.3770	-1.3920	-0.1740
1502	5850	1.4180	0.5413	0.1780
1503	7136	1.1550	0.6700	-0.1610
1504	1048	0.2400	-0.1340	-1.0110
1505	2670	0.5990	-1.2220	-0.3380
1506	3472	0.7660	0.1941	-0.4770
1507	4536	-0.1640	0.7260	-0.5900
1508	6299	-0.0820	-0.3680	0.0800
1509	2524	-0.6950	-0.4673	0.4450
1510	7499	0.0357	-0.1190	-0.3940
1511	4606	0.1530	0.0790	-0.6250
1512	3063	0.2510	-1.2930	-0.0780
1513	2601	0.2930	0.1370	0.3620
1514	7281	-0.2910	0.4420	-0.7140
1515	5773	-0.1950	0.0310	-0.7320
1516	47	0.3890	-1.9320	-0.1060
1517	6342	0.4050	0.4874	0.4820
1518	2996	-0.1470	-0.6940	0.0350
1519	1299	-0.3820	-0.6260	0.2090
1520	1081	-0.3970	0.1080	0.1800
1521	7407	0.1270	-0.4680	-0.2300
1522	5567	-0.3406	-1.2360	-0.4460
1523	4785	-0.2670	0.2720	-0.2170
1524	7380	-0.5260	-0.8070	-0.7260
1525	7504	-0.5850	-0.2750	-0.3260
1526	406	-0.2780	-0.0960	0.3350
1527	3657	-0.4979	-0.4979	-4.4460
1528	2358	0.5360	-0.1382	0.1990
1529	3500	-0.4880	-0.7192	-0.0450
1530	2088	0.5080	-0.0437	0.3630
1531	5911	-0.1230	-1.1440	0.3640
1532	7000	0.1370	0.0288	-0.3350
1533	7586	-0.0713	-0.0713	-0.2430
1534	2265	0.3480	-0.3169	-0.3530
1535	1777	-0.3345	-0.2000	-0.3350
1536	3711	-0.2630	-0.5100	-0.1492
1537	7635	-0.1010	-0.3110	-0.9340
1538	6085	-0.3450	0.2850	-0.0640
1539	239	0.4320	-0.7230	0.1070
1540	7165	-0.4830	-0.3220	-0.3220
1541	549	0.4990	-2.6520	0.6450
1542	5674	0.0530	-0.2436	-0.4390
1543	5434	-0.4740	-1.7130	-0.7460
1544	6234	0.2220	-0.8110	-0.3340
1545	7607	-0.2461	-0.0070	-0.9830
1546	2883	0.6550	-3.3310	-0.0940
1547	2158	0.2530	-0.4200	-0.3130
1548	1956	0.9790	2.8880	0.0220
1549	4054	-0.1330	-0.1719	-0.0350
1550	828	-0.5650	0.0940	-0.2440
1551	4310	0.0360	-0.1060	0.0090
1552	7043	-0.5020	-0.0570	0.1130
1553	1351	-0.1320	-1.0780	-0.1860
1554	5113	-0.4330	-1.1550	-0.3240
1555	7406	0.1890	-0.5280	-0.2950
1556	6042	0.0100	-2.3120	0.1090
1557	6311	-0.1130	-0.2710	-0.0930
1558	5889	1.2920	-0.1380	0.1030
1559	7316	0.0900	-3.3630	-0.8600
1560	649	0.1450	-2.1280	0.1840
1561	3029	0.3100	0.4700	-0.7670
1562	1157	0.0650	-0.2090	0.6770
1563	5817	0.2500	0.5300	-0.0520
1564	3716	-0.0920	-1.1470	0.2500
1565	802	-0.1630	0.0540	1.1390
1566	4266	-0.7490	0.4850	-0.6560
1567	606	0.2630	-0.5090	0.3530
1568	1139	0.2570	0.2900	-1.0680
1569	1528	-0.3240	-0.6578	0.0740
1570	1244	-0.6610	0.7370	0.2140
1571	4089	-0.3360	-0.8010	-0.3080
1572	2243	0.3680	-0.3680	-0.0900
1573	490	-0.0550	-0.9300	0.4670
1574	2856	0.5480	-0.4440	0.1460
1575	7007	-0.2150	-0.3255	-0.4370
1576	1989	1.0210	0.2450	0.2483
1577	3808	-0.0320	-0.2330	-0.2080
1578	4496	-0.0660	1.0840	-0.6690
1579	5890	0.4960	-0.2863	-0.1370
1580	1050	-0.1770	-0.0830	-0.6070
1581	5689	-0.0480	-0.4060	-0.2130
1582	1156	-0.2520	-0.4190	0.4180
1583	3609	-0.1811	-0.8300	0.7460
1584	6022	0.0830	-1.2470	0.0210
1585	2111	0.6460	1.6340	-0.8590
1586	873	0.1230	0.8510	-0.3620
1587	1677	1.5850	-0.8300	-0.3320
1588	2258	0.3600	-1.0180	-0.0230
1589	5455	-0.8370	0.8000	-0.7860
1590	4190	-0.4595	-0.4595	-0.1860
1591	1893	-0.1130	-0.1618	-0.1410
1592	5593	1.5850	0.6370	-1.0090
1593	1408	0.6750	0.2573	0.4800
1594	3519	-2.9770	-0.3200	-0.9860
1595	6581	0.0680	-1.6530	-0.2150
1596	3664	2.0420	-0.0335	-0.1950
1597	6654	0.0680	-1.2080	-0.6530
1598	1871	-0.2950	-0.1017	-0.1650
1599	1730	-0.0610	-0.6970	-0.3360
1600	1436	-0.8210	-0.5210	-0.7660
1601	6442	0.0360	-0.7780	0.2120
1602	5623	-0.1762	-1.9280	-0.6080
1603	2261	0.5260	0.9030	-0.0190
1604	4307	0.0250	0.8160	0.0050
1605	5167	-0.7830	-0.0977	-0.8770
1606	4455	-0.5160	-0.4314	-0.4520
1607	7199	-0.5410	-0.4150	-0.7780
1608	1944	0.4090	-0.2052	-0.1260
1609	1883	-0.1790	-1.0520	0.2310
1610	922	-0.4940	0.7940	0.1010
1611	50	1.0860	-1.5970	0.0608
1612	158	0.1990	0.1220	0.2610
1613	7529	2.5850	-0.2484	-0.2920
1614	242	0.6820	0.5060	0.7550
1615	7253	-0.0660	-0.3600	-0.8040
1616	3300	-0.1980	-0.1190	-0.0630
1617	3605	-0.0241	-0.0241	-0.0990
1618	241	0.6170	-0.0420	0.0120
1619	882	-0.4320	-0.2400	-0.7660
1620	878	-0.1340	0.0890	-0.0490
1621	3748	-0.1060	-0.1520	-0.9710
1622	5	2.3630	0.6620	1.4330
1623	1293	-0.2950	-0.2762	0.2450
1624	66	-0.3500	-1.1130	0.4560
1625	3475	0.0050	-0.4716	-0.8640
1626	7190	-0.0490	-0.0570	-0.4130
1627	5461	1.3910	-0.4740	1.2280
1628	7614	-0.3970	-0.6242	-3.2670
1629	4977	-0.4300	-1.3470	-0.3600
1630	1704	-0.2605	-1.1850	-0.2820
1631	4429	-0.1640	-0.1032	0.0350
1632	2104	0.8960	1.5850	0.2060
1633	3687	-1.1700	1.0460	0.3150
1634	3934	-0.0600	-0.3003	-0.4330
1635	2177	0.2370	-0.6030	0.2970
1636	4503	-0.1400	0.7140	-0.1310
1637	775	0.5310	-0.4110	-0.0250
1638	3330	0.2280	-0.4360	-0.4440
1639	3441	-0.0150	-0.5610	-0.2540
1640	4625	0.0220	0.4350	0.0940
1641	335	-0.1420	-0.2002	0.0620
1642	4011	-0.0330	0.2340	-0.9690
1643	6592	-0.4020	-0.3780	-0.2110
1644	3118	0.1730	-2.1470	-0.1450
1645	3963	-0.6750	-0.3840	0.5340
1646	5901	0.2220	-0.3330	0.0510
1647	2635	1.4880	0.5846	-0.0560
1648	1047	-1.3380	-0.5454	-0.2400
1649	4290	0.1850	0.1296	-0.3870
1650	338	-0.0770	-0.7035	-0.8300
1651	2666	0.5310	-0.5390	-0.0890
1652	431	0.5580	0.1022	-0.1180
1653	2597	0.2460	-0.4660	0.2620
1654	4848	-0.2520	-0.2705	-0.2800
1655	2932	-0.0380	-1.0180	-0.5440
1656	6630	-0.1520	0.0285	0.0430
1657	6799	-0.0550	-0.1495	-0.4460
1658	5987	-0.3090	-1.2330	-0.5600
1659	5160	-1.7880	-0.7940	-0.4070
1660	4664	-0.1600	-0.4161	-0.3110
1661	548	-0.0150	-3.0000	0.2180
1662	5853	0.1020	0.0512	-0.1460
1663	6627	0.0380	-0.0186	-0.0890
1664	4684	-0.1180	-0.8520	-0.6200
1665	4418	-0.0270	-1.6440	-0.1460
1666	5698	-0.5110	-0.4046	-0.4130
1667	469	0.4120	0.3530	0.7970
1668	4648	-0.2630	-0.3750	-0.2360
1669	4668	-0.1340	0.0612	0.0770
1670	1842	-0.2190	0.2705	0.1350
1671	7130	-0.3770	-0.5090	-1.3680
1672	965	-0.0660	0.4640	0.2450
1673	3551	0.1752	-0.3010	2.3220
1674	5044	-0.3450	-1.6580	-0.1130
1675	6881	0.1210	0.5670	-0.0380
1676	4275	1.1480	-1.3350	0.9810
1677	4459	-0.2590	-0.5289	-0.4670
1678	3619	0.0421	-0.4610	0.5000
1679	1155	-0.5120	-0.4290	-0.7140
1680	7345	-0.6070	0.2680	-1.4330
1681	2400	1.5970	-0.2830	0.4650
1682	3672	-0.1748	-0.1748	-0.2260
1683	2545	0.7390	-0.0415	-0.3460
1684	5989	0.2550	-0.9390	-0.0650
1685	4853	-0.0540	-0.5090	-0.2850
1686	2747	-0.7220	0.5080	0.1770
1687	4431	-0.2010	1.4150	-0.4090
1688	5030	0.3920	-0.2150	-1.0240
1689	3578	-0.1133	-0.1260	-0.1133
1690	6456	0.0460	-0.3401	-0.3500
1691	5727	-0.1735	-0.3530	-0.7540
1692	1221	-0.2593	-0.1190	-0.5940
1693	7579	1.7280	-3.2900	-0.1770
1694	6537	0.1340	-0.0760	-0.1280
1695	7379	-0.3750	-0.0890	-0.3320
1696	3199	0.0830	-1.0870	0.1030
1697	4265	-0.3610	-2.3850	-0.0640
1698	28	0.4260	0.0840	0.7160
1699	3522	-0.1810	0.3130	0.1070
1700	4135	-0.1830	-0.1931	0.0740
1701	3953	0.5620	0.4120	-0.2500
1702	1790	-0.0041	0.7730	-0.0400
1703	5543	-0.2670	-0.7080	-0.5640
1704	4382	-0.0190	-0.6030	-0.1380
1705	1752	0.0659	-0.0960	-0.0810
1706	1343	-0.3690	-0.0230	-0.0430
1707	6693	-0.2730	2.5850	-0.2840
1708	3006	-0.0460	-2.4590	0.0590
1709	7702	-0.0690	-0.2230	-0.4570
1710	3951	0.0860	1.1640	-0.5180
1711	2533	-0.0830	-0.1255	0.5450
1712	2102	0.5600	2.5440	0.1510
1713	2213	0.6000	-0.3370	-0.0190
1714	4037	-0.2660	-0.1054	0.2450
1715	3328	-0.5620	-0.2840	-1.2700
1716	2904	0.7680	-0.6410	-0.4570
1717	3456	-0.0180	0.5030	-1.1560
1718	3032	0.4180	0.5780	-0.1210
1719	1078	-0.1560	0.8830	0.0990
1720	3697	-0.4981	-0.4981	-0.4300
1721	1829	0.0170	-0.6830	-0.3160
1722	5338	-0.1860	-0.1040	-0.3560
1723	1307	-0.0360	-0.5330	0.9660
1724	6825	0.2270	-0.2042	-0.7570
1725	5315	-0.1820	-2.0220	-0.2590
1726	4164	-0.3720	-2.4590	0.1300
1727	4177	-0.1790	-1.4150	-0.0360
1728	3651	-0.0897	-0.0897	-0.5240
1729	3423	-0.1370	-0.3645	-0.1180
1730	6918	0.0190	-0.3380	-0.1420
1731	1800	-0.5055	-1.9910	-1.6810
1732	659	0.5940	0.7040	0.8260
1733	483	0.4050	0.1920	0.4630
1734	7561	-0.1863	0.4230	-0.6120
1735	616	0.2780	0.0027	0.0170
1736	4432	-0.1370	-0.1999	-0.5800
1737	1693	-0.0291	0.0250	-0.3470
1738	4136	-0.4060	-0.2955	-0.4240
1739	3470	-0.0730	-0.1691	-0.6020
1740	3243	-0.0110	-3.2730	-0.3130
1741	4641	-0.4370	0.4000	-0.4040
1742	5847	0.1380	0.1340	-0.4240
1743	7661	0.0410	1.0180	-0.8320
1744	6028	0.1800	-0.3409	-0.3540
1745	1340	-0.2240	0.8720	0.1440
1746	5762	-0.0960	-0.2623	-0.8300
1747	6431	-0.0320	-1.6730	-0.5490
1748	5299	-0.2160	-1.6710	-0.1230
1749	1539	0.2520	0.0336	-1.4110
1750	3498	-0.3130	-0.1405	0.1650
1751	3663	-1.1180	-0.3314	0.3150
1752	1758	-0.1611	-0.2460	-0.0630
1753	5147	-0.1210	-1.7680	0.0730
1754	1490	-0.1550	-0.1203	0.2130
1755	3487	0.0640	-0.2510	-0.0570
1756	3085	-0.4320	-1.8930	-0.1650
1757	4376	0.1550	-0.3040	-0.2280
1758	6638	-0.1700	1.8210	0.1480
1759	5573	-0.1910	-0.6420	-0.5360
1760	4311	-0.3470	-0.1157	-0.3820
1761	5832	-0.1280	1.0980	-0.5350
1762	6882	-0.0150	1.4600	0.0000
1763	3396	0.9290	-0.0190	0.9020
1764	2369	0.3900	-0.0561	-0.1030
1765	4188	-0.2200	-0.2896	-0.2440
1766	144	0.2980	-0.0097	0.4050
1767	6170	-0.4340	-0.5421	-0.3520
1768	5772	-0.0490	-2.1640	-0.1790
1769	174	0.0820	-0.4610	-0.3110
1770	2553	0.5530	-0.5820	0.7190
1771	1501	-0.1510	-1.1430	0.3030
1772	1104	-0.4940	0.2180	-0.4530
1773	5927	-0.8050	-0.6110	0.5790
1774	2540	1.3970	0.4995	0.2150
1775	4292	0.1590	0.2804	0.4990
1776	1673	-0.3837	-0.3837	0.1040
1777	3818	-0.0670	-0.1300	-0.1150
1778	2022	0.4440	-0.1093	-0.0830
1779	2114	0.2640	0.5290	0.0980
1780	7718	-0.4480	-0.3828	-0.9240
1781	3467	-0.0740	-0.2369	-0.2520
1782	4717	-0.1500	-0.0599	0.2240
1783	6305	-0.0340	0.0809	-0.3840
1784	6635	-0.3070	-0.3910	-0.4010
1785	1863	-0.2856	-0.2856	-0.3380
1786	3117	0.3610	-0.3220	-0.0780
1787	4962	0.2150	-3.3400	-0.7330
1788	5377	-0.4930	-0.0750	-0.3690
1789	6774	0.2940	-0.1319	-0.5320
1790	7644	0.1640	-0.1060	0.7700
1791	6566	-0.1900	-0.7420	-0.2500
1792	4773	-0.5890	-0.4030	-0.0410
1793	7690	0.1570	-1.3310	-0.3720
1794	4917	0.1140	-0.8890	-0.1640
1795	3453	-0.1410	-0.2560	-0.1760
1796	3782	0.1050	-0.5230	-0.0440
1797	6950	-0.3930	-0.3630	-0.4160
1798	2578	0.1390	0.8930	0.5390
1799	6671	-0.2920	-2.0680	0.0200
1800	1984	0.4410	0.4231	0.4440
1801	3758	0.1350	-0.5900	-0.1690
1802	6770	-0.0040	-0.3074	-0.2940
1803	2552	0.5400	-0.5440	-0.6060
1804	3133	-0.4270	-0.0870	-0.4740
1805	1776	-0.2577	-0.2577	0.2260
1806	3851	-0.0350	-0.3099	-0.2660
1807	3076	0.5760	-0.2760	-0.2170
1808	5821	0.0680	-1.3590	-0.4110
1809	4701	-0.4150	-2.1840	-0.1680
1810	3972	0.1100	-0.0400	0.4800
1811	6048	-0.0270	-3.1430	0.0230
1812	627	-0.1840	-0.6014	0.3070
1813	723	-0.0320	-0.1890	-0.0040
1814	7158	0.0420	-0.0130	-0.1300
1815	7375	-0.7700	-0.5210	-0.5260
1816	3760	0.3800	0.2480	0.1680
1817	2344	0.4110	0.1456	0.7050
1818	59	-0.0130	-0.7860	0.1430
1819	2571	-0.0530	0.2240	0.9840
1820	5038	-0.1370	-1.1900	-0.3050
1821	3449	-0.1660	-0.3741	-0.5660
1822	502	0.3040	1.3970	0.3980
1823	5768	1.2240	-0.8300	-1.5020
1824	2224	0.4250	-0.9260	-0.2370
1825	661	0.0820	-0.9810	0.0470
1826	1844	-0.1860	-0.1228	-0.5620
1827	4466	-0.0610	-2.9310	-0.0650
1828	1174	-0.0930	-1.0380	0.0340
1829	4987	-0.0410	0.0687	-0.9070
1830	7378	-0.1730	0.4900	-0.5550
1831	605	0.2120	-3.1790	-0.4340
1832	7232	0.1140	-1.4920	-0.5460
1833	1750	-0.3925	-0.8050	-0.0100
1834	4727	-0.3150	-3.5910	-0.1010
1835	3450	-0.0910	-1.2020	0.1890
1836	5416	-0.1830	-0.5440	-0.7660
1837	2346	-0.1130	0.0609	0.4260
1838	1798	-0.6321	-0.3470	0.2250
1839	5864	0.0650	0.1982	0.3000
1840	1390	-0.4250	-0.1400	0.0960
1841	3904	0.4640	0.0798	0.6000
1842	6729	0.1390	0.8010	-0.2380
1843	1781	1.0440	-0.2360	-0.0711
1844	4651	0.0070	0.6880	-0.4860
1845	1505	-0.4760	0.2270	-0.6830
1846	5816	0.1350	-2.5680	-0.2060
1847	2805	0.1060	-3.1880	-0.4500
1848	4146	0.3850	0.3295	0.4690
1849	6046	-0.4040	-0.0700	-0.5790
1850	996	-0.0800	0.6150	-0.1800
1851	1143	0.0400	0.4660	-0.1370
1852	4218	-0.0750	-0.1077	-0.4140
1853	7017	-0.0850	-1.3870	0.0200
1854	5277	-0.7940	1.1480	-0.3560
1855	4892	0.2580	-0.7840	-0.4610
1856	7602	0.0723	0.2360	-0.2640
1857	2198	0.5770	-1.0620	0.5530
1858	3706	-0.0674	-2.5410	0.6310
1859	5687	-0.5440	-0.4317	-0.9210
1860	835	1.3290	0.3010	0.1580
1861	4659	-0.3280	-1.4630	-0.6450
1862	6139	0.1860	-0.0720	-0.7810
1863	848	-0.1800	-0.0900	0.2170
1864	3525	0.7900	0.0190	1.2460
1865	2132	0.4110	0.1109	0.3050
1866	6818	-0.1040	-0.1385	-0.5460
1867	128	0.3050	-0.0090	0.0880
1868	2801	0.4490	0.0336	0.2920
1869	5658	0.2751	0.3390	-0.0490
1870	6559	0.0630	-0.3270	-1.4290
1871	1860	-0.2190	-0.2705	-0.4940
1872	1817	-0.4920	-0.5170	-0.5410
1873	6469	-0.3630	-0.2670	-0.5300
1874	7570	-0.2940	0.0480	-0.7370
1875	6015	0.1710	-2.3510	0.0540
1876	943	0.2830	-0.3140	0.2070
1877	7659	-0.1460	-0.0510	-0.8260
1878	3239	0.2270	1.2920	-0.7320
1879	6043	-0.1890	-1.4590	-0.3696
1880	11	0.6670	0.1230	0.1490
1881	3531	-0.3100	-0.2610	-0.3540
1882	5503	-0.1433	-0.2260	-1.0000
1883	1371	-0.1130	-0.2301	0.2850
1884	2001	0.5560	-0.4890	0.2880
1885	84	0.0580	0.6410	0.4460
1886	5719	-0.4320	-0.0100	0.1880
1887	5735	-0.3160	-1.7470	-0.8540
1888	4880	-0.5650	-0.2980	-0.3770
1889	3070	0.4320	-0.1070	-0.6170
1890	6262	-0.5210	-0.2039	-0.1050
1891	2873	0.4300	-0.0630	0.1730
1892	534	0.0050	-0.2380	0.3610
1893	7471	-0.5501	-1.4250	-0.7060
1894	2152	1.2990	-2.7550	-0.4870
1895	5238	0.0100	0.0460	0.1470
1896	7482	-0.2020	-0.5500	0.2290
1897	255	0.0790	0.0747	0.2020
1898	653	0.1810	-2.7660	0.3390
1899	2431	0.6470	-0.9350	0.2530
1900	1692	-0.0623	0.9220	-1.0060
1901	5915	0.2210	0.0059	0.0350
1902	6697	0.8430	0.4400	-0.0910
1903	2053	0.6230	-0.0267	0.0920
1904	4161	-0.5220	-0.1440	-0.2490
1905	865	-0.3270	-1.6420	-0.3000
1906	7259	0.1570	-0.0420	0.0330
1907	3248	0.0620	0.7050	-0.1390
1908	6859	0.7340	-0.7580	-0.2090
1909	5968	1.1070	0.2490	0.2840
1910	2497	0.4530	-0.0557	-0.6110
1911	1843	-0.3230	-0.3512	-0.4510
1912	5668	0.3085	0.4060	-0.0360
1913	5945	-0.1810	0.3660	-0.4220
1914	5318	0.3450	0.3240	0.4490
1915	3908	-0.0030	-0.3294	-0.1530
1916	6513	-0.3100	-0.1416	-0.1930
1917	6052	-0.0220	-0.2677	-0.3610
1918	4627	0.0150	-0.0282	-0.8370
1919	1948	0.8400	0.0285	-0.2320
1920	855	0.0390	-0.0840	-0.1510
1921	6885	-0.0240	-0.7260	0.0980
1922	1415	-0.2700	0.4120	-0.2960
1923	3188	-0.0750	1.4400	-0.1350
1924	5131	-0.3300	-0.1270	-0.4270
1925	3781	0.1720	-0.1820	-0.0670
1926	170	0.4690	0.3400	-0.2320
1927	2669	0.1300	-0.2630	-0.6280
1928	3360	0.1770	0.5530	-0.2130
1929	3066	0.4050	-1.2480	0.1070
1930	2481	0.5050	1.2130	-0.0530
1931	2027	0.6470	0.3264	0.3640
1932	2854	0.1110	-0.4790	-0.2290
1933	6653	-0.1840	-0.0150	-0.1620
1934	4622	-0.3410	-1.1040	0.8240
1935	3954	1.0160	-0.4570	0.0180
1936	3325	0.4130	-1.5070	-0.1100
1937	6561	-0.1150	0.5200	0.1500
1938	5085	-0.3350	-2.6720	-0.3630
1939	1739	0.0048	0.0048	-0.4420
1940	3173	-0.0210	0.4330	0.0770
1941	689	0.0550	1.3570	0.0400
1942	135	0.3340	-0.1906	0.0870
1943	5585	-2.3220	-0.3080	-0.4170
1944	1126	1.3380	-0.9440	0.5090
1945	3166	-0.2160	-0.0680	1.1140
1946	5422	-0.4430	-0.2760	-0.4800
1947	4330	0.2460	0.1670	0.1010
1948	1426	-0.4170	-0.3252	0.0610
1949	1828	0.0870	-0.3766	-0.2260
1950	3081	-0.1420	0.8020	-0.2040
1951	6039	-0.2630	-0.2951	-0.2110
1952	2773	-0.2080	-0.1159	0.0750
1953	7506	0.0280	0.2770	-0.1280
1954	1271	-0.9710	-0.4098	-0.0480
1955	3511	-0.4180	0.5570	-0.4880
1956	387	0.3420	-0.9830	0.4360
1957	6036	0.1890	-0.9380	-0.2860
1958	4457	-0.4020	0.4740	0.0690
1959	5631	0.1260	-0.4750	-0.8170
1960	5582	0.1246	-0.2690	-0.3790
1961	1826	-0.3700	-0.0530	-0.1800
1962	6869	0.0670	-0.2913	-0.0910
1963	7106	-0.1450	-0.6550	0.4440
1964	1670	-0.0646	0.1700	-0.8480
